Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,social-interactions,1,antonym,1,Chao is making Yan's job easier.,Is Chao helping Yan?,Yes,20.0,0,-0.012891193851828575,-4.999569416046143,2.8080457209337815,-3.6502034549048403,-2.82093691478561,-1.3493659611413023,Yes,True,True,True
2,1,social-interactions,1,antonym,1,Chao is making Yan's job easier.,Is Chao hindering Yan?,No,20.0,0,-4.8729472160339355,-0.012254972010850906,-2.0520103012483255,1.3371109891304513,-2.82093691478561,-1.3493659611413023,No,True,False,True
3,1,social-interactions,1,antonym,2,Chao is making Yan's job harder.,Is Chao helping Yan?,No,20.0,0,-5.373188018798828,-0.009734326042234898,-2.552251104013218,1.3396316350990674,-2.82093691478561,-1.3493659611413023,No,True,False,True
4,1,social-interactions,1,antonym,2,Chao is making Yan's job harder.,Is Chao hindering Yan?,Yes,20.0,0,-0.02797740139067173,-3.905857801437378,2.7929595133949383,-2.5564918402960757,-2.82093691478561,-1.3493659611413023,Yes,True,True,True
5,2,social-interactions,2,antonym,1,Chao is assisting Yan.,Is Chao helping Yan?,Yes,20.0,0,-0.018684983253479004,-4.468305587768555,2.802251931532131,-3.1189396266272524,-2.82093691478561,-1.3493659611413023,Yes,True,True,True
6,2,social-interactions,2,antonym,1,Chao is assisting Yan.,Is Chao hindering Yan?,No,20.0,0,-5.310688018798828,-0.009685131721198559,-2.489751104013218,1.3396808294201037,-2.82093691478561,-1.3493659611413023,No,True,False,True
7,2,social-interactions,2,antonym,2,Chao is obstructing Yan.,Is Chao helping Yan?,No,20.0,0,-6.185688018798828,-0.006501964293420315,-3.364751104013218,1.342863996847882,-2.82093691478561,-1.3493659611413023,No,True,False,True
8,2,social-interactions,2,antonym,2,Chao is obstructing Yan.,Is Chao hindering Yan?,Yes,20.0,0,-0.02402941696345806,-4.2182769775390625,2.796907497822152,-2.8689110163977602,-2.82093691478561,-1.3493659611413023,Yes,True,True,True
9,3,social-interactions,3,antonym,1,Chao is removing obstacles in the path of Yan.,Is Chao helping Yan?,Yes,20.0,0,-0.022474871948361397,-4.34321403503418,2.7984620428372486,-2.9938480738928774,-2.82093691478561,-1.3493659611413023,Yes,True,True,True
10,3,social-interactions,3,antonym,1,Chao is removing obstacles in the path of Yan.,Is Chao hindering Yan?,No,20.0,0,-5.3098649978637695,-0.009483176283538342,-2.4889280830781595,1.339882784857764,-2.82093691478561,-1.3493659611413023,No,True,False,True
