property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-3.2789957523345947,-5.498497486114502,-3.513680965169555,-5.263812273279542,0.23468521283496013,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-4.768345832824707,-8.11324405670166,-5.003031045659667,-7.8785588438667,0.23468521283496013,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-4.897363185882568,-3.9795336723327637,-5.1320483987175285,-3.7448484594978035,0.23468521283496013,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-4.340669631958008,-3.1382625102996826,-4.575354844792968,-2.9035772974647225,0.23468521283496013,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-5.332353591918945,-3.2738771438598633,-5.5670388047539054,-3.039191931024903,0.23468521283496013,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-4.4869513511657715,-5.577559947967529,-4.721636564000732,-5.342874735132569,0.23468521283496013,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-4.533362865447998,-3.518662691116333,-4.768048078282958,-3.283977478281373,0.23468521283496013,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-6.2041401863098145,-6.739618301391602,-6.438825399144775,-6.504933088556641,0.23468521283496013,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,0,-4.927046775817871,-5.5005693435668945,-5.161731988652831,-5.265884130731934,0.23468521283496013,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-4.461377143859863,-4.463003158569336,-4.696062356694823,-4.228317945734376,0.23468521283496013,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-5.701153755187988,-6.1416401863098145,-5.935838968022948,-5.906954973474854,0.23468521283496013,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-3.675743818283081,-4.0876336097717285,-3.910429031118041,-3.8529483969367684,0.23468521283496013,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-2.851649522781372,-6.245082378387451,-3.086334735616332,-6.010397165552491,0.23468521283496013,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-3.1045336723327637,-5.0279717445373535,-3.339218885167724,-4.793286531702393,0.23468521283496013,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-4.028531551361084,-6.717100143432617,-4.263216764196044,-6.482414930597657,0.23468521283496013,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-3.2428531646728516,-5.555353164672852,-3.4775383775078117,-5.320667951837891,0.23468521283496013,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-5.18287992477417,-5.997673988342285,-5.41756513760913,-5.762988775507325,0.23468521283496013,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-4.617393970489502,-4.089796543121338,-4.852079183324462,-3.8551113302863778,0.23468521283496013,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-4.350273609161377,-5.3916401863098145,-4.584958821996337,-5.156954973474854,0.23468521283496013,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-4.481158256530762,-5.9380693435668945,-4.715843469365722,-5.703384130731934,0.23468521283496013,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-4.619357585906982,-6.258711814880371,-4.8540427987419426,-6.024026602045411,0.23468521283496013,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-3.588676929473877,-4.871822357177734,-3.823362142308837,-4.637137144342774,0.23468521283496013,Yes,False
