property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-3.742990493774414,-8.210773468017578,-4.336677690382515,-7.617086271409478,0.5936871966081005,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-4.584099769592285,-7.461576461791992,-5.177786966200386,-6.867889265183892,0.5936871966081005,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-9.745766639709473,-8.194148063659668,-10.339453836317574,-7.600460867051567,0.5936871966081005,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-5.609166622161865,-4.609166622161865,-6.202853818769966,-4.015479425553765,0.5936871966081005,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-8.17000675201416,-8.148870468139648,-8.763693948622262,-7.555183271531548,0.5936871966081005,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-4.770164966583252,-6.736868858337402,-5.3638521631913525,-6.143181661729302,0.5936871966081005,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-4.751735687255859,-4.029587745666504,-5.34542288386396,-3.4359005490584034,0.5936871966081005,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-9.762578964233398,-11.000380516052246,-10.3562661608415,-10.406693319444145,0.5936871966081005,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,0,-3.3015236854553223,-5.307337760925293,-3.895210882063423,-4.713650564317192,0.5936871966081005,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-5.80553674697876,-7.557435989379883,-6.39922394358686,-6.963748792771782,0.5936871966081005,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-3.978675603866577,-4.980731964111328,-4.572362800474678,-4.387044767503228,0.5936871966081005,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-10.787946701049805,-5.278410911560059,-11.381633897657906,-4.684723714951958,0.5936871966081005,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-3.4198617935180664,-7.671017169952393,-4.013548990126167,-7.077329973344292,0.5936871966081005,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-4.997615337371826,-6.999290466308594,-5.591302533979927,-6.405603269700493,0.5936871966081005,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-5.9488654136657715,-10.44622802734375,-6.542552610273872,-9.852540830735649,0.5936871966081005,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-5.683655261993408,-10.436291694641113,-6.277342458601509,-9.842604498033012,0.5936871966081005,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-8.940814018249512,-10.449933052062988,-9.534501214857613,-9.856245855454887,0.5936871966081005,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-8.52469253540039,-10.273016929626465,-9.118379732008492,-9.679329733018363,0.5936871966081005,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-7.981024742126465,-8.479869842529297,-8.574711938734566,-7.886182645921196,0.5936871966081005,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-6.267156600952148,-8.270272254943848,-6.860843797560249,-7.676585058335747,0.5936871966081005,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-4.246478080749512,-7.248911380767822,-4.840165277357612,-6.655224184159722,0.5936871966081005,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-6.0521955490112305,-6.30774450302124,-6.645882745619331,-5.71405730641314,0.5936871966081005,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-11.110978126525879,-7.377900123596191,-11.70466532313398,-6.784212926988091,0.5936871966081005,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-5.09796142578125,-3.6005983352661133,-5.6916486223893505,-3.0069111386580127,0.5936871966081005,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-3.6883256435394287,-5.68832540512085,-4.282012840147529,-5.094638208512749,0.5936871966081005,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-6.569616794586182,-8.065629959106445,-7.163303991194282,-7.471942762498345,0.5936871966081005,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-5.566193103790283,-8.563077926635742,-6.159880300398384,-7.969390730027642,0.5936871966081005,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-9.257833480834961,-11.40662670135498,-9.851520677443062,-10.812939504746879,0.5936871966081005,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,0,-3.983297824859619,-6.988393306732178,-4.57698502146772,-6.394706110124077,0.5936871966081005,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,0,-5.521895408630371,-9.01634693145752,-6.115582605238472,-8.422659734849418,0.5936871966081005,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,0,-1.5144662857055664,-6.264466285705566,-2.108153482313667,-5.670779089097466,0.5936871966081005,Yes,False
