property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-5.902296543121338,-6.404793739318848,-9.223699569702148,-6.845249652862549,3.3214030265808105,0.44045591354370117,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-4.903850555419922,-4.40536642074585,-9.223699569702148,-6.845249652862549,4.319849014282227,2.439883232116699,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-6.217293739318848,-3.4682140350341797,-9.223699569702148,-6.845249652862549,3.006405830383301,3.377035617828369,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-7.965669631958008,-4.21786642074585,-9.223699569702148,-6.845249652862549,1.2580299377441406,2.627383232116699,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-7.621822357177734,-4.374088764190674,-9.223699569702148,-6.845249652862549,1.601877212524414,2.471160888671875,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-7.684322357177734,-9.185571670532227,-9.223699569702148,-6.845249652862549,1.539377212524414,-2.3403220176696777,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-6.854458332061768,-4.867393970489502,-9.223699569702148,-6.845249652862549,2.369241237640381,1.9778556823730469,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-6.277296543121338,-7.029793739318848,-9.223699569702148,-6.845249652862549,2.9464030265808105,-0.18454408645629883,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-5.059322357177734,-8.809322357177734,-9.223699569702148,-6.845249652862549,4.164377212524414,-1.9640727043151855,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-6.246822357177734,-6.749088764190674,-9.223699569702148,-6.845249652862549,2.976877212524414,0.096160888671875,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-5.71720027923584,-6.968017578125,-9.223699569702148,-6.845249652862549,3.5064992904663086,-0.12276792526245117,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-4.124088764190674,-2.8747966289520264,-9.223699569702148,-6.845249652862549,5.099610805511475,3.9704530239105225,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-3.9675426483154297,-8.43632984161377,-9.223699569702148,-6.845249652862549,5.256156921386719,-1.5910801887512207,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-6.34220027923584,-8.061588287353516,-9.223699569702148,-6.845249652862549,2.8814992904663086,-1.2163386344909668,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-2.998497724533081,-7.249088764190674,-9.223699569702148,-6.845249652862549,6.225201845169067,-0.403839111328125,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-3.5300426483154297,-7.530517578125,-9.223699569702148,-6.845249652862549,5.693656921386719,-0.6852679252624512,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-3.9207229614257812,-5.437069416046143,-9.223699569702148,-6.845249652862549,5.302976608276367,1.4081802368164062,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-6.185571193695068,-7.1867899894714355,-9.223699569702148,-6.845249652862549,3.03812837600708,-0.3415403366088867,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-6.868284702301025,-8.37252426147461,-9.223699569702148,-6.845249652862549,2.355414867401123,-1.5272746086120605,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-5.497524261474609,-8.49849796295166,-9.223699569702148,-6.845249652862549,3.726175308227539,-1.6532483100891113,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-5.467293739318848,-8.749088287353516,-9.223699569702148,-6.845249652862549,3.756405830383301,-1.9038386344909668,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-2.7480714321136475,-5.998497486114502,-9.223699569702148,-6.845249652862549,6.475628137588501,0.8467521667480469,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-6.9947662353515625,-5.746822357177734,-9.223699569702148,-6.845249652862549,2.228933334350586,1.0984272956848145,Yes,False
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-5.216196060180664,-6.717809677124023,-9.223699569702148,-6.845249652862549,4.007503509521484,0.1274399757385254,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-5.185571193695068,-7.935997486114502,-9.223699569702148,-6.845249652862549,4.03812837600708,-1.0907478332519531,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-4.997524261474609,-9.998071670532227,-9.223699569702148,-6.845249652862549,4.226175308227539,-3.1528220176696777,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-5.403696060180664,-9.62349796295166,-9.223699569702148,-6.845249652862549,3.8200035095214844,-2.7782483100891113,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-5.028696060180664,-7.02970027923584,-9.223699569702148,-6.845249652862549,4.195003509521484,-0.18445062637329102,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-6.589542388916016,-7.8404717445373535,-9.223699569702148,-6.845249652862549,2.634157180786133,-0.9952220916748047,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-4.028696060180664,-6.780679702758789,-9.223699569702148,-6.845249652862549,5.195003509521484,0.06456995010375977,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-2.903695821762085,-7.655679702758789,-9.223699569702148,-6.845249652862549,6.3200037479400635,-0.8104300498962402,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-5.024740695953369,-4.53036642074585,-9.223699569702148,-6.845249652862549,4.198958873748779,2.314883232116699,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-6.2779717445373535,-6.030309677124023,-9.223699569702148,-6.845249652862549,2.945727825164795,0.8149399757385254,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-4.623071193695068,-7.8738298416137695,-9.223699569702148,-6.845249652862549,4.60062837600708,-1.0285801887512207,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-4.2447662353515625,-5.748497486114502,-9.223699569702148,-6.845249652862549,4.978933334350586,1.0967521667480469,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-5.809322357177734,-6.061588764190674,-9.223699569702148,-6.845249652862549,3.414377212524414,0.783660888671875,Yes,False
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-5.248497486114502,-9.249290466308594,-9.223699569702148,-6.845249652862549,3.9752020835876465,-2.404040813446045,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-3.975893497467041,-5.714796543121338,-9.223699569702148,-6.845249652862549,5.247806072235107,1.130453109741211,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-4.2154717445373535,-4.718305587768555,-9.223699569702148,-6.845249652862549,5.008227825164795,2.126944065093994,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-6.839796543121338,-9.371822357177734,-9.223699569702148,-6.845249652862549,2.3839030265808105,-2.5265727043151855,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-4.8404717445373535,-8.061588287353516,-9.223699569702148,-6.845249652862549,4.383227825164795,-1.2163386344909668,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-6.839542388916016,-9.06002426147461,-9.223699569702148,-6.845249652862549,2.384157180786133,-2.2147746086120605,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-3.6053595542907715,-6.624446868896484,-9.223699569702148,-6.845249652862549,5.618340015411377,0.22080278396606445,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-6.5279717445373535,-6.030517578125,-9.223699569702148,-6.845249652862549,2.695727825164795,0.8147320747375488,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-4.309322357177734,-7.311588764190674,-9.223699569702148,-6.845249652862549,4.914377212524414,-0.466339111328125,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-4.280561923980713,-7.03071403503418,-9.223699569702148,-6.845249652862549,4.9431376457214355,-0.18546438217163086,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-4.091196060180664,-6.34254264831543,-9.223699569702148,-6.845249652862549,5.132503509521484,0.5027070045471191,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-3.7172937393188477,-6.967749118804932,-9.223699569702148,-6.845249652862549,5.506405830383301,-0.12249946594238281,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-4.2488298416137695,-5.249569416046143,-9.223699569702148,-6.845249652862549,4.974869728088379,1.5956802368164062,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-4.528850555419922,-7.779793739318848,-9.223699569702148,-6.845249652862549,4.694849014282227,-0.9345440864562988,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-5.6238298416137695,-5.374569416046143,-9.223699569702148,-6.845249652862549,3.599869728088379,1.4706802368164062,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-4.935997486114502,-4.936946868896484,-9.223699569702148,-6.845249652862549,4.2877020835876465,1.9083027839660645,Yes,False
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-4.340669631958008,-7.841880798339844,-9.223699569702148,-6.845249652862549,4.883029937744141,-0.9966311454772949,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-4.341880798339844,-6.34321403503418,-9.223699569702148,-6.845249652862549,4.881818771362305,0.5020356178283691,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-2.903169870376587,-6.404380798339844,-9.223699569702148,-6.845249652862549,6.3205296993255615,0.4408688545227051,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-5.370921611785889,-7.373497486114502,-9.223699569702148,-6.845249652862549,3.8527779579162598,-0.5282478332519531,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-5.716196060180664,-5.967809677124023,-9.223699569702148,-6.845249652862549,3.5075035095214844,0.8774399757385254,Yes,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-3.713676929473877,-6.466880798339844,-9.223699569702148,-6.845249652862549,5.5100226402282715,0.3783688545227051,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-5.372524261474609,-5.8742899894714355,-9.223699569702148,-6.845249652862549,3.851175308227539,0.9709596633911133,Yes,False
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-2.374664545059204,-6.624876499176025,-9.223699569702148,-6.845249652862549,6.849035024642944,0.22037315368652344,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-4.216350555419922,-5.967293739318848,-9.223699569702148,-6.845249652862549,5.007349014282227,0.8779559135437012,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-5.46754264831543,-8.43632984161377,-9.223699569702148,-6.845249652862549,3.7561569213867188,-1.5910801887512207,Yes,False
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-6.996822357177734,-11.74592113494873,-9.223699569702148,-6.845249652862549,2.226877212524414,-4.900671482086182,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-3.5136661529541016,-6.7492899894714355,-9.223699569702148,-6.845249652862549,5.710033416748047,0.09595966339111328,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-4.275850296020508,-6.278696060180664,-9.223699569702148,-6.845249652862549,4.947849273681641,0.5665535926818848,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-4.088676929473877,-5.091350555419922,-9.223699569702148,-6.845249652862549,5.1350226402282715,1.753899097442627,Yes,False
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-4.966350555419922,-7.21786642074585,-9.223699569702148,-6.845249652862549,4.257349014282227,-0.3726167678833008,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-5.4322662353515625,-9.18502426147461,-9.223699569702148,-6.845249652862549,3.791433334350586,-2.3397746086120605,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-4.930784702301025,-7.433421611785889,-9.223699569702148,-6.845249652862549,4.292914867401123,-0.5881719589233398,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-5.7779717445373535,-5.280309677124023,-9.223699569702148,-6.845249652862549,3.445727825164795,1.5649399757385254,Yes,False
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-5.178885459899902,-6.184322357177734,-9.223699569702148,-6.845249652862549,4.044814109802246,0.6609272956848145,Yes,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-6.621822357177734,-8.37349796295166,-9.223699569702148,-6.845249652862549,2.601877212524414,-1.5282483100891113,Yes,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-4.368284702301025,-5.623071193695068,-9.223699569702148,-6.845249652862549,4.855414867401123,1.2221784591674805,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-4.123071193695068,-8.874290466308594,-9.223699569702148,-6.845249652862549,5.10062837600708,-2.029040813446045,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-4.373071193695068,-7.374088764190674,-9.223699569702148,-6.845249652862549,4.85062837600708,-0.528839111328125,Yes,False
can be fair,a piano,'',Can a piano be fair?,No,random,-6.716196060180664,-7.71720027923584,-9.223699569702148,-6.845249652862549,2.5075035095214844,-0.871950626373291,Yes,False
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-5.589796543121338,-8.87252426147461,-9.223699569702148,-6.845249652862549,3.6339030265808105,-2.0272746086120605,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-3.950610399246216,-5.936467170715332,-9.223699569702148,-6.845249652862549,5.273089170455933,0.9087824821472168,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-5.246822357177734,-7.249088764190674,-9.223699569702148,-6.845249652862549,3.976877212524414,-0.403839111328125,Yes,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-7.933421611785889,-9.93502426147461,-9.223699569702148,-6.845249652862549,1.2902779579162598,-3.0897746086120605,Yes,False
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-3.9678666591644287,-6.4684247970581055,-9.223699569702148,-6.845249652862549,5.25583291053772,0.37682485580444336,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-4.154260158538818,-6.905679702758789,-9.223699569702148,-6.845249652862549,5.06943941116333,-0.060430049896240234,Yes,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,-3.5918805599212646,-4.343332767486572,-9.223699569702148,-6.845249652862549,5.631819009780884,2.5019168853759766,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-3.899322271347046,-6.653696060180664,-9.223699569702148,-6.845249652862549,5.3243772983551025,0.19155359268188477,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,-3.9194376468658447,-6.155996799468994,-9.223699569702148,-6.845249652862549,5.304261922836304,0.6892528533935547,Yes,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-4.904380798339844,-9.436980247497559,-9.223699569702148,-6.845249652862549,4.319318771362305,-2.5917305946350098,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-3.4367902278900146,-4.687376499176025,-9.223699569702148,-6.845249652862549,5.786909341812134,2.1578731536865234,Yes,False
