property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-5.303885459899902,-5.555784702301025,-7.6527605056762695,-6.527042388916016,2.348875045776367,0.9712576866149902,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-5.238952159881592,-5.2447662353515625,-7.6527605056762695,-6.527042388916016,2.4138083457946777,1.2822761535644531,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-5.4322662353515625,-4.184322357177734,-7.6527605056762695,-6.527042388916016,2.220494270324707,2.3427200317382812,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-6.461822032928467,-4.7154717445373535,-7.6527605056762695,-6.527042388916016,1.1909384727478027,1.811570644378662,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-6.423336505889893,-5.926452159881592,-7.6527605056762695,-6.527042388916016,1.229423999786377,0.6005902290344238,Yes,False
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-7.741385459899902,-7.991385459899902,-7.6527605056762695,-6.527042388916016,-0.08862495422363281,-1.4643430709838867,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-5.735836505889893,-4.985836505889893,-7.6527605056762695,-6.527042388916016,1.916923999786377,1.541205883026123,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-5.024322032928467,-5.522363185882568,-7.6527605056762695,-6.527042388916016,2.6284384727478027,1.0046792030334473,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-5.430784702301025,-7.176452159881592,-7.6527605056762695,-6.527042388916016,2.221975803375244,-0.6494097709655762,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-5.028169631958008,-5.778850555419922,-7.6527605056762695,-6.527042388916016,2.6245908737182617,0.7481918334960938,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-5.618284702301025,-6.621822357177734,-7.6527605056762695,-6.527042388916016,2.034475803375244,-0.09477996826171875,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-3.4029715061187744,-3.1550426483154297,-7.6527605056762695,-6.527042388916016,4.249788999557495,3.371999740600586,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-4.464796543121338,-6.466350555419922,-7.6527605056762695,-6.527042388916016,3.1879639625549316,0.06069183349609375,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-6.028696060180664,-6.27970027923584,-7.6527605056762695,-6.527042388916016,1.6240644454956055,0.24734210968017578,Yes,False
