Type,Digits,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,-5.561946868896484,-0.05725026875734329,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,-7.061588764190674,-0.0715719684958458,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,-6.561588764190674,-0.0730365738272667,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,-7.03036642074585,-0.03813149407505989,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,-1.0853713750839233,-0.585594117641449,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,-6.561588764190674,-0.05472971871495247,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,-8.56099796295166,-0.05996805056929588,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,-8.061790466308594,-0.051068324595689774,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,-7.5613298416137695,-0.05679529532790184,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,-4.561946868896484,-0.06278469413518906,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,-8.061588287353516,-0.033981937915086746,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,-4.624088764190674,-0.1161508858203888,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,-7.529793739318848,-0.04630070552229881,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,-3.577784299850464,-0.08182384818792343,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,-1.835004448890686,-0.3336417078971863,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 1 equal to 4?,No,-7.0934247970581055,-0.09753621369600296,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 57?,No,-7.561588764190674,-0.06975523382425308,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 0 equal to 1?,No,-8.561588287353516,-0.04521014168858528,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 7 equal to 86?,No,-7.530115604400635,-0.04496612027287483,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 4?,No,-4.061946868896484,-0.0705956444144249,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 9 equal to 59?,No,-8.06132984161377,-0.08022493124008179,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 1 equal to 26?,No,-8.061790466308594,-0.04922943934798241,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 1 equal to 6?,No,-9.124088287353516,-0.1334506869316101,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-8.061790466308594,-0.0455329492688179,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 9 equal to 85?,No,-7.561588764190674,-0.06606954336166382,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 5 equal to 26?,No,-7.53071403503418,-0.04057242348790169,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 8 equal to 1?,No,-6.561588764190674,-0.05375339463353157,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 17?,No,-3.6244471073150635,-0.1314982771873474,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 4 equal to 72?,No,-8.06099796295166,-0.04874127730727196,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 2 equal to 1?,No,-7.53071403503418,-0.033981937915086746,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 6 equal to 9?,No,-6.5309247970581055,-0.040162570774555206,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 2 equal to 47?,No,-7.5613298416137695,-0.07339125871658325,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 0 equal to 7?,No,-7.061946868896484,-0.06156422942876816,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 5 equal to 7?,No,-3.1244471073150635,-0.1287020593881607,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 5 equal to 83?,No,-8.31132984161377,-0.056380901485681534,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 2 equal to 6?,No,-9.06132984161377,-0.05546202138066292,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 0 equal to 8?,No,-10.061254501342773,-0.050824303179979324,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 3 equal to 5?,No,-6.561946868896484,-0.07352473586797714,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 3 equal to 3?,No,-3.7334775924682617,-0.22600522637367249,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 3 equal to 4?,No,-5.624088764190674,-0.11015107482671738,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 2 equal to 8?,No,-0.33768191933631897,-2.343672752380371,Yes,False
Arithmetic,1_digit_addition,'',Is 6 plus 9 equal to 96?,No,-7.530561923980713,-0.043013352900743484,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 7 equal to 79?,No,-7.5617899894714355,-0.06278469413518906,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,-7.061588764190674,-0.053866561502218246,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,-3.59317946434021,-0.08914651721715927,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 3 equal to 4?,No,-0.20194198191165924,-3.2030489444732666,Yes,False
Arithmetic,1_digit_addition,'',Is 8 plus 6 equal to 33?,No,-7.999088764190674,-0.029819630086421967,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 6 equal to 3?,No,-4.061946868896484,-0.07547750324010849,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 7 equal to 8?,No,-5.061946868896484,-0.0516357496380806,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 6?,No,-5.061588764190674,-0.04752105101943016,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 1 equal to 6?,No,-8.124290466308594,-0.10172300785779953,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 44?,No,-8.061588287353516,-0.058991845697164536,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 8 equal to 64?,No,-5.09286642074585,-0.10416357964277267,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 1 equal to 7?,No,-5.562164783477783,-0.05065930634737015,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,-8.061588287353516,-0.05277695134282112,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 84?,No,-7.529793739318848,-0.032389335334300995,No,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,-7.1238298416137695,-0.12320023775100708,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 33?,No,-8.56132984161377,-0.05253292992711067,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 7 equal to 72?,No,-6.03071403503418,-0.03959609940648079,No,True
Arithmetic,1_digit_addition,'',Is 5 plus 2 equal to 8?,No,-1.3902842998504639,-0.39028435945510864,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 8?,No,-2.21817946434021,-0.21561099588871002,No,True
Arithmetic,1_digit_addition,'',Is 3 plus 5 equal to 1?,No,-6.593179702758789,-0.08670558780431747,No,True
