question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"Each student that enrolls at a school is assigned a unique ID number, which is stored as a binary number. The ID numbers increase sequentially by 1 with each newly enrolled student. If the ID number assigned to the last student who enrolled was the binary number 1001 0011, what binary number will be assigned to the next student who enrolls?",(A) 1001 0100,(B) 1001 0111,(C) 1101 0100,(D) 1101 0111,A,B,False,20.0,0,-1.4602106809616089,-1.2102106809616089,-1.4602106809616089,-1.9602106809616089,0.11887001494566607,0.14493016401926684,-0.022066406905651093,-0.09985483437776566,-1.579080695907275,-1.3551408449808757,-1.4381442740559578,-1.8603558465838432,B,B,False,False
Which pillar of cybersecurity is compromised when someone logs into a system using a stolen login and password?,(A) Authentication,(B) Confidentiality,(C) Integrity,(D) Nonrepudiation,A,A,True,20.0,0,-1.0771992206573486,-1.0771992206573486,-1.5771992206573486,-2.3271992206573486,0.5018814752499263,0.2779416243235271,-0.13905494660139084,-0.4668433740735054,-1.579080695907275,-1.3551408449808757,-1.4381442740559578,-1.8603558465838432,A,A,True,True
"In Python 3, which of the following function convert a string to an int in python?","(A) int(x [,base])","(B) long(x [,base] )",(C) float(x),(D) str(x),A,B,False,20.0,0,-1.497524380683899,-1.247524380683899,-1.2480714321136475,-2.2475242614746094,0.08155631522337603,0.1076164642969768,0.19007284194231033,-0.38716841489076614,-1.579080695907275,-1.3551408449808757,-1.4381442740559578,-1.8603558465838432,B,C,False,False
"A retailer that sells footwear maintains a single database containing records with the following information about each item for sale in the retailer's store.   ° Item identification number   ° Footwear type (sneakers, boots, sandals, etc.)   ° Selling price (in dollars)   ° Size   ° Color   ° Quantity available Using only the database, which of the following can be determined?",(A) Which items listed in the database are not currently in the store,(B) Which colors are more popular among men than women,(C) Which type of footwear is most popular among adults,(D) The total number of shoes sold in a particular month,A,A,True,20.0,0,-1.3796098232269287,-1.3796098232269287,-1.627537727355957,-1.878702163696289,0.19947087268034625,-0.024468978246052986,-0.18939345329999924,-0.01834631711244583,-1.579080695907275,-1.3551408449808757,-1.4381442740559578,-1.8603558465838432,A,A,True,True
"A sorted list of 120 integers is to be searched to determine whether the value 100 is in the list. Assuming that the most efficient searching algorithm is used, what is the maximum number of elements that must be examined?",(A) 7,(B) 8,(C) 20,(D) 100,A,C,False,20.0,1,-2.0776875019073486,-1.5854966640472412,-1.0855940580368042,-2.3276875019073486,-0.4499884992837906,-0.20271251847346616,0.4321570644776027,-0.36166865130265546,-1.627699002623558,-1.382784145573775,-1.517751122514407,-1.9660188506046932,C,C,False,False
"In Python 3, which of the following operator in python performs exponential (power) calculation on operands?",(A) **,(B) //,(C) is,(D) not in,A,C,False,20.0,1,-1.7573784589767456,-1.7573784589767456,-1.2573784589767456,-2.2494471073150635,-0.12967945635318756,-0.37459431340297056,0.2603726635376613,-0.2834282567103703,-1.627699002623558,-1.382784145573775,-1.517751122514407,-1.9660188506046932,C,C,False,False
"A student is recording a song on her computer. When the recording is finished, she saves a copy on her computer. The student notices that the saved copy is of lower sound quality than the original recording. Which of the following could be a possible explanation for the difference in sound quality?",(A) The song was saved using fewer bits per second than the original song.,(B) The song was saved using more bits per second than the original song.,(C) The song was saved using a lossless compression technique.,(D) Some information is lost every time a file is saved from one location on a computer to another location.,A,B,False,20.0,1,-1.4584810733795166,-1.2077845335006714,-1.4577845335006714,-1.7090238332748413,0.16921792924404144,0.17499961207310366,0.05996658901373553,0.25699501732985186,-1.627699002623558,-1.382784145573775,-1.517751122514407,-1.9660188506046932,B,D,False,False
"A user enters a Web address in a browser, and a request for a file is sent to a Web server. Which of the following best describes how the file is sent to the user?",(A) The file is broken into packets for transmission. The packets must be reassembled upon receipt.,(B) The file is broken into packets for transmission. The user's browser must request each packet in order until all packets are received.,"(C) The server attempts to connect directly to the user's computer. If the connection is successful, the entire file is sent. If the connection is unsuccessful, an error message is sent to the user.","(D) The server repeatedly attempts to connect directly to the user's computer until a connection is made. Once the connection is made, the entire file is sent.",A,B,False,20.0,1,-1.5593222379684448,-1.3084216117858887,-1.3084216117858887,-1.5593222379684448,0.06837676465511322,0.07436253378788638,0.20932951072851824,0.40669661263624834,-1.627699002623558,-1.382784145573775,-1.517751122514407,-1.9660188506046932,B,D,False,False
"If a, b, and c are integers, which of the following conditions is sufficient to guarantee that the expression a < c || a < b && !(a == c) evaluates to true?",(A) a < c,(B) a < b,(C) a > b,(D) a == b,A,C,False,20.0,2,-1.351234793663025,-1.6010223627090454,-1.3510223627090454,-1.6011418104171753,0.2837133581439655,-0.2368342330058415,0.11185546219348907,0.3310155520836513,-1.6349481518069904,-1.364188129703204,-1.4628778249025345,-1.9321573625008266,C,D,False,False
"Two lists, list1 and list2, contain the names of books found in two different collections. A librarian wants to create newList, which will contain the names of all books found in either list, in alphabetical order, with duplicate entries removed. For example, if 1istl contains [""Macbeth"", ""Frankenstein"", ""Jane Eyre""] and 1ist2 contains [""Frankenstein"", ""Dracula, ""Macbeth"", ""Hamlet""], then newList will contain [""Dracula"", ""Frankenstein"", ""Hamlet"", ""Jane Eyre"", ""Macbeth""]. The following procedures are available to create newList. Procedure Explanation Sort (list) Sorts list in alphabetical order and returns the resulting list. Combine (listl, list2) Creates a new list consisting of the entries from list1 followed by the entries from list2. The resulting list is returned. RemoveDuplicates (list) Iterates through list. If any two or more entries have the same value, the duplicate entries are removed so that any entry appears at most once. The resulting list is returned. Which of the following code segments will correctly create newList?","(A) newList ← Combine (listl, list2)    newList ← Sort (newList)    newList ← RemoveDup1icates (newList)","(B) listl ← Sort (listl)    list2 ← Sort (list2)    newList ← Combine (listl, list2)    newList ← RemoveDuplicates (newList)","(C) listl ← RemoveDuplicates (listl)    list2 ← RemoveDuplicates (list2)    newList ← Combine (listl, 1ist2)    newList ← Sort (newList)","(D) listl ← RemoveDuplicates (listl)    listl ← Sort (listl)    list2 ← RemoveDuplicates (list2)    1ist2 ← Sort (list2)    newList ← Combine (listl, list2)",A,A,True,20.0,2,-1.2246187925338745,-1.4740674495697021,-1.4740674495697021,-1.7240674495697021,0.41032935927311587,-0.10987931986649824,-0.011189624667167664,0.20808991293112444,-1.6349481518069904,-1.364188129703204,-1.4628778249025345,-1.9321573625008266,A,A,True,True
