property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-5.061588764190674,-9.124568939208984,0.4834779309374948,-2.3897331786297613,-5.545066695128169,-6.734835760579223,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-7.052913188934326,-12.882755279541016,-1.494658624132474,-6.151751168639887,-5.558254564801852,-6.731004110901129,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-6.899740695953369,-6.715035915374756,-1.349230041674205,0.042402212108884285,-5.550510654279164,-6.75743812748364,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-6.404131889343262,-3.0922000408172607,-0.8888125249317715,3.5908703771375476,-5.51531936441149,-6.683070417954808,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-5.931190013885498,-3.449897289276123,-0.39680102921667526,3.293582779736746,-5.534388984668823,-6.743480069012869,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-4.663797378540039,-5.943856716156006,0.8944571862618131,0.7871473947451229,-5.558254564801852,-6.731004110901129,Yes,False,True,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-5.489546775817871,-2.4329726696014404,0.05551991931029754,4.301863090977783,-5.545066695128169,-6.734835760579223,No,False,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-6.897363185882568,-7.621399879455566,-1.3391086210807162,-0.8903957685544377,-5.558254564801852,-6.731004110901129,Yes,False,False,True
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-5.311122894287109,-5.816626071929932,0.23394380084105926,0.9182096886492914,-5.545066695128169,-6.734835760579223,Yes,False,False,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-5.714796543121338,-5.152042388916016,-0.16972984799316926,1.5827933716632074,-5.545066695128169,-6.734835760579223,No,True,False,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,20.0,1,-6.1197662353515625,-6.213676929473877,-0.6044468709400723,0.46939348848093143,-5.51531936441149,-6.683070417954808,Yes,False,False,True
can bark,an arrow,'',Can an arrow bark?,No,random,20.0,4,-4.032749652862549,-6.301452159881592,1.501639331806274,0.4420279091312773,-5.534388984668823,-6.743480069012869,Yes,False,True,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,20.0,0,-2.9294052124023438,-8.182879447937012,2.615661482725825,-1.4480436873577887,-5.545066695128169,-6.734835760579223,Yes,True,True,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,20.0,3,-2.435797929763794,-6.217464923858643,3.1224566350380583,0.5135391870424861,-5.558254564801852,-6.731004110901129,Yes,False,True,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,20.0,3,-5.341631889343262,-10.37382984161377,0.21662267545859049,-3.642825730712641,-5.558254564801852,-6.731004110901129,Yes,True,True,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,20.0,0,-2.7168805599212646,-7.310173988342285,2.828186135206904,-0.5753382277630621,-5.545066695128169,-6.734835760579223,Yes,False,True,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,20.0,1,-8.122815132141113,-9.499195098876953,-2.607495767729623,-2.8161246809221447,-5.51531936441149,-6.683070417954808,Yes,False,True,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,20.0,0,-4.585903167724609,-3.778531312942505,0.9591635274035593,2.956304447636718,-5.545066695128169,-6.734835760579223,No,True,False,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,20.0,3,-3.9148385524749756,-5.338983535766602,1.6434160123268766,1.3920205751345271,-5.558254564801852,-6.731004110901129,Yes,False,True,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,20.0,3,-4.709554195404053,-6.94883394241333,0.8487003693977995,-0.21782983151220137,-5.558254564801852,-6.731004110901129,Yes,False,True,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,20.0,2,-4.195504665374756,-6.2041401863098145,1.3550059889044084,0.5532979411738257,-5.550510654279164,-6.75743812748364,Yes,False,True,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,20.0,2,-4.057582378387451,-4.028696060180664,1.492928275891713,2.728742067302976,-5.550510654279164,-6.75743812748364,No,True,False,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,20.0,2,-6.117853164672852,-6.4027605056762695,-0.5673425103936873,0.3546776218073706,-5.550510654279164,-6.75743812748364,Yes,False,False,True
