property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-3.8134560585021973,-4.8181328773498535,0.44870324333508815,0.37350277673630483,-4.262159301837285,-5.191635654086158,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-3.3550236225128174,-4.552745819091797,0.900143708217712,0.6373094998654869,-4.255167330730529,-5.190055318957284,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-4.183050155639648,-3.526460886001587,0.07428330282370244,1.6757161398728693,-4.257333458463351,-5.202177025874456,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-3.6308884620666504,-3.0761404037475586,0.6327935214553557,2.091880839495432,-4.263681983522006,-5.168021243242991,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-4.107706069946289,-3.468198537826538,0.14239010810852015,1.7166216501167844,-4.250096178054809,-5.1848201879433224,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-4.364295482635498,-5.557174205780029,-0.10912815190496872,-0.3671188868227455,-4.255167330730529,-5.190055318957284,Yes,False,True,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-4.113464832305908,-4.670628547668457,0.14869446953137722,0.5210071064177013,-4.262159301837285,-5.191635654086158,Yes,True,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-4.848817825317383,-5.084592819213867,-0.5936504945868535,0.1054624997434166,-4.255167330730529,-5.190055318957284,Yes,False,False,True
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-4.430666446685791,-5.888955593109131,-0.1685071448485056,-0.6973199390229725,-4.262159301837285,-5.191635654086158,Yes,False,True,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-3.767516851425171,-4.412203788757324,0.4946424504121145,0.7794318653288341,-4.262159301837285,-5.191635654086158,Yes,False,False,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,20.0,1,-3.978300094604492,-5.199825763702393,0.2853818889175139,-0.031804520459401964,-4.263681983522006,-5.168021243242991,Yes,False,True,False
can bark,an arrow,'',Can an arrow bark?,No,random,20.0,4,-4.256402492523193,-4.906610012054443,-0.006306314468384144,0.2782101758888791,-4.250096178054809,-5.1848201879433224,Yes,False,False,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,20.0,0,-3.12345814704895,-6.525875091552734,1.1387011547883352,-1.334239437466576,-4.262159301837285,-5.191635654086158,Yes,True,True,True
