property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.5344867706298828,-0.9098299145698547,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.9171798825263977,-0.5425960421562195,No,False
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-2.389857530593872,-0.13430272042751312,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-2.2647552490234375,-0.13625489175319672,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-3.139857530593872,-0.0732949748635292,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-1.4990885257720947,-0.3704696595668793,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-1.6237543821334839,-0.2530466318130493,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-1.5461310148239136,-0.29645106196403503,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-1.4912248849868774,-0.368624210357666,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-1.4525632858276367,-0.3258524537086487,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-1.7493735551834106,-0.24766750633716583,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-2.4836761951446533,-0.11385758966207504,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.38205093145370483,-1.3824294805526733,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.9445970058441162,-0.6949294209480286,No,True
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.35630741715431213,-1.3588305711746216,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-0.8780986666679382,-0.6283847093582153,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-1.8586310148239136,-0.23104818165302277,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-1.389988660812378,-0.3882865309715271,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-1.2961760759353638,-0.4195484519004822,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-1.7649039030075073,-0.26133424043655396,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-1.475869059562683,-0.3492388129234314,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-1.452447533607483,-0.3296913802623749,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-1.9756147861480713,-0.223979189991951,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-2.171295642852783,-0.16861611604690552,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-1.6477961540222168,-0.2710960805416107,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.8624861836433411,-0.6128556728363037,No,False
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-1.100911021232605,-0.4761912226676941,No,False
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-1.561833143234253,-0.3101430833339691,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-1.061467170715332,-0.5658511519432068,No,False
can be baked,a bean,'',Can a bean be baked?,Yes,random,-1.1711760759353638,-0.4254283308982849,No,False
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.7413893342018127,-0.7417327165603638,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-1.5460830926895142,-0.2945244014263153,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-1.202447533607483,-0.4527389705181122,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-1.19455087184906,-0.4429524838924408,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.45219916105270386,-1.0776876211166382,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-2.389904022216797,-0.13435706496238708,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-1.1083260774612427,-0.4818613827228546,No,False
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.8464815616607666,-0.5970272421836853,No,False
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-2.296131134033203,-0.17535564303398132,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-1.44455087184906,-0.3198784291744232,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,-1.25705087184906,-0.3803982734680176,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-1.0848467350006104,-0.4642196595668793,No,False
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.9524039030075073,-0.5777140259742737,No,False
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-1.6788378953933716,-0.3042032718658447,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-0.6710830330848694,-0.7965008616447449,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-1.8429200649261475,-0.22121988236904144,No,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-1.4523574113845825,-0.33159205317497253,No,False
can be covered,butter,'',Can butter be covered?,No,random,-1.4523574113845825,-0.32573530077934265,No,True
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-1.4837183952331543,-0.3570484519004822,No,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-0.7961074709892273,-0.6714766621589661,No,False
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-1.7024039030075073,-0.3257865309715271,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-1.9602106809616089,-0.21250076591968536,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.862434983253479,-0.6128281354904175,No,False
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-1.655517578125,-0.2789054811000824,No,True
can be curly,hair,'',Can hair be curly?,Yes,random,-0.7176506519317627,-0.7181795239448547,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.8585830330848694,-0.6089236736297607,No,False
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-1.7336310148239136,-0.23690517246723175,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-0.8974128365516663,-0.6479378938674927,No,True
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-1.7728350162506104,-0.27307194471359253,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-0.741283118724823,-0.7417032718658447,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-0.7725878953933716,-0.6479681730270386,No,False
can be deflated,flour,'',Can flour be deflated?,No,random,-2.389857530593872,-0.13242943584918976,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-0.987434983253479,-0.6128813624382019,No,False
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-0.5966821908950806,-0.8471814393997192,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-0.5617901086807251,-0.9370954632759094,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-1.749290108680725,-0.25154778361320496,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-1.2727961540222168,-0.40195319056510925,No,False
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-0.8664377331733704,-0.6167860627174377,No,False
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-0.9401558041572571,-0.5657772421836853,No,False
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-2.1712582111358643,-0.1764461249113083,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-1.88205087184906,-0.25933071970939636,No,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-1.7337582111358643,-0.23204846680164337,No,True
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-1.3429200649261475,-0.3394279181957245,No,False
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-0.9365297555923462,-0.6870416402816772,No,False
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-1.4991437196731567,-0.37255990505218506,No,True
can be fair,a piano,'',Can a piano be fair?,No,random,-1.8899039030075073,-0.26515936851501465,No,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-1.1712955236434937,-0.42544978857040405,No,True
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-0.6164830923080444,-0.866854727268219,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-1.4679200649261475,-0.33945319056510925,No,True
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-1.5462183952331543,-0.2926185727119446,No,True
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-0.8548147678375244,-0.6051397919654846,No,False
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-1.639807939529419,-0.2652389705181122,No,True
can be fished,a herring,'',Can a herring be fished?,Yes,random,-0.8664377331733704,-0.6167860627174377,No,False
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-1.014947533607483,-0.5113794207572937,No,False
can be flavored,a camel,'',Can a camel be flavored?,No,random,-1.874244213104248,-0.24666698276996613,No,True
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-1.1085319519042969,-0.4858759343624115,No,True
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-1.850869059562683,-0.2232387810945511,No,True
can be folded,a finger,'',Can a finger be folded?,No,random,-1.0774039030075073,-0.4546913802623749,No,True
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-1.2490297555923462,-0.3705429136753082,No,False
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,-1.6553665399551392,-0.2788393497467041,No,True
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,-0.7180619239807129,-0.7183815836906433,Yes,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,-0.4463452696800232,-1.0698504447937012,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,-1.5460319519042969,-0.29633060097694397,No,True
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,-1.1788893938064575,-0.42928609251976013,No,False
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,-2.1554200649261475,-0.15777167677879333,No,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,-1.7256721258163452,-0.22889727354049683,No,False
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,-2.718017578125,-0.09426771104335785,No,True
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,-1.444449543952942,-0.32177281379699707,No,True
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-0.8544238209724426,-0.6049593687057495,No,False
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-1.7335830926895142,-0.23483969271183014,No,True
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-1.8271394968032837,-0.20547346770763397,No,False
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-1.936833143234253,-0.18709547817707062,No,True
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-1.0851140022277832,-0.4623577892780304,No,True
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-0.6079854965209961,-0.8586760759353638,Yes,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,-1.0928096771240234,-0.47011345624923706,No,True
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,-1.1710830926895142,-0.42134740948677063,No,False
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,-1.9365885257720947,-0.18691140413284302,No,True
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,-0.7920464873313904,-0.6674593687057495,No,False
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,-2.264857530593872,-0.13524889945983887,No,True
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,-0.4191557765007019,-1.1714767217636108,Yes,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,-1.4289830923080444,-0.3042602241039276,No,True
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,-0.7216821908950806,-0.7221814393997192,Yes,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-1.334944248199463,-0.33336395025253296,No,False
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-2.7179200649261475,-0.09518267214298248,No,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-1.631949543952942,-0.26122498512268066,No,True
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-2.592970371246338,-0.10058259963989258,No,True
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-0.6005216240882874,-0.8510223627090454,Yes,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-1.468017578125,-0.345333993434906,No,True
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-1.1946403980255127,-0.4429771304130554,No,True
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-1.624244213104248,-0.24761709570884705,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-0.5265424847602844,-1.0308057069778442,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-0.9601140022277832,-0.5854681730270386,No,False
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-0.49524080753326416,-0.9956371784210205,Yes,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-1.342970371246338,-0.3413803279399872,No,True
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-2.827404022216797,-0.08304236829280853,No,True
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,-0.9949986934661865,-0.4935177266597748,No,True
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,-1.186744213104248,-0.440946102142334,No,True
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,-0.9171023368835449,-0.5424902439117432,No,False
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,-1.0070017576217651,-0.5033847093582153,No,False
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,-1.2568939924240112,-0.3822552263736725,No,False
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,-2.155517578125,-0.15771424770355225,No,True
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,-1.4289830923080444,-0.30621251463890076,No,False
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,-0.2998804450035095,-1.42926025390625,Yes,True
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,-2.717970371246338,-0.08797653764486313,No,True
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,-0.6084491610527039,-0.8589766621589661,Yes,True
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,-1.63205087184906,-0.2553982734680176,No,True
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,-0.7722763419151306,-0.6478349566459656,No,False
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,-2.3896992206573486,-0.13225522637367249,No,True
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,-1.0849127769470215,-0.46222755312919617,No,False
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,-0.49919554591178894,-0.9995416402816772,Yes,True
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,-2.0460829734802246,-0.1733759492635727,No,True
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,-2.718017578125,-0.08944078534841537,No,True
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,-1.4523574113845825,-0.32570719718933105,No,False
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,-2.264857530593872,-0.14603041112422943,No,True
can be found underground,milk,'',Can milk be found underground?,No,random,-2.9524474143981934,-0.07375489175319672,No,True
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,-1.530561923980713,-0.2789054811000824,No,True
can be fried,a wren,'',Can a wren be fried?,No,random,-2.1869471073150635,-0.18718485534191132,No,True
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,-0.8312361836433411,-0.7065638303756714,No,False
