property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.43917959928512573,-6.4806904792785645,-11.956162452697754,-12.107324600219727,11.516982853412628,5.626634120941162,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.49983739852905273,-5.640705108642578,-11.956162452697754,-12.107324600219727,11.456325054168701,6.466619491577148,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-4.023877143859863,-1.2612159252166748,-11.956162452697754,-12.107324600219727,7.932285308837891,10.846108675003052,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-4.209863185882568,-1.0885162353515625,-11.956162452697754,-12.107324600219727,7.7462992668151855,11.018808364868164,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-9.056929588317871,-0.33482852578163147,-11.956162452697754,-12.107324600219727,2.899232864379883,11.772496074438095,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-1.6741889715194702,-2.830845832824707,-11.956162452697754,-12.107324600219727,10.281973481178284,9.27647876739502,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-5.318248748779297,-2.2476043701171875,-11.956162452697754,-12.107324600219727,6.637913703918457,9.859720230102539,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-1.4516446590423584,-2.1975629329681396,-11.956162452697754,-12.107324600219727,10.504517793655396,9.909761667251587,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-2.945399522781372,-3.011215925216675,-11.956162452697754,-12.107324600219727,9.010762929916382,9.096108675003052,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-2.0426011085510254,-4.498071193695068,-11.956162452697754,-12.107324600219727,9.913561344146729,7.609253406524658,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-1.936896800994873,-2.2440714836120605,-11.956162452697754,-12.107324600219727,10.01926565170288,9.863253116607666,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-2.6491031646728516,-1.7456591129302979,-11.956162452697754,-12.107324600219727,9.307059288024902,10.361665487289429,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-1.162848949432373,-6.710399627685547,-11.956162452697754,-12.107324600219727,10.79331350326538,5.39692497253418,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-1.9451552629470825,-6.151176929473877,-11.956162452697754,-12.107324600219727,10.011007189750671,5.95614767074585,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-1.565199613571167,-6.9947662353515625,-11.956162452697754,-12.107324600219727,10.390962839126587,5.112558364868164,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-1.8300548791885376,-6.433421611785889,-11.956162452697754,-12.107324600219727,10.126107573509216,5.673902988433838,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-3.681929588317871,-2.5902605056762695,-11.956162452697754,-12.107324600219727,8.274232864379883,9.517064094543457,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.118690252304077,-3.087240695953369,-11.956162452697754,-12.107324600219727,8.837472200393677,9.020083904266357,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-1.699352502822876,-4.183421611785889,-11.956162452697754,-12.107324600219727,10.256809949874878,7.923902988433838,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-1.7231541872024536,-4.491905212402344,-11.956162452697754,-12.107324600219727,10.2330082654953,7.615419387817383,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-1.9255125522613525,-4.151771545410156,-11.956162452697754,-12.107324600219727,10.030649900436401,7.95555305480957,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-1.9413284063339233,-2.8562464714050293,-11.956162452697754,-12.107324600219727,10.01483404636383,9.251078128814697,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-2.513742446899414,-2.421968936920166,-11.956162452697754,-12.107324600219727,9.44242000579834,9.68535566329956,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-2.538125514984131,-2.6981301307678223,-11.956162452697754,-12.107324600219727,9.418036937713623,9.409194469451904,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-2.190018892288208,-3.4747695922851562,-11.956162452697754,-12.107324600219727,9.766143560409546,8.63255500793457,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.9939749240875244,-5.049990653991699,-11.956162452697754,-12.107324600219727,10.96218752861023,7.057333946228027,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-1.957757592201233,-3.569775342941284,-11.956162452697754,-12.107324600219727,9.998404860496521,8.537549257278442,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-2.1481552124023438,-2.995379686355591,-11.956162452697754,-12.107324600219727,9.80800724029541,9.111944913864136,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-1.3716785907745361,-5.895540237426758,-11.956162452697754,-12.107324600219727,10.584483861923218,6.211784362792969,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-1.462633728981018,-3.0593223571777344,-11.956162452697754,-12.107324600219727,10.493528723716736,9.048002243041992,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-1.1310195922851562,-6.243284702301025,-11.956162452697754,-12.107324600219727,10.825142860412598,5.864039897918701,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-2.557426929473877,-1.5348219871520996,-11.956162452697754,-12.107324600219727,9.398735523223877,10.572502613067627,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-2.869429588317871,-2.9322662353515625,-11.956162452697754,-12.107324600219727,9.086732864379883,9.175058364868164,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-1.9849299192428589,-2.5866031646728516,-11.956162452697754,-12.107324600219727,9.971232533454895,9.520721435546875,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-1.061896800994873,-4.213983535766602,-11.956162452697754,-12.107324600219727,10.89426565170288,7.893341064453125,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-3.146185874938965,-2.0870347023010254,-11.956162452697754,-12.107324600219727,8.809976577758789,10.020289897918701,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-1.0591785907745361,-4.5251336097717285,-11.956162452697754,-12.107324600219727,10.896983861923218,7.582190990447998,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-1.1008936166763306,-3.884603261947632,-11.956162452697754,-12.107324600219727,10.855268836021423,8.222721338272095,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-2.9777634143829346,-2.7319376468658447,-11.956162452697754,-12.107324600219727,8.97839903831482,9.375386953353882,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-1.540190577507019,-3.367393970489502,-11.956162452697754,-12.107324600219727,10.415971875190735,8.739930629730225,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-1.9280427694320679,-4.275503158569336,-11.956162452697754,-12.107324600219727,10.028119683265686,7.831821441650391,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-1.1216785907745361,-3.6338043212890625,-11.956162452697754,-12.107324600219727,10.834483861923218,8.473520278930664,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.9481302499771118,-7.527296543121338,-11.956162452697754,-12.107324600219727,11.008032202720642,4.580028057098389,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-3.6364824771881104,-3.793330669403076,-11.956162452697754,-12.107324600219727,8.319679975509644,8.31399393081665,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-1.1596875190734863,-6.591031551361084,-11.956162452697754,-12.107324600219727,10.796474933624268,5.516293048858643,Yes,True
