property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-2.3531477451324463,-3.7600629329681396,-8.624954223632812,-7.093733787536621,6.271806478500366,3.3336708545684814,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-1.908003330230713,-4.665647506713867,-8.624954223632812,-7.093733787536621,6.7169508934021,2.428086280822754,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-3.3911800384521484,-2.2228002548217773,-8.624954223632812,-7.093733787536621,5.233774185180664,4.870933532714844,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-3.5012402534484863,-2.8636035919189453,-8.624954223632812,-7.093733787536621,5.123713970184326,4.230130195617676,Yes,False
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-3.9387402534484863,-1.836838960647583,-8.624954223632812,-7.093733787536621,4.686213970184326,5.256894826889038,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-2.8478760719299316,-3.7988290786743164,-8.624954223632812,-7.093733787536621,5.777078151702881,3.2949047088623047,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-4.434054374694824,-2.8443195819854736,-8.624954223632812,-7.093733787536621,4.190899848937988,4.2494142055511475,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-2.6193578243255615,-3.3564584255218506,-8.624954223632812,-7.093733787536621,6.005596399307251,3.7372753620147705,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-2.7288129329681396,-4.202210903167725,-8.624954223632812,-7.093733787536621,5.896141290664673,2.8915228843688965,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-2.6646158695220947,-4.338983535766602,-8.624954223632812,-7.093733787536621,5.960338354110718,2.7547502517700195,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-2.869107723236084,-3.4373373985290527,-8.624954223632812,-7.093733787536621,5.7558465003967285,3.6563963890075684,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-3.2353901863098145,-2.816904306411743,-8.624954223632812,-7.093733787536621,5.389564037322998,4.276829481124878,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-2.489935874938965,-5.019853591918945,-8.624954223632812,-7.093733787536621,6.135018348693848,2.073880195617676,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-2.6484034061431885,-5.150503158569336,-8.624954223632812,-7.093733787536621,5.976550817489624,1.9432306289672852,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-1.9630032777786255,-4.836377143859863,-8.624954223632812,-7.093733787536621,6.661950945854187,2.257356643676758,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-2.6338043212890625,-4.7447662353515625,-8.624954223632812,-7.093733787536621,5.99114990234375,2.3489675521850586,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-3.568216323852539,-3.804893970489502,-8.624954223632812,-7.093733787536621,5.056737899780273,3.288839817047119,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.357403516769409,-3.5324902534484863,-8.624954223632812,-7.093733787536621,5.267550706863403,3.5612435340881348,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-3.288393497467041,-4.396792888641357,-8.624954223632812,-7.093733787536621,5.3365607261657715,2.6969408988952637,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-2.7312793731689453,-4.107940196990967,-8.624954223632812,-7.093733787536621,5.893674850463867,2.9857935905456543,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-2.426452159881592,-3.895540237426758,-8.624954223632812,-7.093733787536621,6.198502063751221,3.1981935501098633,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-2.757143497467041,-3.507899522781372,-8.624954223632812,-7.093733787536621,5.8678107261657715,3.585834264755249,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-3.2541794776916504,-3.775691270828247,-8.624954223632812,-7.093733787536621,5.370774745941162,3.318042516708374,Yes,False
