task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-1.0758020877838135,-4.2732744216918945,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-3.702711582183838,-0.524437665939331,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.9043722152709961,-2.7269959449768066,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-3.6840546131134033,-0.5244585871696472,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-1.0377192497253418,-4.1119160652160645,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-4.279876708984375,-0.6705018281936646,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-1.0632283687591553,-2.1204726696014404,Yes,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-3.5382938385009766,-0.5620352625846863,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-1.2296231985092163,-1.5285893678665161,Yes,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-2.5428926944732666,-0.6576310396194458,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.8574923872947693,-2.9329726696014404,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-3.850273609161377,-0.6063087582588196,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.9367414116859436,-2.0288543701171875,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-4.37827730178833,-0.5682487487792969,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-1.1375586986541748,-1.9171231985092163,Yes,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-4.2600626945495605,-0.5285026431083679,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.8574923872947693,-2.9329726696014404,Yes,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-3.9017226696014404,-0.5614251494407654,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-1.0105444192886353,-3.5406625270843506,Yes,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-3.8670244216918945,-0.650638222694397,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-1.1955045461654663,-4.505748748779297,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-3.857492446899414,-0.6630272269248962,No,True
