property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.03299286216497421,-3.562429666519165,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.002659489866346121,-7.656137466430664,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-5.437012195587158,-0.0052439020946621895,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-5.968305587768555,-0.009693988598883152,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-8.311911582946777,-0.0030855052173137665,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-3.874333143234253,-0.03273513540625572,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-0.7714632153511047,-0.6476877331733704,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-0.3356345295906067,-1.2732943296432495,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-3.7650973796844482,-0.029928112402558327,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-8.124738693237305,-0.0030120625160634518,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-2.3591177463531494,-0.1034468412399292,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-7.249664783477783,-0.0062768482603132725,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.003233447205275297,-7.687445163726807,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.053931523114442825,-3.1240885257720947,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.0043770014308393,-6.437331199645996,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-0.33370065689086914,-1.272504448890686,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-9.312368392944336,-0.0007793907425366342,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.3122966289520264,-0.03999185562133789,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-0.5810419321060181,-0.831689178943634,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-1.7576074600219727,-0.1932969093322754,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-0.04263043776154518,-3.4843380451202393,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-1.0537830591201782,-0.4313274025917053,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-6.811467170715332,-0.003110677469521761,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-4.405832767486572,-0.014872793108224869,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-1.225911021232605,-0.35137584805488586,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.003041991265490651,-5.906208515167236,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-0.007191905286163092,-5.406208515167236,Yes,True
