Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,social-relations,1,negation,1,Chao knows Yan.,Are Chao and Yan friends?,Yes,20.0,0,-0.3510052263736725,-1.601234793663025,0.3433685749769211,-0.6622968308341045,-0.6943738013505936,-0.9389379628289204,Yes,True,True,True
2,1,social-relations,1,negation,1,Chao knows Yan.,Are Chao and Yan strangers?,No,20.0,0,-1.3590447902679443,-0.35730063915252686,-0.6646709889173508,0.5816373236763935,-0.6943738013505936,-0.9389379628289204,No,True,False,True
3,1,social-relations,1,negation,2,Chao doesn't know Yan.,Are Chao and Yan friends?,No,20.0,0,-1.061946988105774,-0.5622965097427368,-0.36757318675518036,0.3766414530861836,-0.6943738013505936,-0.9389379628289204,No,True,False,True
4,1,social-relations,1,negation,2,Chao doesn't know Yan.,Are Chao and Yan strangers?,Yes,20.0,0,-0.8707596659660339,-0.6209359169006348,-0.17638586461544037,0.3180020459282856,-0.6943738013505936,-0.9389379628289204,No,False,False,False
5,2,social-relations,2,antonym,1,Chao is warm toward Yan.,Are Chao and Yan friends?,Yes,20.0,0,-0.5894012451171875,-1.0857292413711548,0.10497255623340607,-0.1467912785422344,-0.6943738013505936,-0.9389379628289204,Yes,True,True,True
6,2,social-relations,2,antonym,1,Chao is warm toward Yan.,Are Chao and Yan strangers?,No,20.0,0,-1.1638637781143188,-0.41592156887054443,-0.4694899767637253,0.523016393958376,-0.6943738013505936,-0.9389379628289204,No,True,False,True
8,2,social-relations,2,antonym,2,Chao is indifferent toward Yan.,Are Chao and Yan strangers?,Yes,20.0,0,-1.335669994354248,-0.3358391523361206,-0.6412961930036545,0.6030988104927998,-0.6943738013505936,-0.9389379628289204,No,False,False,False
9,3,social-relations,3,other,1,Chao likes Yan.,Are Chao and Yan friends?,Yes,20.0,0,-0.37075966596603394,-1.3747386932373047,0.32361413538455963,-0.4358007304083843,-0.6943738013505936,-0.9389379628289204,Yes,True,True,True
10,3,social-relations,3,other,1,Chao likes Yan.,Are Chao and Yan strangers?,No,20.0,0,-1.1716747283935547,-0.421718955039978,-0.4773009270429611,0.5172190077889424,-0.6943738013505936,-0.9389379628289204,No,True,False,True
13,4,social-relations,4,antonym,1,Chao enjoys spending time with Yan.,Are Chao and Yan friends?,Yes,20.0,0,-0.1792602241039276,-2.1716747283935547,0.515113577246666,-1.2327367655646344,-0.6943738013505936,-0.9389379628289204,Yes,True,True,True
14,4,social-relations,4,antonym,1,Chao enjoys spending time with Yan.,Are Chao and Yan strangers?,No,20.0,0,-1.3357752561569214,-0.33776402473449707,-0.6414014548063278,0.6011739380944233,-0.6943738013505936,-0.9389379628289204,No,True,False,True
16,4,social-relations,4,antonym,2,Chao is indifferent about spending time with Yan.,Are Chao and Yan strangers?,Yes,20.0,0,-1.5232292413711548,-0.2714078426361084,-0.8288554400205612,0.667530120192812,-0.6943738013505936,-0.9389379628289204,No,False,False,False
17,5,social-relations,5,antonym,1,Chao likes Yan.,Is Chao Yan's friend?,Yes,20.0,0,-0.38247448205947876,-1.3826074600219727,0.3118993192911148,-0.44366949719305226,-0.6943738013505936,-0.9389379628289204,Yes,True,True,True
18,5,social-relations,5,antonym,1,Chao likes Yan.,Is Chao Yan's enemy?,No,20.0,0,-0.9099021553993225,-0.6599582433700562,-0.21552835404872894,0.27897971945886424,-0.6943738013505936,-0.9389379628289204,No,True,False,True
19,5,social-relations,5,antonym,2,Chao hates Yan.,Is Chao Yan's friend?,No,20.0,0,-0.929354727268219,-0.6795302629470825,-0.23498092591762543,0.25940769988183787,-0.6943738013505936,-0.9389379628289204,No,True,False,True
20,5,social-relations,5,antonym,2,Chao hates Yan.,Is Chao Yan's enemy?,Yes,20.0,0,-0.37075966596603394,-1.366985559463501,0.32361413538455963,-0.4280475966345806,-0.6943738013505936,-0.9389379628289204,Yes,True,True,True
