Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,social-properties,1.0,antonym,1.0,Chao treats people kindly.,Is Chao friendly?,Yes,0,-0.540615439414978,-4.308159351348877,-0.29145276315253343,-4.557322027611321,-0.2491626762624446,Yes,True
2.0,1.0,social-properties,1.0,antonym,1.0,Chao treats people kindly.,Is Chao hostile?,No,0,-6.841350555419922,-4.4027605056762695,-6.5921878791574775,-4.651923181938714,-0.2491626762624446,No,True
3.0,1.0,social-properties,1.0,antonym,2.0,Chao treats people coldly.,Is Chao friendly?,No,0,-3.293330669403076,-1.0794785022735596,-3.044167993140632,-1.3286411785360042,-0.2491626762624446,No,True
4.0,1.0,social-properties,1.0,antonym,2.0,Chao treats people coldly.,Is Chao hostile?,Yes,0,-1.5348219871520996,-2.136215925216675,-1.285659310889655,-2.385378601479119,-0.2491626762624446,Yes,True
5.0,2.0,social-properties,2.0,antonym,1.0,Chao greeted Yan.,Is Chao friendly?,Yes,0,-2.60841965675354,-5.436088562011719,-2.3592569804910957,-5.685251238274163,-0.2491626762624446,Yes,True
6.0,2.0,social-properties,2.0,antonym,1.0,Chao greeted Yan.,Is Chao hostile?,No,0,-3.8586761951446533,-4.998967170715332,-3.609513518882209,-5.248129846977776,-0.2491626762624446,Yes,False
7.0,2.0,social-properties,2.0,antonym,2.0,Chao insulted Yan.,Is Chao friendly?,No,0,-7.873297691345215,-4.560173988342285,-7.6241350150827705,-4.8093366646047295,-0.2491626762624446,No,True
8.0,2.0,social-properties,2.0,antonym,2.0,Chao insulted Yan.,Is Chao hostile?,Yes,0,-1.6076992750167847,-2.857699155807495,-1.35853659875434,-3.1068618320699395,-0.2491626762624446,Yes,True
9.0,3.0,social-properties,3.0,antonym,1.0,Chao enjoys meeting new people.,Is Chao friendly?,Yes,0,-0.7708228230476379,-5.119429588317871,-0.5216601467851933,-5.3685922645803155,-0.2491626762624446,Yes,True
10.0,3.0,social-properties,3.0,antonym,1.0,Chao enjoys meeting new people.,Is Chao hostile?,No,0,-2.8257625102996826,-1.8713998794555664,-2.5765998340372382,-2.1205625557180108,-0.2491626762624446,No,True
11.0,3.0,social-properties,3.0,antonym,2.0,Chao avoids meeting new people.,Is Chao friendly?,No,0,-3.1670336723327637,-2.069098949432373,-2.9178709960703193,-2.3182616256948174,-0.2491626762624446,No,True
12.0,3.0,social-properties,3.0,antonym,2.0,Chao avoids meeting new people.,Is Chao hostile?,Yes,0,-2.7621893882751465,-2.620659112930298,-2.513026712012702,-2.8698217891927422,-0.2491626762624446,Yes,True
13.0,4.0,social-properties,4.0,other,1.0,Chao gave Yan a gift.,Is Chao friendly?,Yes,0,-1.2876838445663452,-3.4668805599212646,-1.0385211683039006,-3.716043236183709,-0.2491626762624446,Yes,True
14.0,4.0,social-properties,4.0,other,1.0,Chao gave Yan a gift.,Is Chao hostile?,No,0,-3.608292579650879,-2.6550426483154297,-3.3591299033884345,-2.904205324577874,-0.2491626762624446,No,True
15.0,4.0,social-properties,4.0,other,2.0,Chao gave Yan a glare.,Is Chao friendly?,No,0,-3.4364006519317627,-2.7487542629241943,-3.1872379756693183,-2.9979169391866387,-0.2491626762624446,No,True
16.0,4.0,social-properties,4.0,other,2.0,Chao gave Yan a glare.,Is Chao hostile?,Yes,0,-1.6325141191482544,-4.187069416046143,-1.3833514428858098,-4.436232092308587,-0.2491626762624446,Yes,True
17.0,5.0,social-properties,5.0,antonym,1.0,Chao is reliable.,Is Chao trustworthy?,Yes,0,-2.6062464714050293,-4.653696060180664,-2.357083795142585,-4.902858736443108,-0.2491626762624446,Yes,True
18.0,5.0,social-properties,5.0,antonym,1.0,Chao is reliable.,Is Chao untrustworthy?,No,0,-3.6996893882751465,-2.8091177940368652,-3.450526712012702,-3.0582804702993096,-0.2491626762624446,No,True
19.0,5.0,social-properties,5.0,antonym,2.0,Chao is unreliable.,Is Chao trustworthy?,No,0,-3.634967088699341,-3.1994683742523193,-3.3858044124368964,-3.4486310505147637,-0.2491626762624446,Yes,False
20.0,5.0,social-properties,5.0,antonym,2.0,Chao is unreliable.,Is Chao untrustworthy?,Yes,0,-3.730830669403076,-2.5914957523345947,-3.481667993140632,-2.840658428597039,-0.2491626762624446,No,False
21.0,6.0,social-properties,6.0,negation,1.0,Chao can be depended upon.,Is Chao trustworthy?,Yes,0,-1.1809905767440796,-4.898877143859863,-0.931827900481635,-5.148039820122308,-0.2491626762624446,Yes,True
22.0,6.0,social-properties,6.0,negation,1.0,Chao can be depended upon.,Is Chao untrustworthy?,No,0,-3.402296781539917,-2.1215105056762695,-3.1531341052774726,-2.370673181938714,-0.2491626762624446,No,True
23.0,6.0,social-properties,6.0,negation,2.0,Chao cannot be depended upon.,Is Chao trustworthy?,No,0,-3.6514835357666016,-2.245379686355591,-3.402320859504157,-2.494542362618035,-0.2491626762624446,No,True
24.0,6.0,social-properties,6.0,negation,2.0,Chao cannot be depended upon.,Is Chao untrustworthy?,Yes,0,-2.856435775756836,-1.8492904901504517,-2.6072730994943916,-2.098453166412896,-0.2491626762624446,No,False
25.0,7.0,social-properties,7.0,antonym,1.0,"Yan told Chao a secret. Today, no one else knows the secret.",Is Chao trustworthy?,Yes,0,-4.371822357177734,-5.278169631958008,-4.12265968091529,-5.527332308220452,-0.2491626762624446,Yes,True
26.0,7.0,social-properties,7.0,antonym,1.0,"Yan told Chao a secret. Today, no one else knows the secret.",Is Chao untrustworthy?,No,0,-3.3389835357666016,-2.9645423889160156,-3.089820859504157,-3.21370506517846,-0.2491626762624446,Yes,False
27.0,7.0,social-properties,7.0,antonym,2.0,"Yan told Chao a secret. Today, everyone knows the secret.",Is Chao trustworthy?,No,0,-2.9191136360168457,-2.9658563137054443,-2.6699509597544013,-3.2150189899678887,-0.2491626762624446,Yes,False
28.0,7.0,social-properties,7.0,antonym,2.0,"Yan told Chao a secret. Today, everyone knows the secret.",Is Chao untrustworthy?,Yes,0,-3.5739824771881104,-1.3249964714050293,-3.324819800925666,-1.574159147667474,-0.2491626762624446,No,False
29.0,8.0,social-properties,8.0,antonym,1.0,Chao is good at completing important tasks.,Is Chao trustworthy?,Yes,0,-1.231045126914978,-4.150850296020508,-0.9818824506525334,-4.400012972282952,-0.2491626762624446,Yes,True
30.0,8.0,social-properties,8.0,antonym,1.0,Chao is good at completing important tasks.,Is Chao untrustworthy?,No,0,-3.668935775756836,-1.1921098232269287,-3.4197730994943916,-1.4412724994893733,-0.2491626762624446,No,True
31.0,8.0,social-properties,8.0,antonym,2.0,Chao is bad at completing important tasks.,Is Chao trustworthy?,No,0,-5.055784702301025,-2.490832567214966,-4.806622026038581,-2.73999524347741,-0.2491626762624446,No,True
32.0,8.0,social-properties,8.0,antonym,2.0,Chao is bad at completing important tasks.,Is Chao untrustworthy?,Yes,0,-2.7777605056762695,-1.855483055114746,-2.528597829413825,-2.1046457313771905,-0.2491626762624446,No,False
33.0,9.0,social-properties,9.0,antonym,1.0,Chao usually keeps promises.,Is Chao trustworthy?,Yes,1,-0.7165648937225342,-3.2463998794555664,-0.5415340225244389,-3.421430750653662,-0.17503087119809524,Yes,True
34.0,9.0,social-properties,9.0,antonym,1.0,Chao usually keeps promises.,Is Chao untrustworthy?,No,1,-2.5752761363983154,-1.5729721784591675,-2.40024526520022,-1.7480030496572627,-0.17503087119809524,No,True
35.0,9.0,social-properties,9.0,antonym,2.0,Chao usually breaks promises.,Is Chao trustworthy?,No,1,-2.7463998794555664,-1.3927353620529175,-2.571369008257471,-1.5677662332510127,-0.17503087119809524,No,True
36.0,9.0,social-properties,9.0,antonym,2.0,Chao usually breaks promises.,Is Chao untrustworthy?,Yes,1,-2.0438425540924072,-2.0438425540924072,-1.868811682894312,-2.2188734252905027,-0.17503087119809524,Yes,True
37.0,10.0,social-properties,10.0,antonym,1.0,Chao is respectful towards differences in background and belief.,Is Chao tolerant?,Yes,1,-1.433292269706726,-3.700448513031006,-1.2582613985086308,-3.8754793842291013,-0.17503087119809524,Yes,True
38.0,10.0,social-properties,10.0,antonym,1.0,Chao is respectful towards differences in background and belief.,Is Chao bigoted?,No,1,-4.403995513916016,-1.0219467878341675,-4.22896464271792,-1.1969776590322627,-0.17503087119809524,No,True
39.0,10.0,social-properties,10.0,antonym,2.0,Chao is disrespectful towards differences in background and belief.,Is Chao tolerant?,No,1,-2.745379686355591,-1.855101227760315,-2.5703488151574954,-2.0301320989584104,-0.17503087119809524,No,True
40.0,10.0,social-properties,10.0,antonym,2.0,Chao is disrespectful towards differences in background and belief.,Is Chao bigoted?,Yes,1,-2.6218223571777344,-2.748674154281616,-2.446791485979639,-2.9237050254797117,-0.17503087119809524,Yes,True
41.0,11.0,social-properties,11.0,negation,1.0,Chao is not prejudiced against differences in background and belief.,Is Chao tolerant?,Yes,1,-1.0667957067489624,-3.575448513031006,-0.8917648355508672,-3.7504793842291013,-0.17503087119809524,Yes,True
42.0,11.0,social-properties,11.0,negation,1.0,Chao is not prejudiced against differences in background and belief.,Is Chao bigoted?,No,1,-3.5303096771240234,-1.1318939924240112,-3.355278805925928,-1.3069248636221065,-0.17503087119809524,No,True
43.0,11.0,social-properties,11.0,negation,2.0,Chao is prejudiced against differences in background and belief.,Is Chao tolerant?,No,1,-3.291722059249878,-1.018558144569397,-3.1166911880517825,-1.1935890157674922,-0.17503087119809524,No,True
44.0,11.0,social-properties,11.0,negation,2.0,Chao is prejudiced against differences in background and belief.,Is Chao bigoted?,Yes,1,-2.292983055114746,-2.153695821762085,-2.1179521839166506,-2.3287266929601804,-0.17503087119809524,Yes,True
45.0,12.0,social-properties,12.0,antonym,1.0,Chao thinks having neighbors of a different race is pleasant.,Is Chao tolerant?,Yes,1,-1.099950909614563,-4.185688018798828,-0.9249200384164677,-4.360718889996924,-0.17503087119809524,Yes,True
46.0,12.0,social-properties,12.0,antonym,1.0,Chao thinks having neighbors of a different race is pleasant.,Is Chao bigoted?,No,1,-4.498188018798828,-1.6400270462036133,-4.323157147600733,-1.8150579174017085,-0.17503087119809524,No,True
47.0,12.0,social-properties,12.0,antonym,2.0,Chao thinks having neighbors of a different race is unpleasant.,Is Chao tolerant?,No,1,-3.137948513031006,-1.0520728826522827,-2.9629176418329104,-1.227103753850378,-0.17503087119809524,No,True
48.0,12.0,social-properties,12.0,antonym,2.0,Chao thinks having neighbors of a different race is unpleasant.,Is Chao bigoted?,Yes,1,-2.9822237491607666,-2.639575958251953,-2.807192877962671,-2.8146068294500486,-0.17503087119809524,Yes,True
49.0,13.0,social-properties,13.0,antonym,1.0,Chao thinks having neighbors of a different religion is pleasant.,Is Chao tolerant?,Yes,1,-0.9987149238586426,-4.748497486114502,-0.8236840526605473,-4.923528357312597,-0.17503087119809524,Yes,True
50.0,13.0,social-properties,13.0,antonym,1.0,Chao thinks having neighbors of a different religion is pleasant.,Is Chao bigoted?,No,1,-4.528995513916016,-1.44455087184906,-4.35396464271792,-1.6195817430471553,-0.17503087119809524,No,True
51.0,13.0,social-properties,13.0,antonym,2.0,Chao thinks having neighbors of a different religion is unpleasant.,Is Chao tolerant?,No,1,-3.513110399246216,-1.4816983938217163,-3.3380795280481204,-1.6567292650198115,-0.17503087119809524,No,True
52.0,13.0,social-properties,13.0,antonym,2.0,Chao thinks having neighbors of a different religion is unpleasant.,Is Chao bigoted?,Yes,1,-2.575448513031006,-2.982699155807495,-2.4004176418329104,-3.1577300270055906,-0.17503087119809524,Yes,True
53.0,14.0,social-properties,14.0,antonym,1.0,Chao thinks having neighbors of a different culture is pleasant.,Is Chao tolerant?,Yes,1,-1.3805404901504517,-4.247673988342285,-1.2055096189523564,-4.422704859540381,-0.17503087119809524,Yes,True
54.0,14.0,social-properties,14.0,antonym,1.0,Chao thinks having neighbors of a different culture is pleasant.,Is Chao bigoted?,No,1,-4.435797691345215,-1.4603713750839233,-4.260766820147119,-1.6354022462820186,-0.17503087119809524,No,True
55.0,14.0,social-properties,14.0,antonym,2.0,Chao thinks having neighbors of a different culture is unpleasant.,Is Chao tolerant?,No,1,-3.059695243835449,-1.216195821762085,-2.8846643726373538,-1.3912266929601802,-0.17503087119809524,No,True
56.0,14.0,social-properties,14.0,antonym,2.0,Chao thinks having neighbors of a different culture is unpleasant.,Is Chao bigoted?,Yes,1,-3.278695821762085,-2.451859712600708,-3.1036649505639895,-2.6268905837988035,-0.17503087119809524,No,False
57.0,15.0,social-properties,15.0,antonym,1.0,Chao talks a lot about past accomplishments.,Is Chao boastful?,Yes,1,-3.0435450077056885,-2.339796781539917,-2.868514136507593,-2.5148276527380125,-0.17503087119809524,No,False
58.0,15.0,social-properties,15.0,antonym,1.0,Chao talks a lot about past accomplishments.,Is Chao humble?,No,1,-3.3257625102996826,-2.6989824771881104,-3.150731639101587,-2.874013348386206,-0.17503087119809524,No,True
59.0,15.0,social-properties,15.0,antonym,2.0,Chao talks little about past accomplishments.,Is Chao boastful?,No,1,-3.368690252304077,-1.2583659887313843,-3.1936593811059817,-1.4333968599294795,-0.17503087119809524,No,True
60.0,15.0,social-properties,15.0,antonym,2.0,Chao talks little about past accomplishments.,Is Chao humble?,Yes,1,-3.120379686355591,-1.7080662250518799,-2.9453488151574954,-1.8830970962499751,-0.17503087119809524,No,False
61.0,16.0,social-properties,16.0,negation,1.0,Chao talks about past accomplishments.,Is Chao boastful?,Yes,1,-3.3392715454101562,-2.8378214836120605,-3.164240674212061,-3.012852354810156,-0.17503087119809524,No,False
62.0,16.0,social-properties,16.0,negation,1.0,Chao talks about past accomplishments.,Is Chao humble?,No,1,-3.8545336723327637,-2.477966070175171,-3.679502801134668,-2.6529969413732664,-0.17503087119809524,No,True
63.0,16.0,social-properties,16.0,negation,2.0,Chao doesn't talk about past accomplishments.,Is Chao boastful?,No,1,-2.9146158695220947,-2.684112310409546,-2.7395849983239993,-2.8591431816076414,-0.17503087119809524,Yes,False
64.0,16.0,social-properties,16.0,negation,2.0,Chao doesn't talk about past accomplishments.,Is Chao humble?,Yes,1,-1.982591152191162,-3.4510397911071777,-1.8075602809930669,-3.626070662305273,-0.17503087119809524,Yes,True
65.0,17.0,social-properties,17.0,antonym,1.0,Chao brags about about past accomplishments.,Is Chao boastful?,Yes,2,-0.8792957067489624,-3.0588998794555664,-0.7067919373512268,-3.231403648853302,-0.1725037693977356,Yes,True
66.0,17.0,social-properties,17.0,antonym,1.0,Chao brags about about past accomplishments.,Is Chao humble?,No,2,-3.357353925704956,-1.3327845335006714,-3.1848501563072205,-1.505288302898407,-0.1725037693977356,No,True
67.0,17.0,social-properties,17.0,antonym,2.0,Chao downplays about past accomplishments.,Is Chao boastful?,No,2,-2.933159112930298,-2.1636533737182617,-2.7606553435325623,-2.3361571431159973,-0.1725037693977356,No,True
68.0,17.0,social-properties,17.0,antonym,2.0,Chao downplays about past accomplishments.,Is Chao humble?,Yes,2,-1.8016313314437866,-2.684695243835449,-1.629127562046051,-2.857199013233185,-0.1725037693977356,Yes,True
69.0,18.0,social-properties,18.0,other,1.0,Ali spent the whole conversation talking about his successes.,Is Ali boastful?,Yes,2,-1.8578959703445435,-2.4195852279663086,-1.6853922009468079,-2.592088997364044,-0.1725037693977356,Yes,True
