question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
The best type of laser with which to do spectroscopy over a range of visible wavelengths is,(A) a dye laser,(B) a helium-neon laser,(C) an excimer laser,(D) a ruby laser,A,A,True,20.0,0,-6.48560094833374,-12.095222473144531,-9.435967445373535,-9.705781936645508,0.6138395071029663,-4.700428581237793,-2.760411318143209,-2.9474301258722937,-7.0994404554367065,-7.394793891906739,-6.675556127230326,-6.758351810773214,A,A,True,True
"At the present time, the temperature of the universe (i.e., the microwave radiation background) is about 3 K. When the temperature was 12 K, typical objects in the universe, such as galaxies, were",(A) one-quarter as distant as they are today,(B) one-half as distant as they are today,(C) separated by about the same distances as they are today,(D) two times as distant as they are today,A,A,True,20.0,0,-0.746942400932312,-4.15431547164917,-2.9847567081451416,-2.074497699737549,6.3524980545043945,3.2404784202575687,3.6907994190851845,4.683854111035665,-7.0994404554367065,-7.394793891906739,-6.675556127230326,-6.758351810773214,A,A,True,True
The best type of laser with which to do spectroscopy over a range of visible wavelengths is,(A) a dye laser,(B) a helium-neon laser,(C) an excimer laser,(D) a ruby laser,A,A,True,20.0,0,-6.48560094833374,-12.095222473144531,-9.435967445373535,-9.705781936645508,0.6138395071029663,-4.700428581237793,-2.760411318143209,-2.9474301258722937,-7.0994404554367065,-7.394793891906739,-6.675556127230326,-6.758351810773214,A,A,True,True
"Protons used in cancer therapy are typically accelerated to about 0.6c. How much work must be done on a particle of mass m in order for it to reach this speed, assuming it starts at rest?",(A) 0.25mc^2,(B) 0.60mc^2,(C) 0.67mc^2,(D) 1.25mc^2,A,C,False,20.0,0,-10.810022354125977,-10.853266716003418,-8.352526664733887,-10.311301231384277,-3.71058189868927,-3.4584728240966793,-1.6769705375035606,-3.5529494206110632,-7.0994404554367065,-7.394793891906739,-6.675556127230326,-6.758351810773214,C,C,False,False
"The surface of the Sun has a temperature close to 6,000 K and it emits a blackbody (Planck) spectrum that reaches a maximum near 500 nm. For a body with a surface temperature close to 300 K, at what wavelength would the thermal spectrum reach a maximum?",(A) 10:00 PM,(B) 100 Pm,(C) 10 mm,(D) 100 mm,A,C,False,20.0,0,-6.754662036895752,-6.851430416107178,-3.043429136276245,-7.206155300140381,0.3447784185409546,0.5433634757995609,3.632126990954081,-0.44780348936716674,-7.0994404554367065,-7.394793891906739,-6.675556127230326,-6.758351810773214,C,C,False,False
"Protons used in cancer therapy are typically accelerated to about 0.6c . How much work must be done on a particle of mass m in order for it to reach this speed, assuming it starts at rest?",(A) 0.25mc^2,(B) 0.60mc^2,(C) 0.67mc^2,(D) 1.25mc^2,A,C,False,20.0,1,-10.02790641784668,-9.771772384643555,-7.075051784515381,-9.188323974609375,-3.3721520503362017,-2.0652029116948443,-0.5702180256446203,-2.5928609450658167,-6.655754367510478,-7.70656947294871,-6.5048337588707605,-6.595463029543558,C,C,False,False
"A nonrelativistic particle with a charge twice that of an electron moves through a uniform magnetic field. The field has a strength of π/4 tesla and is perpendicular to the velocity of the particle. What is the particle’s mass if it has a cyclotron frequency of 1,600 hertz?",(A) 2.5 * 10^-23 kg,(B) 1.2 * 10^-22 kg,(C) 3.3 * 10^-22 kg,(D) 5.0 * 10^-21 kg,A,B,False,20.0,1,-8.611477851867676,-6.285435199737549,-7.667806625366211,-6.649597644805908,-1.9557234843571978,1.4211342732111616,-1.1629728664954504,-0.05413461526234986,-6.655754367510478,-7.70656947294871,-6.5048337588707605,-6.595463029543558,B,B,False,False
"Two simple pendulums A and B consist of identical masses suspended from strings of length L_A and L_B, respectively. The two pendulums oscillate in equal gravitational fields. If the period of pendulum B is twice the period of pendulum A, which of the following is true of the lengths of the two pendulums?",(A) L_B = 4L_A,(B) L_B = 2L_A,(C) L_B = L_A,(D) L_B = 1/2 L_A,A,A,True,20.0,1,-3.5102062225341797,-5.939746856689453,-7.0614399909973145,-6.065505504608154,3.1455481449762983,1.7668226162592573,-0.5566062321265539,0.529957524935404,-6.655754367510478,-7.70656947294871,-6.5048337588707605,-6.595463029543558,A,A,True,True
Electromagnetic radiation provides a means to probe aspects of the physical universe. Which of the following statements regarding radiation spectra is NOT correct?,"(A) Lines in the infrared, visible, and ultraviolet regions of the spectrum reveal primarily the nuclear structure of the sample.",(B) The wavelengths identified in an absorption spectrum of an element are among those in its emission spectrum.,(C) Absorption spectra can be used to determine which elements are present in distant stars.,(D) Spectral analysis can be used to identify the composition of galactic dust.,A,B,False,20.0,1,-10.293367385864258,-5.119299411773682,-8.94227409362793,-9.971298217773438,-3.63761301835378,2.587270061175029,-2.437440334757169,-3.375835188229879,-6.655754367510478,-7.70656947294871,-6.5048337588707605,-6.595463029543558,B,B,False,False
"One end of a horizontal, massless spring is attached to a wall. A mass of 0.30 kg is attached to the other end of the spring and rests on a table. The mass is displaced 0.030 m from its equilibrium position and released. It has a speed of 0.040 m/s as it passes through its equilibrium position. In the absence of friction, what is the total mechanical energy of the system?",(A) 0.24 mJ,(B) 0.38 mJ,(C) 0.48 mJ,(D) 0.75 mJ,A,D,False,20.0,1,-7.979151725769043,-7.158764362335205,-7.658097743988037,-5.881235122680664,-1.323397358258565,0.5478051106135053,-1.1532639851172766,0.7142279068628943,-6.655754367510478,-7.70656947294871,-6.5048337588707605,-6.595463029543558,D,D,False,False
