question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
An important source of information on the credit rating of retail businesses is,(A) the Retail Merchants Association,(B) the local chamber of commerce,"(C) Dun & Bradstreet, Inc.",(D) the United States Retail Credit Association,C,-4.6681904792785645,-4.560571193695068,-0.8046451807022095,-3.437142848968506,C,True
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",(A) Conferencing,(B) Discipline-based inquiry,(C) Self-Regulated Strategy Development,(D) Introduction-Body-Conclusion strategy,B,-3.5572662353515625,-1.9295724630355835,-2.6873204708099365,-2.8123204708099365,B,True
Paper will burn at approximately what temperature in Fahrenheit?,(A) 986 degrees,(B) 2125 degrees,(C) 3985 degrees,(D) 451 degrees,D,-4.580845832824707,-4.4682464599609375,-3.468526601791382,-0.9648303985595703,D,True
The Apple iMac computer is available in all of the following colors except which?,(A) Tangerine,(B) Strawberry,(C) Kiwi,(D) Grape,C,-3.045396089553833,-2.5468099117279053,-2.4218244552612305,-2.17185640335083,D,False
What were the first names of the early American explorers Lewisand Clark?,(A) Morgan and Mason,(B) Meriwether and William,(C) Cabot and Joseph,(D) Meredith and George,B,-4.488952159881592,-0.8202909231185913,-4.561695575714111,-4.687119960784912,B,True
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",(A) Direct instruction,(B) Literature circle,(C) Guided reading,(D) Read-aloud,C,-5.388653755187988,-5.280184268951416,-0.7968442440032959,-6.716631889343262,C,True
What is varicella?,(A) a fancy pasta,(B) a type of opera,(C) the chicken pox virus,(D) ancient Roman poetry,C,-5.9380693435668945,-6.590669631958008,-0.4667774438858032,-6.467100143432617,C,True
Which of the following materials has a resistance that is LEAST affected by temperature changes?,(A) Copper,(B) Carbon,(C) Germanium,(D) Silicon,A,-1.34317946434021,-2.968644618988037,-3.0936145782470703,-3.5936145782470703,A,True
A second-year college student is usually called a what?,(A) sophomore,(B) senior,(C) freshman,(D) junior,A,-0.7107752561569214,-4.343540191650391,-6.092293739318848,-6.467809677124023,A,True
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,(A) Jude Law,(B) Matt Damon,(C) Dustin Hoffman,(D) Ben Affleck,B,-2.374244213104248,-2.374957323074341,-3.749831438064575,-3.8749098777770996,A,False
A hard-edge painting is most likely to be characterized by,"(A) an even, solid paint application",(B) blurry color mixed on the painting's surface,(C) scratchy brush marks clearly separated,(D) translucent multiple layers of paint,A,-0.7809039950370789,-3.5309040546417236,-2.781144618988037,-3.5310866832733154,A,True
Who was president of the United States when Bill Clinton was born?,(A) Herbert Hoover,(B) Harry S Truman,(C) Franklin Roosevelt,(D) Dwight Eisenhower,B,-4.213350296020508,-1.2968614101409912,-2.67181396484375,-3.2343244552612305,B,True
Which of the following lists includes minerals only?,"(A) Granite, gabbro, diorite, quartz, feldspar","(B) Gold, quartz, topaz, diamond, corundum","(C) Gneiss, schist, phyllite, chlorite, mica","(D) Coal, chert, limestone, dolomite, halite",B,-1.8507767915725708,-2.593575954437256,-2.343677520751953,-3.4686508178710938,A,False
