question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
Which of the following is not a function of vitamin D?,(A) Lipid-soluble antioxidant in cell membranes,(B) Fast responses to increase calcium absorption with no change in gene expression,(C) Regulation of differentiation of adipocytes,(D) Regulation of bone turnover,A,A,True,20.0,0,-0.7264796495437622,-1.226515293121338,-2.3436899185180664,-2.218463182449341,1.8479621826657366,1.611138685884904,0.41154753420885415,-0.030112719270583455,-2.574441832209499,-2.837653979006242,-2.7552374527269206,-2.1883504631787574,A,A,True,True
Which of the following statements is correct?,(A) The flavonoid class comprises flavonoids and isoflavonoids.,(B) The digestibility and bioavailability of isoflavones in soya food products are not changed by processing.,(C) ß-Carotene and lycopene can both act as provitamin A.,(D) Carotenoids and flavonoids both belong to the polyphenol class.,A,D,False,20.0,0,-2.421686887741089,-3.5467965602874756,-2.2968356609344482,-0.2987741231918335,0.15275494446840998,-0.7091425812812338,0.4584017917924723,1.8895763399869239,-2.574441832209499,-2.837653979006242,-2.7552374527269206,-2.1883504631787574,D,D,False,False
"The UNICEF model of the causes of malnutrition identifies several levels of causes: immediate, underlying and basic. Which of the following is not one of the underlying causes in the UNICEF model?",(A) Insufficient rainfall for agriculture,(B) Inadequate access to food,(C) Inadequate care for mothers and children,(D) Insufficient health services and unhealthy environment,A,A,True,20.0,0,-0.6952745914459229,-2.062459945678711,-1.9449527263641357,-1.570119857788086,1.879167240763576,0.7751940333275309,0.8102847263627848,0.6182306053906714,-2.574441832209499,-2.837653979006242,-2.7552374527269206,-2.1883504631787574,A,A,True,True
Which country has undergone the most rapid nutrition transition in the last two decades?,(A) China,(B) Sweden,(C) Britain,(D) India,A,D,False,20.0,0,-1.42947256565094,-5.062184810638428,-5.062283515930176,-0.3046618700027466,1.144969266558559,-2.224530831632186,-2.3070460632032552,1.8836885931760108,-2.574441832209499,-2.837653979006242,-2.7552374527269206,-2.1883504631787574,D,D,False,False
What are the effects of globalisation on food security?,(A) Wealthy countries subsidies and trade barriers make it difficult for developing countries to take advantage of the potential of globalisation for advancing food security.,"(B) World Trade Organisation rules do not cover agriculture, so globalisation really has no bearing on food security.",(C) Supermarkets are so far the only way in which food and agriculture have experienced globalisation.,(D) Developing countries need to create publicly-owned food reserves in order to realise the potential benefits.,A,A,True,20.0,0,-0.12000883370637894,-5.123900890350342,-4.874446868896484,-2.874704122543335,2.45443299850312,-2.2862469113441,-2.119209416169564,-0.6863536593645776,-2.574441832209499,-2.837653979006242,-2.7552374527269206,-2.1883504631787574,A,A,True,True
Which drug(s) is/are approved for the treatment of obesity in Europe?,(A) Orlistat,(B) Phentermine/Topiramate,(C) Lorcaserin,(D) Naltrexone/Bupropion,A,A,True,20.0,0,-0.425723671913147,-3.2968177795410156,-3.7968177795410156,-3.5467286109924316,2.148718160296352,-0.4591638005347738,-1.041580326814095,-1.3583781478136743,-2.574441832209499,-2.837653979006242,-2.7552374527269206,-2.1883504631787574,A,A,True,True
The two most common causes of foodborne illness in the United States and Europe are:,(A) Salmonella and Campylobacter,(B) Listeria and Salmonella,(C) Shigella and Staphlococcus,(D) E. coli STECs and non-STEC subtypes,A,D,False,20.0,0,-2.7654309272766113,-4.499769687652588,-4.749512195587158,-0.13860487937927246,-0.19098909506711248,-1.662115708646346,-1.9942747428602376,2.049745583799485,-2.574441832209499,-2.837653979006242,-2.7552374527269206,-2.1883504631787574,D,D,False,False
Which of the following statements about the digestibility of dietary proteins is correct?,(A) The digestibility of plant proteins is generally less good compared to animal proteins.,(B) The digestibility of meat protein is less good compared with plant proteins.,(C) Digestibility can only be measured at the terminal ileum,(D) Digestibility can only be measured as faecal digestibility,A,A,True,20.0,0,-0.053866561502218246,-5.3117899894714355,-5.686529636383057,-5.437041759490967,2.5205752707072806,-2.4741360104651937,-2.931292183656136,-3.2486912963122094,-2.574441832209499,-2.837653979006242,-2.7552374527269206,-2.1883504631787574,A,A,True,True
Risk assessment is applied to data on toxicity and human exposure to:,"(A) Estimate the likelihood, or probability, of a toxic effect on exposed humans",(B) To support risk management decisions for food substances,(C) To derive Allowable Daily Intakes,(D) All of the above,A,D,False,20.0,0,-2.531193494796753,-4.281137466430664,-4.656167984008789,-0.16011476516723633,0.04324833741274592,-1.4434834874244222,-1.9009305312818685,2.028235698011521,-2.574441832209499,-2.837653979006242,-2.7552374527269206,-2.1883504631787574,D,D,False,False
Which of the following foods do not contain free sugars,(A) Cows' milk,(B) Natural unsweetened orange juice,(C) Honey,(D) Agave nectar,A,B,False,20.0,0,-1.2028424739837646,-0.7031069993972778,-3.702713966369629,-1.9526593685150146,1.3715993582257342,2.134546979608964,-0.9474765136427084,0.23569109466374272,-2.574441832209499,-2.837653979006242,-2.7552374527269206,-2.1883504631787574,B,B,False,False
