Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,physical-relations,,antonym,1.0,The truck is in front of the bed.,Is the truck blocking the bed?,Yes,-4.8172287940979,-8.816436767578125,-12.715004920959473,-13.797361373901367,7.897776126861572,4.980924606323242,Yes,True
2.0,1.0,physical-relations,,antonym,1.0,The truck is in front of the bed.,Is the bed blocking the truck?,No,-5.707907676696777,-7.70623254776001,-12.715004920959473,-13.797361373901367,7.007097244262695,6.091128826141357,Yes,False
3.0,1.0,physical-relations,,antonym,2.0,The truck is behind the bed.,Is the truck blocking the bed?,No,-5.803895950317383,-9.303436279296875,-12.715004920959473,-13.797361373901367,6.91110897064209,4.493925094604492,Yes,False
4.0,1.0,physical-relations,,antonym,2.0,The truck is behind the bed.,Is the bed blocking the truck?,Yes,-6.04056453704834,-8.28925895690918,-12.715004920959473,-13.797361373901367,6.674440383911133,5.5081024169921875,Yes,True
7.0,1.0,physical-relations,,variable swap,2.0,The bed is in front of the truck.,Is the truck blocking the bed?,No,-4.175539493560791,-7.6745219230651855,-12.715004920959473,-13.797361373901367,8.539465427398682,6.122839450836182,Yes,False
8.0,1.0,physical-relations,,variable swap,2.0,The bed is in front of the truck.,Is the bed blocking the truck?,Yes,-5.448904514312744,-7.947931289672852,-12.715004920959473,-13.797361373901367,7.2661004066467285,5.849430084228516,Yes,True
9.0,1.0,physical-relations,,variable swap,1.0,The bed is behind the truck.,Is the truck blocking the bed?,Yes,-4.352110385894775,-7.350545883178711,-12.715004920959473,-13.797361373901367,8.362894535064697,6.446815490722656,Yes,True
10.0,1.0,physical-relations,,variable swap,1.0,The bed is behind the truck.,Is the bed blocking the truck?,No,-6.298132419586182,-7.2973737716674805,-12.715004920959473,-13.797361373901367,6.416872501373291,6.499987602233887,No,True
13.0,2.0,physical-relations,,variable swap,1.0,Chao needs to move the truck to reach the bed.,Is the truck blocking the bed?,Yes,-3.05692458152771,-5.556924819946289,-12.715004920959473,-13.797361373901367,9.658080339431763,8.240436553955078,Yes,True
14.0,2.0,physical-relations,,variable swap,1.0,Chao needs to move the truck to reach the bed.,Is the bed blocking the truck?,No,-3.4721593856811523,-4.972159385681152,-12.715004920959473,-13.797361373901367,9.24284553527832,8.825201988220215,Yes,False
