task,QID,AnsRefIDs,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,20.0,0,-1.0758020877838135,-4.2732744216918945,1.0098304646710554,-2.6154399191960693,-2.085632552454869,-1.6578345024958252,Yes,True,True,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,20.0,0,-3.702711582183838,-0.524437665939331,-1.617079029728969,1.1333968365564941,-2.085632552454869,-1.6578345024958252,No,True,False,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,20.0,3,-0.9043722152709961,-2.7269959449768066,1.1649094535658757,-1.0552390517356496,-2.069281668836872,-1.671756893241157,Yes,True,True,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,20.0,2,-3.6840546131134033,-0.5244585871696472,-1.5999779194593429,1.1346824643512567,-2.0840766936540605,-1.659141051520904,No,True,False,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,20.0,4,-1.0377192497253418,-4.1119160652160645,1.0276336473102372,-2.4349424603705607,-2.065352897035579,-1.676973604845504,Yes,True,True,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,20.0,4,-4.279876708984375,-0.6705018281936646,-2.214523811948796,1.0064717766518394,-2.065352897035579,-1.676973604845504,No,True,False,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-1.0632283687591553,-2.1204726696014404,1.0224041836957136,-0.46263816710561523,-2.085632552454869,-1.6578345024958252,Yes,True,True,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,20.0,2,-3.5382938385009766,-0.5620352625846863,-1.454217144846916,1.0971057889362177,-2.0840766936540605,-1.659141051520904,No,True,False,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,20.0,1,-1.2296231985092163,-1.5285893678665161,0.8099821214253704,0.1567251082820198,-2.0396053199345867,-1.685314476148536,Yes,True,True,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,20.0,1,-2.5428926944732666,-0.6576310396194458,-0.5032873745386799,1.02768343652909,-2.0396053199345867,-1.685314476148536,No,True,False,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,20.0,2,-0.8574923872947693,-2.9329726696014404,1.2265843063592912,-1.2738316180805365,-2.0840766936540605,-1.659141051520904,Yes,True,True,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,20.0,1,-3.850273609161377,-0.6063087582588196,-1.8106682892267902,1.0790057178897163,-2.0396053199345867,-1.685314476148536,No,True,False,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-0.9367414116859436,-2.0288543701171875,1.1488911407689253,-0.3710198676213623,-2.085632552454869,-1.6578345024958252,Yes,True,True,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,20.0,4,-4.37827730178833,-0.5682487487792969,-2.312924404752751,1.108724856066207,-2.065352897035579,-1.676973604845504,No,True,False,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,20.0,3,-1.1375586986541748,-1.9171231985092163,0.931722970182697,-0.24536630526805925,-2.069281668836872,-1.671756893241157,Yes,True,True,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,20.0,1,-4.2600626945495605,-0.5285026431083679,-2.220457374614974,1.156811833040168,-2.0396053199345867,-1.685314476148536,No,True,False,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,20.0,0,-0.8574923872947693,-2.9329726696014404,1.2281401651600996,-1.2751381671056152,-2.085632552454869,-1.6578345024958252,Yes,True,True,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,20.0,2,-3.9017226696014404,-0.5614251494407654,-1.81764597594738,1.0977159020801386,-2.0840766936540605,-1.659141051520904,No,True,False,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,20.0,2,-1.0105444192886353,-3.5406625270843506,1.0735322743654252,-1.8815214755634466,-2.0840766936540605,-1.659141051520904,Yes,True,True,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,20.0,0,-3.8670244216918945,-0.650638222694397,-1.7813918692370256,1.0071962798014282,-2.085632552454869,-1.6578345024958252,No,True,False,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,20.0,0,-1.1955045461654663,-4.505748748779297,0.8901280062894026,-2.8479142462834717,-2.085632552454869,-1.6578345024958252,Yes,True,True,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,20.0,1,-3.857492446899414,-0.6630272269248962,-1.8178871269648273,1.0222872492236397,-2.0396053199345867,-1.685314476148536,No,True,False,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-0.9728761911392212,-2.208477258682251,1.1127563613156477,-0.5506427561864258,-2.085632552454869,-1.6578345024958252,Yes,True,True,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,20.0,1,-2.857492446899414,-0.6709955334663391,-0.8178871269648273,1.0143189426821968,-2.0396053199345867,-1.685314476148536,No,True,False,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,20.0,0,-1.0301513671875,-1.733652114868164,1.055481185267369,-0.07581761237233886,-2.085632552454869,-1.6578345024958252,Yes,True,True,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,20.0,4,-3.869107723236084,-0.510334312915802,-1.803754826200505,1.166639291929702,-2.065352897035579,-1.676973604845504,No,True,False,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,20.0,4,-1.1343977451324463,-1.440553903579712,0.9309551519031327,0.23641970126579204,-2.065352897035579,-1.676973604845504,Yes,True,True,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,20.0,3,-2.3486998081207275,-0.6215219497680664,-0.2794181392838557,1.0502349434730907,-2.069281668836872,-1.671756893241157,No,True,False,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,20.0,3,-0.922008752822876,-2.817028522491455,1.1472729160139958,-1.145271629250298,-2.069281668836872,-1.671756893241157,Yes,True,True,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,20.0,4,-4.772054195404053,-0.4493649899959564,-2.7067012983684737,1.2276086148495475,-2.065352897035579,-1.676973604845504,No,True,False,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,20.0,1,-0.9670557975769043,-3.743208646774292,1.0725495223576824,-2.0578941706257563,-2.0396053199345867,-1.685314476148536,Yes,True,True,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,20.0,3,-4.474674224853516,-0.6280823349952698,-2.405392556016644,1.0436745582458873,-2.069281668836872,-1.671756893241157,No,True,False,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,20.0,0,-0.9267029166221619,-2.9238290786743164,1.158929635832707,-1.2659945761784912,-2.085632552454869,-1.6578345024958252,Yes,True,True,True
