task,QID,AnsRefIDs,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,20.0,0,-8.124619483947754,-21.37489128112793,0.9750021891978875,-11.013391687624,-9.099621673145641,-10.361499593503929,Yes,True,True,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,20.0,0,-10.624664306640625,-1.8358608484268188,-1.5250426334949836,8.52563874507711,-9.099621673145641,-10.361499593503929,No,True,False,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,20.0,3,-3.0467610359191895,-11.999948501586914,6.0108784711919725,-1.6641188121361967,-9.057639507111162,-10.335829689450717,Yes,True,True,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,20.0,2,-10.312397956848145,-0.13960778713226318,-1.302314878037821,10.281999692169483,-9.010083078810323,-10.421607479301747,No,True,False,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,20.0,4,-6.0624518394470215,-20.49998664855957,2.950086136814207,-9.995135960149733,-9.012537976261228,-10.504850688409837,Yes,True,True,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,20.0,4,-17.74976921081543,-2.4998602867126465,-8.737231234554201,8.00499040169719,-9.012537976261228,-10.504850688409837,No,True,False,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-5.4682769775390625,-15.687185287475586,3.631344695606579,-5.325685693971657,-9.099621673145641,-10.361499593503929,Yes,True,True,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,20.0,2,-12.936400413513184,-5.624411582946777,-3.92631733470286,4.797195896354969,-9.010083078810323,-10.421607479301747,No,True,False,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,20.0,1,-3.593575954437256,-14.3749418258667,5.422684012477596,-3.9760978405519083,-9.016259966914852,-10.398843985314791,Yes,True,True,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,20.0,1,-5.562425136566162,-4.718729496002197,3.45383483034869,5.680114489312594,-9.016259966914852,-10.398843985314791,No,True,False,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,20.0,2,-4.031189918518066,-14.249968528747559,4.978893160292257,-3.828361049445812,-9.010083078810323,-10.421607479301747,Yes,True,True,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,20.0,1,-10.187368392944336,-1.2889846563339233,-1.171108426029484,9.109859328980868,-9.016259966914852,-10.398843985314791,No,True,False,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-5.374783515930176,-15.812445640563965,3.7248381572154656,-5.450946047060036,-9.099621673145641,-10.361499593503929,Yes,True,True,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,20.0,4,-15.436833381652832,-2.7184250354766846,-6.424295405391604,7.786425652933152,-9.012537976261228,-10.504850688409837,No,True,False,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,20.0,3,-3.499831438064575,-12.99989128112793,5.557808069046587,-2.6640615916772123,-9.057639507111162,-10.335829689450717,Yes,True,True,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,20.0,1,-14.874088287353516,-4.312041759490967,-5.857828320438664,6.086802225823824,-9.016259966914852,-10.398843985314791,No,True,False,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,20.0,0,-4.031189918518066,-14.249968528747559,5.068431754627575,-3.8884689352436297,-9.099621673145641,-10.361499593503929,Yes,True,True,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,20.0,2,-13.812331199645996,-1.9139742851257324,-4.802248120835673,8.507633194176014,-9.010083078810323,-10.421607479301747,No,True,False,True
