property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-1.5117723941802979,-2.676452159881592,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-2.127518892288208,-3.659558057785034,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-4.049990653991699,-1.8110734224319458,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-4.5166401863098145,-1.7466785907745361,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-4.054893970489502,-2.088003158569336,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-2.888742446899414,-3.331829786300659,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-3.5796968936920166,-2.1488137245178223,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-2.2788543701171875,-2.925579786300659,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-3.6667943000793457,-4.561122894287109,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-2.945155382156372,-3.884603261947632,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-2.9357991218566895,-2.8161849975585938,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-3.1304032802581787,-2.9146158695220947,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-2.3835885524749756,-4.589271545410156,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-2.3402605056762695,-5.028850555419922,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-1.8259514570236206,-4.899322032928467,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-3.0083658695220947,-4.7447662353515625,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-2.5713043212890625,-4.027296543121338,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.083685874938965,-2.3984034061431885,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-2.625319480895996,-3.173769235610962,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-2.785654306411743,-3.0856552124023438,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-2.3291401863098145,-3.4099349975585938,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-2.6420865058898926,-3.8342928886413574,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-3.4781625270843506,-2.9683609008789062,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-2.739290237426758,-2.7896158695220947,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-2.3478002548217773,-2.694098949432373,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-2.922913074493408,-4.693248748779297,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-3.1829726696014404,-4.529872894287109,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-2.6828982830047607,-3.156569480895996,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-2.518345832824707,-4.644853591918945,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-2.8599300384521484,-3.192580461502075,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-2.6982080936431885,-5.762529373168945,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-2.972027063369751,-3.6802358627319336,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-2.6982080936431885,-2.561840295791626,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-2.5991532802581787,-3.7583658695220947,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-2.286966323852539,-2.8669052124023438,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-2.756598949432373,-2.3366031646728516,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-2.122753858566284,-4.423336505889893,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-2.2516796588897705,-3.8161849975585938,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-1.8604130744934082,-2.2725274562835693,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-2.840362310409546,-3.410654306411743,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-2.816904306411743,-2.5859034061431885,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-2.746612310409546,-4.446211814880371,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-2.5161800384521484,-4.612490653991699,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-4.365832328796387,-4.180784702301025,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-2.772082567214966,-4.086822032928467,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-2.632655382156372,-2.9481301307678223,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-2.703205108642578,-5.517519474029541,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-2.465362310409546,-4.7943501472473145,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-2.521185874938965,-2.63313627243042,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-2.243072271347046,-3.0876338481903076,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-2.630080461502075,-3.6473634243011475,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-2.5823535919189453,-3.3833658695220947,Yes,False
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-2.281569480895996,-4.830019474029541,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-2.064901828765869,-2.2919580936431885,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-2.5464658737182617,-4.048336505889893,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-2.4934322834014893,-5.255748748779297,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-2.788905382156372,-2.665466070175171,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-2.738243818283081,-4.23824405670166,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-0.9253730177879333,-3.570399522781372,Yes,False
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-2.127518892288208,-5.334863185882568,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-1.9650771617889404,-3.7098634243011475,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-2.7766482830047607,-4.104458332061768,Yes,False
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-2.782036781311035,-5.296465873718262,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-2.247191905975342,-2.982403516769409,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-2.694775342941284,-3.902862310409546,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-2.393467664718628,-3.6155142784118652,Yes,False
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-2.344069480895996,-4.020540237426758,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-2.240832567214966,-5.210399627685547,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-2.4998373985290527,-3.955845832824707,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-2.5545177459716797,-2.8225629329681396,Yes,False
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-3.2541260719299316,-3.599498748779297,Yes,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-2.880080461502075,-2.679893970489502,No,True
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-2.5085885524749756,-3.2142715454101562,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-2.5536134243011475,-5.213003158569336,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-2.2741031646728516,-4.370659351348877,Yes,False
can be fair,a piano,'',Can a piano be fair?,No,random,-3.7103993892669678,-4.30787992477417,Yes,False
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-2.663905382156372,-4.1501336097717285,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-2.3646180629730225,-3.6182847023010254,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-2.605083703994751,-3.294903516769409,Yes,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-3.766663074493408,-3.4287774562835693,No,True
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-2.490832567214966,-3.6324033737182617,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-2.550743818283081,-3.117393970489502,Yes,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,-2.4545865058898926,-3.3484976291656494,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-2.42499041557312,-3.6116890907287598,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,-2.694375514984131,-3.3678531646728516,Yes,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-2.658355712890625,-3.8021180629730225,Yes,False
