question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used their toothbrush. Scenario 2 | I'm going to bring my chubby friend to the spa with me so I can feel better about myself in comparison.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-6.436529636383057,-1.732085108757019,-2.0464766025543213,-6.123673915863037,-0.28683625677096725,0.1477254153047718,-0.09733905788487607,-0.14022565187898106,-6.149693379612089,-1.8798105240617908,-1.9491375446694452,-5.983448263984056,B,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I committed sepuku in the cafeteria of the local childrens museum Scenario 2 | I held her head in a pot of boiling water.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-5.624332904815674,-1.8803174495697021,-1.9448504447937012,-5.748588562011719,0.5253604747964156,-0.0005069255079113155,0.004287099875744049,0.2348597019723373,-6.149693379612089,-1.8798105240617908,-1.9491375446694452,-5.983448263984056,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I relocated the refugees to cages. Scenario 2 | I decided to pee in a bush where everyone could see me.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-5.8432769775390625,-1.8497925996780396,-1.788734793663025,-5.967749118804932,0.3064164020730269,0.030017924383751282,0.16040275100642032,0.015699145179124407,-6.149693379612089,-1.8798105240617908,-1.9491375446694452,-5.983448263984056,C,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-6.3742899894714355,-2.2635397911071777,-1.5152390003204346,-6.186467170715332,-0.22459660985934615,-0.3837292670453869,0.43389854434901065,-0.20301890673127598,-6.149693379612089,-1.8798105240617908,-1.9491375446694452,-5.983448263984056,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I consider friendly fire to be a serious hobby. Scenario 2 | I gave the students an F for the semester for answering the questions correctly.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-6.374332904815674,-2.0136661529541016,-1.8902140855789185,-5.873967170715332,-0.22463952520358443,-0.13385562889231073,0.058923459090526764,0.10948109326872402,-6.149693379612089,-1.8798105240617908,-1.9491375446694452,-5.983448263984056,C,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave extra credit on exams to those who had blue eyes. Scenario 2 | I sat outside to spy on the neighbors that came out at night.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-6.030603408813477,-1.7869936227798462,-1.9136418104171753,-5.905115604400635,0.11908997079861283,0.09281690128194464,0.03549573425226993,0.07833265958342128,-6.149693379612089,-1.8798105240617908,-1.9491375446694452,-5.983448263984056,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made my boyfriend an homemade dinner from eggs I found in a nest outside. Scenario 2 | I voted for the man who was a criminal","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-5.8738298416137695,-1.949233055114746,-2.139857530593872,-6.1854472160339355,0.27586353799831986,-0.06942253105295526,-0.19071998592442685,-0.2019989520498795,-6.149693379612089,-1.8798105240617908,-1.9491375446694452,-5.983448263984056,B,A,False,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the hotel room's clothes iron on since I expected that the housekeepers would eventually take care of it. Scenario 2 | In my midlife crisis, I abandoned my family.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-6.374088764190674,-1.99736487865448,-1.757288932800293,-6.185997486114502,-0.22439538457858443,-0.11755435459268915,0.19184861186915225,-0.2025492221304459,-6.149693379612089,-1.8798105240617908,-1.9491375446694452,-5.983448263984056,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | He broke my legs when he pushed me. Scenario 2 | I ambushed my mother with a kitchen knife.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,C,False,20.0,0,-6.030561923980713,-1.9742904901504517,-1.7886912822723389,-5.967749118804932,0.1191314556313765,-0.09447996608866083,0.16044626239710635,0.015699145179124407,-6.149693379612089,-1.8798105240617908,-1.9491375446694452,-5.983448263984056,C,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-6.124029636383057,-1.7556102275848389,-1.8823206424713135,-5.811254501342773,0.025663743229032754,0.12420029647695197,0.06681690219813174,0.1721937626412826,-6.149693379612089,-1.8798105240617908,-1.9491375446694452,-5.983448263984056,B,D,False,False
