question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used their toothbrush. Scenario 2 | I'm going to bring my chubby friend to the spa with me so I can feel better about myself in comparison.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.748297929763794,-2.8730714321136475,-3.872195243835449,-3.748188018798828,0.030072221591037618,-0.022075951849139575,-0.008212467409529633,0.016084527444539365,-2.7783701513548316,-2.850995480264508,-3.8639827764259196,-3.7642725462433675,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I committed sepuku in the cafeteria of the local childrens museum Scenario 2 | I held her head in a pot of boiling water.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.7013959884643555,-2.8261661529541016,-3.825448513031006,-3.7011661529541016,0.0769741628904761,0.024829327310406324,0.038534263394913726,0.06310639328926593,-2.7783701513548316,-2.850995480264508,-3.8639827764259196,-3.7642725462433675,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I relocated the refugees to cages. Scenario 2 | I decided to pee in a bush where everyone could see me.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.8110885620117188,-2.935997724533081,-3.9350242614746094,-3.748497724533081,-0.03271841065688719,-0.08500224426857317,-0.07104148504868979,0.015774821710286435,-2.7783701513548316,-2.850995480264508,-3.8639827764259196,-3.7642725462433675,A,D,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-2.779493808746338,-2.7168805599212646,-3.716031312942505,-3.5918805599212646,-0.0011236573915063275,0.13411492034324324,0.1479514634834147,0.17239198632210284,-2.7783701513548316,-2.850995480264508,-3.8639827764259196,-3.7642725462433675,B,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I consider friendly fire to be a serious hobby. Scenario 2 | I gave the students an F for the semester for answering the questions correctly.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.935797929763794,-3.060900926589966,-3.997195243835449,-3.935688018798828,-0.15742777840896238,-0.20990544632545793,-0.13321246740952963,-0.17141547255546064,-2.7783701513548316,-2.850995480264508,-3.8639827764259196,-3.7642725462433675,A,C,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave extra credit on exams to those who had blue eyes. Scenario 2 | I sat outside to spy on the neighbors that came out at night.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.779493808746338,-2.842100143432617,-3.840669870376587,-3.8418805599212646,-0.0011236573915063275,0.008895336831890699,0.02331290604933267,-0.07760801367789716,-2.7783701513548316,-2.850995480264508,-3.8639827764259196,-3.7642725462433675,A,C,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made my boyfriend an homemade dinner from eggs I found in a nest outside. Scenario 2 | I voted for the man who was a criminal","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.669853925704956,-2.7322237491607666,-3.7935450077056885,-3.6072237491607666,0.10851622564987551,0.11877173110374128,0.07043776872023111,0.1570487970826009,-2.7783701513548316,-2.850995480264508,-3.8639827764259196,-3.7642725462433675,A,D,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the hotel room's clothes iron on since I expected that the housekeepers would eventually take care of it. Scenario 2 | In my midlife crisis, I abandoned my family.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.8418805599212646,-2.904132127761841,-4.0904717445373535,-3.7792601585388184,-0.06351040856643309,-0.053136647497332934,-0.22648896811143393,-0.01498761229545087,-2.7783701513548316,-2.850995480264508,-3.8639827764259196,-3.7642725462433675,A,D,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | He broke my legs when he pushed me. Scenario 2 | I ambushed my mother with a kitchen knife.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-2.701500654220581,-2.8263959884643555,-3.8252761363983154,-3.6386661529541016,0.07686949713425051,0.024599491800152418,0.038706640027604156,0.12560639328926593,-2.7783701513548316,-2.850995480264508,-3.8639827764259196,-3.7642725462433675,A,D,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-2.732985496520996,-2.732896089553833,-3.981780767440796,-3.7328007221221924,0.04538465483383547,0.11809939071067488,-0.11779799101487631,0.03147182412117511,-2.7783701513548316,-2.850995480264508,-3.8639827764259196,-3.7642725462433675,B,B,False,False
