question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"The term ""sociology"" was coined in the early 1800s by which of the following?",(A) Auguste Comte,(B) Robert K. Merton,(C) Karl Marx,(D) Emile Durkheim,A,D,False,20.0,0,-2.4994471073150635,-2.4990885257720947,-1.50725519657135,-0.5035695433616638,-0.5913766494227781,-0.99444790970948,0.16044326333536052,1.442525086717473,-1.9080704578922854,-1.5046406160626147,-1.6676984599067106,-1.9460946300791369,D,D,False,False
Goldthorpe identified the 'service class' as:,"(A) those in non-manual occupations, exercising authority on behalf of the state",(B) people working in consultancy firms who were recruited by big businesses,(C) the young men and women employed in domestic service in the nineteenth century,(D) those who had worked in the armed services,A,A,True,20.0,0,-0.8187983632087708,-1.3187984228134155,-1.8187984228134155,-2.3100242614746094,1.0892720946835146,0.18584219324919915,-0.1510999629067049,-0.3639296313954725,-1.9080704578922854,-1.5046406160626147,-1.6676984599067106,-1.9460946300791369,A,A,True,True
Durkheim defined social facts as:,"(A) ways of acting, thinking, and feeling that are collective and social in origin",(B) the way scientists construct knowledge in a social context,(C) data collected about social phenomena that are proven to be correct,"(D) ideas and theories that have no basis in the external, physical world",A,A,True,20.0,0,-0.04351003095507622,-4.029793739318848,-4.53036642074585,-5.03036642074585,1.8645604269372091,-2.525153123256233,-2.862667960839139,-3.0842717906667128,-1.9080704578922854,-1.5046406160626147,-1.6676984599067106,-1.9460946300791369,A,A,True,True
Giselle graduated from college with high honors in management. She was recruited immediately following college by a large corporation and accepted a position in junior management. She quickly advanced to middle management. Ten years later Giselle was still in a middle-management position and had witnessed junior male colleagues promoted over her. Which of the following is a phenomenon that is most likely to explain Giselle's lack of promotion?,(A) Glass ceiling,(B) Gender constancy,(C) Underemployment,(D) Glass elevator,A,A,True,20.0,0,-0.47014907002449036,-1.9682140350341797,-1.9678665399551392,-2.4682140350341797,1.437921387867795,-0.463573418971565,-0.30016808004842854,-0.5221194049550428,-1.9080704578922854,-1.5046406160626147,-1.6676984599067106,-1.9460946300791369,A,A,True,True
The terms 'crisis of the 1970s' is used to refer to:,(A) declining profits and rising unemployment,(B) the eradication of the welfare state,(C) rising divorce rates and the decline of the traditional family,(D) an unfortunate twist in fashion sensibility,A,A,True,20.0,0,-0.8080429434776306,-1.3115885257720947,-1.8115885257720947,-2.310997724533081,1.1000275144146547,0.19305209029051995,-0.1438900658653841,-0.3649030944539442,-1.9080704578922854,-1.5046406160626147,-1.6676984599067106,-1.9460946300791369,A,A,True,True
Which of the following sociological perspectives views society as a system of interdependent and coordinated parts?,(A) Functionalism,(B) Conflict theory,(C) Symbolic interactionism,(D) Role theory,A,B,False,20.0,0,-1.1791387796401978,-1.1781967878341675,-1.1781967878341675,-2.685997724533081,0.7289316782520876,0.3264438282284472,0.48950167207254314,-0.7399030944539442,-1.9080704578922854,-1.5046406160626147,-1.6676984599067106,-1.9460946300791369,B,A,False,True
The trend of decarceration involves:,(A) community alternatives to imprisonment and institutional care,(B) the increased use of imprisonment as the main form of punishment,(C) transferring the management of prisons to private companies,(D) decentralized organization due to the mobility of capital,A,A,True,20.0,0,-0.48679640889167786,-1.9897310733795166,-1.9906967878341675,-2.482896089553833,1.4212740490006075,-0.4850904573169019,-0.32299832792745686,-0.5368014594746962,-1.9080704578922854,-1.5046406160626147,-1.6676984599067106,-1.9460946300791369,A,A,True,True
"Leroy visits his parents, who live in a primarily African American working-class neighborhood. During his visit, he notices that the community is changing. Several developments have been built to accommodate single-family homes, and upscale shopping centers have been added. While Leroy appreciates these changes, he is worried that his parents will not be able to afford to continue living in their neighborhood because property values are rising. Which of the following best explains what is happening to Leroy's old neighborhood?",(A) Gentrification,(B) Urbanization,(C) White flight,(D) The demographic transition,A,A,True,20.0,0,-0.11273470520973206,-3.108830690383911,-3.6084775924682617,-3.608830690383911,1.7953357526825533,-1.6041900743212965,-1.940779132561551,-1.6627360603047743,-1.9080704578922854,-1.5046406160626147,-1.6676984599067106,-1.9460946300791369,A,A,True,True
Booth's (1901) study revealed that the percentage of people in London who were living in poverty was:,(A) 30.70%,(B) 27.50%,(C) 18.60%,(D) 33.20%,A,B,False,20.0,0,-1.2963305711746216,-1.2959775924682617,-1.2959775924682617,-1.7963305711746216,0.6117398867176638,0.20866302359435296,0.3717208674384489,0.14976405890451527,-1.9080704578922854,-1.5046406160626147,-1.6676984599067106,-1.9460946300791369,B,A,False,True
The 'new man' of the 1980s was alleged to be:,"(A) sensitive, caring, and emotional","(B) laddish, aggressive, and violent",(C) a strong and dependable breadwinner,(D) openly bisexual and proud of it,A,B,False,20.0,0,-0.8705429434776306,-0.8701857924461365,-2.3740885257720947,-2.8740885257720947,1.0375275144146547,0.6344548236164782,-0.7063900658653841,-0.9279938956929579,-1.9080704578922854,-1.5046406160626147,-1.6676984599067106,-1.9460946300791369,B,A,False,True
