Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel transparent?,Yes,0,-1.507474422454834,-0.25942689180374146,-1.3073474273085592,-0.4595538869500162,-0.20012699514627474,No,False
2.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel opaque?,No,0,-3.0466177463531494,-0.053344495594501495,-2.8464907512068747,-0.25347149074077624,-0.20012699514627474,No,True
3.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel transparent?,No,0,-2.14035964012146,-0.1335255205631256,-1.9402326449751852,-0.33365251570940035,-0.20012699514627474,No,True
4.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel opaque?,Yes,0,-0.6988794207572937,-0.6989545226097107,-0.49875242561101896,-0.8990815177559854,-0.20012699514627474,Yes,True
5.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel transparent?,Yes,0,-3.0464510917663574,-0.05399741604924202,-2.8463240966200827,-0.25412441119551676,-0.20012699514627474,No,False
6.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel opaque?,No,0,-2.577784299850464,-0.08231201022863388,-2.377657304704189,-0.2824390053749086,-0.20012699514627474,No,True
7.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel transparent?,No,0,-3.2964510917663574,-0.04173627868294716,-3.0963240966200827,-0.2418632738292219,-0.20012699514627474,No,True
8.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel opaque?,Yes,0,-2.5776875019073486,-0.08225301653146744,-2.377560506761074,-0.2823800116777422,-0.20012699514627474,No,False
9.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel smooth?,Yes,0,-0.8394012451171875,-0.5894990563392639,-0.6392742499709128,-0.7896260514855387,-0.20012699514627474,Yes,True
10.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel rough?,No,0,-4.280805587768555,-0.01804450713098049,-4.08067859262228,-0.21817150227725524,-0.20012699514627474,No,True
