task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-4.448328971862793,-6.687433242797852,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-8.082697868347168,-2.501461982727051,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-3.659205198287964,-4.09004545211792,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-6.162954807281494,-2.018099546432495,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-4.691583633422852,-7.7276787757873535,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-11.661993026733398,-4.183906078338623,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-6.455811500549316,-6.901010990142822,Yes,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-5.057981967926025,-3.7377684116363525,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-4.510131359100342,-3.6503841876983643,No,False
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-5.8422040939331055,-3.41426157951355,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-5.4164276123046875,-7.007726192474365,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-7.980794906616211,-3.6102097034454346,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-6.455785751342773,-6.935376167297363,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-8.730171203613281,-4.560946941375732,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-5.069771766662598,-6.175846099853516,Yes,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-8.951887130737305,-3.2666099071502686,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-5.4164276123046875,-7.007726192474365,Yes,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-8.029619216918945,-3.2836039066314697,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-4.659155368804932,-5.531011581420898,Yes,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-8.862093925476074,-3.669980525970459,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-4.649363994598389,-6.143830299377441,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-7.860234260559082,-3.9259188175201416,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-8.09154987335205,-8.534893989562988,Yes,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-7.1868133544921875,-2.287173271179199,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-5.615204334259033,-5.650543689727783,Yes,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-5.240476608276367,-3.0103418827056885,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-4.5384721755981445,-2.420863389968872,No,False
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-4.439654350280762,-2.760791778564453,No,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,-3.6847524642944336,-5.2876973152160645,Yes,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,-8.698476791381836,-1.8404704332351685,No,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-4.728687763214111,-6.841690540313721,Yes,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,-10.134202003479004,-4.762754440307617,No,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,-4.507113933563232,-5.351832389831543,Yes,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the kitchen?,No,-5.273207664489746,-1.9507204294204712,No,True
