task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-3.3740885257720947,-6.092749118804932,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-3.904493808746338,-3.841993808746338,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-3.2335829734802246,-4.967919826507568,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-4.998754501342773,-2.889359712600708,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-3.2803666591644287,-5.967809677124023,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-4.841495513916016,-3.0761661529541016,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-3.6549649238586426,-5.7488298416137695,Yes,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-5.529380798339844,-4.248297691345215,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-3.88909912109375,-5.310900688171387,Yes,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-4.748071193695068,-4.872815132141113,Yes,False
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-3.4212582111358643,-5.624411582946777,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-5.280184268951416,-3.5459775924682617,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-2.9517781734466553,-5.311088562011719,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-4.090856075286865,-3.6225242614746094,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-3.483631134033203,-5.467970371246338,Yes,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-5.467615604400635,-4.155184268951416,No,True
