Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,quantitative-properties,,antonym,1.0,There are fewer keychains than staplers.,Are there more staplers than keychains?,Yes,-1.3249964714050293,-1.951284646987915,-10.213422775268555,-9.025922775268555,8.888426303863525,7.07463812828064,Yes,True
2.0,1.0,quantitative-properties,,antonym,1.0,There are fewer keychains than staplers.,Are there fewer staplers than keychains?,No,-2.5746893882751465,-1.4987543821334839,-10.213422775268555,-9.025922775268555,7.638733386993408,7.527168393135071,Yes,False
3.0,1.0,quantitative-properties,,antonym,2.0,There are more keychains than staplers.,Are there more staplers than keychains?,No,-2.9509055614471436,-1.7098803520202637,-10.213422775268555,-9.025922775268555,7.262517213821411,7.316042423248291,No,True
4.0,1.0,quantitative-properties,,antonym,2.0,There are more keychains than staplers.,Are there fewer staplers than keychains?,Yes,-1.8720145225524902,-2.810688018798828,-10.213422775268555,-9.025922775268555,8.341408252716064,6.215234756469727,Yes,True
5.0,2.0,quantitative-properties,,antonym,1.0,There are many staplers relative to keychains.,Are there more staplers than keychains?,Yes,-1.5770083665847778,-4.780184268951416,-10.213422775268555,-9.025922775268555,8.636414408683777,4.245738506317139,Yes,True
6.0,2.0,quantitative-properties,,antonym,1.0,There are many staplers relative to keychains.,Are there fewer staplers than keychains?,No,-4.154260158538818,-5.591495513916016,-10.213422775268555,-9.025922775268555,6.059162616729736,3.434427261352539,Yes,False
7.0,2.0,quantitative-properties,,antonym,2.0,There are few staplers relative to keychains.,Are there more staplers than keychains?,No,-3.2019362449645996,-3.2641913890838623,-10.213422775268555,-9.025922775268555,7.011486530303955,5.761731386184692,Yes,False
8.0,2.0,quantitative-properties,,antonym,2.0,There are few staplers relative to keychains.,Are there fewer staplers than keychains?,Yes,-1.522560954093933,-2.9211761951446533,-10.213422775268555,-9.025922775268555,8.690861821174622,6.104746580123901,Yes,True
12.0,2.0,quantitative-properties,,variable swap,2.0,There are many keychains relative to staplers.,Are there fewer staplers than keychains?,Yes,-1.5372364521026611,-3.4513959884643555,-10.213422775268555,-9.025922775268555,8.676186323165894,5.574526786804199,Yes,True
13.0,2.0,quantitative-properties,,variable swap,1.0,There are few keychains relative to staplers.,Are there more staplers than keychains?,Yes,-2.1860885620117188,-4.810797691345215,-10.213422775268555,-9.025922775268555,8.027334213256836,4.21512508392334,Yes,True
14.0,2.0,quantitative-properties,,variable swap,1.0,There are few keychains relative to staplers.,Are there fewer staplers than keychains?,No,-2.1550426483154297,-2.905184507369995,-10.213422775268555,-9.025922775268555,8.058380126953125,6.12073826789856,Yes,False
17.0,3.0,quantitative-properties,,antonym,1.0,Staplers are added to the truck that initially contained the same number of staplers and keychains.,Are there more staplers than keychains?,Yes,-2.5612542629241943,-5.155249118804932,-10.213422775268555,-9.025922775268555,7.65216851234436,3.870673656463623,Yes,True
19.0,3.0,quantitative-properties,,antonym,2.0,Staplers are removed from the truck that initially contained the same number of staplers and keychains.,Are there more staplers than keychains?,No,-2.7803096771240234,-4.249195575714111,-10.213422775268555,-9.025922775268555,7.433113098144531,4.776727199554443,Yes,False
20.0,3.0,quantitative-properties,,antonym,2.0,Staplers are removed from the truck that initially contained the same number of staplers and keychains.,Are there fewer staplers than keychains?,Yes,-2.6242902278900146,-3.7807140350341797,-10.213422775268555,-9.025922775268555,7.58913254737854,5.245208740234375,Yes,True
21.0,4.0,quantitative-properties,,antonym,1.0,Yan has two fewer staplers compared to Chao.,Does Chao have more staplers than Yan?,Yes,-1.3423820734024048,-4.405184268951416,-10.213422775268555,-9.025922775268555,8.87104070186615,4.620738506317139,Yes,True
22.0,4.0,quantitative-properties,,antonym,1.0,Yan has two fewer staplers compared to Chao.,Does Chao have fewer staplers than Yan?,No,-3.326284646987915,-1.2800043821334839,-10.213422775268555,-9.025922775268555,6.88713812828064,7.745918393135071,No,True
23.0,4.0,quantitative-properties,,antonym,2.0,Yan has two additional staplers compared to Chao.,Does Chao have more staplers than Yan?,No,-2.904600143432617,-1.2878457307815552,-10.213422775268555,-9.025922775268555,7.3088226318359375,7.7380770444869995,No,True
