property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-0.1370517909526825,-2.2219278812408447,0.6334487283291916,-1.2430449109967976,-0.7705005192818741,-0.9788829702440471,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-0.2243717759847641,-1.7534406185150146,0.5528040367599931,-0.7773533190822317,-0.7771758127447572,-0.9760872994327829,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-1.2047003507614136,-0.4205072522163391,-0.43122675951703315,0.5645308619675536,-0.7734735912443804,-0.9850381141838928,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-1.1988710165023804,-0.4046284258365631,-0.4204422790357577,0.5726438566199725,-0.7784287374666227,-0.9772722824565356,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-1.66206955909729,-0.2410140186548233,-0.8886808051794235,0.7403527495406923,-0.7733887539178665,-0.9813667681955156,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-0.6307795643806458,-0.8602417707443237,0.14639624836411147,0.11584552868845921,-0.7771758127447572,-0.9760872994327829,Yes,False,True,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-0.8351522088050842,-0.632720947265625,-0.0646516895232101,0.34616202297842213,-0.7705005192818741,-0.9788829702440471,No,False,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-0.8130896687507629,-0.6554078459739685,-0.03591385600600572,0.32067945345881443,-0.7771758127447572,-0.9760872994327829,No,True,False,True
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-0.6242939829826355,-0.8954224586486816,0.14620653629923863,0.0834605115953655,-0.7705005192818741,-0.9788829702440471,Yes,False,True,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-1.0185879468917847,-0.509894847869873,-0.24808742760991054,0.4689881223741741,-0.7705005192818741,-0.9788829702440471,No,True,False,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,20.0,1,-0.7289644479751587,-0.745817244052887,0.049464289491463975,0.23145503840364867,-0.7784287374666227,-0.9772722824565356,Yes,False,False,True
can bark,an arrow,'',Can an arrow bark?,No,random,20.0,4,-1.4663766622543335,-0.3170669674873352,-0.692987908336467,0.6642998007081804,-0.7733887539178665,-0.9813667681955156,No,True,False,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,20.0,0,-0.1791989505290985,-2.0787994861602783,0.5913015687527756,-1.0999165159162312,-0.7705005192818741,-0.9788829702440471,Yes,True,True,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,20.0,3,-0.7097083330154419,-0.8028918504714966,0.06746747972931533,0.17319544896128636,-0.7771758127447572,-0.9760872994327829,Yes,False,False,True
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,20.0,3,-0.0795026421546936,-2.8991050720214844,0.6976731705900636,-1.9230177725887014,-0.7771758127447572,-0.9760872994327829,Yes,True,True,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,20.0,0,-0.47340843081474304,-1.1154539585113525,0.2970920884671311,-0.1365709882673054,-0.7705005192818741,-0.9788829702440471,Yes,False,True,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,20.0,1,-0.9121882915496826,-0.6079453229904175,-0.13375955408305995,0.36932695946611815,-0.7784287374666227,-0.9772722824565356,No,True,False,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,20.0,0,-0.7916397452354431,-0.6690064668655396,-0.021139225953568985,0.3098765033785076,-0.7705005192818741,-0.9788829702440471,No,True,False,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,20.0,3,-0.7851170897483826,-0.6802113056182861,-0.007941277003625347,0.2958759938144968,-0.7771758127447572,-0.9760872994327829,No,True,False,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,20.0,3,-0.4204517900943756,-1.1880425214767456,0.3567240226503816,-0.21195522204396267,-0.7771758127447572,-0.9760872994327829,Yes,False,True,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,20.0,2,-0.5411542057991028,-0.942162811756134,0.23231938544527764,0.04287530242775872,-0.7734735912443804,-0.9850381141838928,Yes,False,True,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,20.0,2,-0.806921660900116,-0.6734061241149902,-0.033448069655735546,0.3116319900689025,-0.7734735912443804,-0.9850381141838928,No,True,False,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,20.0,2,-1.1738474369049072,-0.44550177454948425,-0.4003738456605268,0.5395363396344085,-0.7734735912443804,-0.9850381141838928,No,True,False,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,20.0,3,-0.7360135912895203,-0.7200354933738708,0.04116222145523696,0.2560518060589121,-0.7771758127447572,-0.9760872994327829,No,True,False,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,20.0,3,-0.6397022604942322,-0.8412513136863708,0.13747355225052504,0.1348359857464121,-0.7771758127447572,-0.9760872994327829,Yes,False,True,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,20.0,4,-0.18466883897781372,-1.945656657218933,0.5887199149400528,-0.9642898890234175,-0.7733887539178665,-0.9813667681955156,Yes,True,True,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,20.0,1,-0.8381048440933228,-0.6272969841957092,-0.05967610662670009,0.3499752982608264,-0.7784287374666227,-0.9772722824565356,No,False,False,False
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,20.0,0,-1.0014578104019165,-0.5219241976737976,-0.23095729112004237,0.4569587725702495,-0.7705005192818741,-0.9788829702440471,No,True,False,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,20.0,1,-0.8900167346000671,-0.6015139222145081,-0.11158799713344447,0.3757583602420276,-0.7784287374666227,-0.9772722824565356,No,False,False,False
can be baked,a bean,'',Can a bean be baked?,Yes,random,20.0,2,-0.1890886425971985,-1.8903969526290894,0.5843849486471819,-0.9053588384451966,-0.7734735912443804,-0.9850381141838928,Yes,True,True,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,20.0,2,-0.09588929265737534,-2.5972979068756104,0.6775842985870051,-1.6122597926917175,-0.7734735912443804,-0.9850381141838928,Yes,False,True,False
can be bald,an owl,'',Can an owl be bald?,No,random,20.0,3,-1.2325317859649658,-0.38607537746429443,-0.4553559732202086,0.5900119219684885,-0.7771758127447572,-0.9760872994327829,No,True,False,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,20.0,4,-0.9339128136634827,-0.6017304062843323,-0.16052405974561612,0.37963636191118333,-0.7733887539178665,-0.9813667681955156,No,True,False,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,20.0,1,-0.9084346294403076,-0.5785649418830872,-0.13000589197368495,0.3987073405734485,-0.7784287374666227,-0.9772722824565356,No,False,False,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,20.0,3,-0.403503954410553,-1.233053207397461,0.37367185833420424,-0.256965907964678,-0.7771758127447572,-0.9760872994327829,Yes,True,True,True
can be bent,an owl,'',Can an owl be bent?,No,random,20.0,1,-1.1569366455078125,-0.43504106998443604,-0.37850790804118983,0.5422312124720996,-0.7784287374666227,-0.9772722824565356,No,True,False,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,20.0,2,-0.3530576527118683,-1.3526506423950195,0.42041593853251213,-0.3676125282111268,-0.7734735912443804,-0.9850381141838928,Yes,True,True,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,20.0,4,-0.20578715205192566,-1.8730170726776123,0.5676016018659409,-0.8916503044820967,-0.7733887539178665,-0.9813667681955156,Yes,True,True,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,20.0,4,-0.6579943895339966,-0.8793513774871826,0.11539436438386996,0.10201539070833299,-0.7733887539178665,-0.9813667681955156,Yes,False,True,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,20.0,3,-0.8586941957473755,-0.6195607781410217,-0.08151838300261827,0.3565265212917612,-0.7771758127447572,-0.9760872994327829,No,False,False,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,20.0,0,-0.3098181486129761,-1.5041732788085938,0.46068237066889806,-0.5252903085645466,-0.7705005192818741,-0.9788829702440471,Yes,False,True,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,20.0,1,-0.6513674259185791,-0.8257867097854614,0.12706131154804357,0.1514855726710742,-0.7784287374666227,-0.9772722824565356,Yes,True,False,False
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,20.0,0,-0.8011411428451538,-0.6443861126899719,-0.03064062356327968,0.3344968575540752,-0.7705005192818741,-0.9788829702440471,No,False,False,False
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,20.0,1,-0.8399835824966431,-0.6892930269241333,-0.0615548450300204,0.28797925553240233,-0.7784287374666227,-0.9772722824565356,No,True,False,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,20.0,3,-0.1679324060678482,-2.048128128051758,0.609243406676909,-1.0720408286189749,-0.7771758127447572,-0.9760872994327829,Yes,True,True,True
can be cold,a plow,'',Can a plow be cold?,No,random,20.0,2,-0.6806933879852295,-0.7960363030433655,0.09278020325915093,0.18900181114052728,-0.7734735912443804,-0.9850381141838928,Yes,False,False,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,20.0,4,-0.13933467864990234,-2.2378554344177246,0.6340540752679642,-1.256488666222209,-0.7733887539178665,-0.9813667681955156,Yes,True,True,True
can be covered,butter,'',Can butter be covered?,No,random,20.0,2,-0.343288391828537,-1.3520593643188477,0.43018519941584343,-0.3670212501349549,-0.7734735912443804,-0.9850381141838928,Yes,False,True,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,20.0,4,-0.7212973833084106,-0.7431505918502808,0.0520913706094559,0.23821617634523484,-0.7733887539178665,-0.9813667681955156,Yes,False,False,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,20.0,1,-0.30290400981903076,-1.4701592922210693,0.4755247276475919,-0.4928870097645337,-0.7784287374666227,-0.9772722824565356,Yes,True,True,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,20.0,2,-0.8952103853225708,-0.6180860996246338,-0.12173679407819038,0.36695201455925897,-0.7734735912443804,-0.9850381141838928,No,True,False,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,20.0,3,-1.0829704999923706,-0.4864664077758789,-0.3057946872476134,0.48962089165690403,-0.7771758127447572,-0.9760872994327829,No,True,False,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,20.0,3,-0.3125445246696472,-1.4195420742034912,0.46463128807511,-0.44345477477070827,-0.7771758127447572,-0.9760872994327829,Yes,True,True,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,20.0,1,-0.6291754841804504,-0.8656873106956482,0.14925325328617223,0.11158497176088744,-0.7784287374666227,-0.9772722824565356,Yes,False,True,False
can be curly,hair,'',Can hair be curly?,Yes,random,20.0,4,-0.1656794250011444,-2.189523220062256,0.6077093289167221,-1.2081564518667403,-0.7733887539178665,-0.9813667681955156,Yes,True,True,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,20.0,3,-0.10442519187927246,-2.5118885040283203,0.6727506208654848,-1.5358012045955374,-0.7771758127447572,-0.9760872994327829,Yes,True,True,True
