property,prefix,Context,Question,Correct Answer,negative_sample_type,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,20.0,0,-0.005875098053365946,-5.458168029785156,2.946167784639473,-2.3672771303948474,-2.952042882692839,-3.090890899390309,Yes,True,True,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,20.0,3,-3.957669105147943e-05,-10.387859344482422,3.0176572732194313,-7.308628291392334,-3.017696849910483,-3.079231053090088,Yes,True,True,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,20.0,2,-6.408266067504883,-0.0016576610505580902,-3.4125323391383584,3.1318379439838986,-2.9957337283665244,-3.1334956050344567,No,True,False,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,20.0,1,-6.525635242462158,-0.0014788892585784197,-3.5192058577103125,3.0871753604230174,-3.0064293847518457,-3.088654249681596,No,True,False,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,20.0,4,-10.664809226989746,-3.9457496313843876e-05,-7.726660505147004,3.101170366453143,-2.938148721842742,-3.101209823949457,No,True,False,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,20.0,3,-1.080839991569519,-0.4145784080028534,1.9368568583409638,2.6646526450872345,-3.017696849910483,-3.079231053090088,No,True,False,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,20.0,0,-3.328237533569336,-0.03653772547841072,-0.37619465087649706,3.054353173911898,-2.952042882692839,-3.090890899390309,No,False,False,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,20.0,3,-6.744046211242676,-0.0011979310074821115,-3.726349361332193,3.078033122082606,-3.017696849910483,-3.079231053090088,No,True,False,True
can affect urine,hair,'',Can hair affect urine?,No,random,20.0,0,-1.0911328792572021,-0.4094085097312927,1.8609100034356367,2.681482389659016,-2.952042882692839,-3.090890899390309,No,True,False,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,20.0,0,-3.808828830718994,-0.02244741842150688,-0.8567859480261553,3.068443480968802,-2.952042882692839,-3.090890899390309,No,True,False,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,20.0,1,-5.713980674743652,-0.003337410045787692,-2.7075512899918066,3.085316839635808,-3.0064293847518457,-3.088654249681596,No,True,False,True
can bark,an arrow,'',Can an arrow bark?,No,random,20.0,4,-12.533535957336426,-1.4781842764932662e-05,-9.595387235493684,3.101195042106692,-2.938148721842742,-3.101209823949457,No,True,False,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,20.0,0,-0.00011979813280049711,-9.302000999450684,2.9519230845600384,-6.211110100060375,-2.952042882692839,-3.090890899390309,Yes,True,True,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,20.0,3,-0.014024481177330017,-4.278392314910889,3.003672368733153,-1.1991612618208007,-3.017696849910483,-3.079231053090088,Yes,False,True,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,20.0,3,-0.0004040376516059041,-8.126335144042969,3.017292812258877,-5.047104090952881,-3.017696849910483,-3.079231053090088,Yes,True,True,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,20.0,0,-0.002299761399626732,-6.111721515655518,2.949743121293212,-3.0208306162652088,-2.952042882692839,-3.090890899390309,Yes,False,True,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,20.0,1,-0.18638387322425842,-1.7717150449752808,2.8200455115275873,1.316939204706315,-3.0064293847518457,-3.088654249681596,Yes,False,True,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,20.0,0,-1.4130910634994507,-0.27893292903900146,1.5389518191933882,2.8119579703513073,-2.952042882692839,-3.090890899390309,No,True,False,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,20.0,3,-0.11526615917682648,-2.2178938388824463,2.9024306907336563,0.8613372142076416,-3.017696849910483,-3.079231053090088,Yes,False,True,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,20.0,3,-0.0023636275436729193,-6.051977634429932,3.01533322236681,-2.9727465813398437,-3.017696849910483,-3.079231053090088,Yes,False,True,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,20.0,2,-0.0023554216604679823,-6.055231094360352,2.9933783067060564,-2.921735489325895,-2.9957337283665244,-3.1334956050344567,Yes,False,True,False
