Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,physical-relations,,antonym,1,The truck is in front of the bed.,Is the truck blocking the bed?,Yes,20.0,0,-1.1092535257339478,-0.6054242849349976,1.5716054994716413,-0.07031181647390539,-2.680859025205589,-0.5351124684610922,No,False,True,True
2,1,physical-relations,,antonym,1,The truck is in front of the bed.,Is the bed blocking the truck?,No,20.0,0,-1.062425136566162,-0.5624251365661621,1.618433888639427,-0.027312668105069937,-2.680859025205589,-0.5351124684610922,No,True,True,False
3,1,physical-relations,,antonym,2,The truck is behind the bed.,Is the truck blocking the bed?,No,20.0,0,-1.4061304330825806,-0.4061774015426636,1.2747285921230085,0.1289350669184286,-2.680859025205589,-0.5351124684610922,No,True,True,False
4,1,physical-relations,,antonym,2,The truck is behind the bed.,Is the bed blocking the truck?,Yes,20.0,0,-1.1091747283935547,-0.6053953170776367,1.5716842968120344,-0.07028284861654455,-2.680859025205589,-0.5351124684610922,No,False,True,True
7,1,physical-relations,,variable swap,2,The bed is in front of the truck.,Is the truck blocking the bed?,No,20.0,0,-0.8514894247055054,-0.8515181541442871,1.8293696005000837,-0.31640568568319494,-2.680859025205589,-0.5351124684610922,Yes,False,True,False
8,1,physical-relations,,variable swap,2,The bed is in front of the truck.,Is the bed blocking the truck?,Yes,20.0,0,-1.2654995918273926,-0.7655489444732666,1.4153594333781965,-0.23043647601217443,-2.680859025205589,-0.5351124684610922,No,False,True,True
9,1,physical-relations,,variable swap,1,The bed is behind the truck.,Is the truck blocking the bed?,Yes,20.0,0,-1.0701881647109985,-0.5702370405197144,1.6106708604945905,-0.03512457205862218,-2.680859025205589,-0.5351124684610922,No,False,True,True
10,1,physical-relations,,variable swap,1,The bed is behind the truck.,Is the bed blocking the truck?,No,20.0,0,-1.4842535257339478,-0.4843013286590576,1.1966054994716413,0.050811139802034555,-2.680859025205589,-0.5351124684610922,No,True,True,False
13,2,physical-relations,,variable swap,1,Chao needs to move the truck to reach the bed.,Is the truck blocking the bed?,Yes,20.0,0,-0.7342535257339478,-1.2342535257339478,1.9466054994716413,-0.6991410572728556,-2.680859025205589,-0.5351124684610922,Yes,True,True,True
14,2,physical-relations,,variable swap,1,Chao needs to move the truck to reach the bed.,Is the bed blocking the truck?,No,20.0,0,-0.31823527812957764,-2.3123767375946045,2.3626237470760114,-1.7772642691335123,-2.680859025205589,-0.5351124684610922,Yes,False,True,False
