property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-3.149740695953369,-3.1538503170013428,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-4.0443501472473145,-3.3228089809417725,No,False
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-5.770540237426758,-2.794976234436035,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-5.6068501472473145,-2.6364824771881104,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-5.113952159881592,-2.855830669403076,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-5.014860153198242,-4.819775581359863,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-4.613250732421875,-2.7652158737182617,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-3.8864824771881104,-3.3896992206573486,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-4.014860153198242,-4.575029373168945,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-4.183421611785889,-4.685997486114502,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-4.180784702301025,-4.683421611785889,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-3.637397289276123,-3.88909912109375,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-2.6053595542907715,-4.591350555419922,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-2.8527634143829346,-4.870921611785889,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-2.6297476291656494,-5.144853591918945,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-2.879404306411743,-4.868284702301025,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-2.9932847023010254,-4.497524261474609,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.5756001472473145,-4.085399627685547,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-4.875532150268555,-4.907749652862549,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-3.092773199081421,-4.6255693435668945,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-4.107662677764893,-5.127401828765869,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-4.055784702301025,-5.060024261474609,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-4.996026039123535,-4.594282150268555,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-3.274740695953369,-3.777296781539917,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-3.872753858566284,-4.399322032928467,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-3.899458646774292,-5.921465873718262,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-4.451412677764893,-5.845249652862549,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-3.654003858566284,-4.678885459899902,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-4.451412677764893,-5.4818501472473145,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-3.4777634143829346,-4.464796543121338,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-3.3754119873046875,-5.9380693435668945,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-3.9463043212890625,-3.950610399246216,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-5.305784702301025,-4.805784702301025,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-2.5637402534484863,-4.805784702301025,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-3.9932847023010254,-4.248071193695068,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-3.962240695953369,-3.4672937393188477,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-3.719282388687134,-5.013653755187988,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-4.082353591918945,-4.589542388916016,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-3.8323535919189453,-4.589542388916016,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-3.9489824771881104,-3.9521992206573486,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-3.4194376468658447,-4.40536642074585,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-3.907749652862549,-4.173336505889893,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-3.868208646774292,-5.882275581359863,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-5.555784702301025,-5.060024261474609,No,True
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-2.2616095542907715,-4.777042388916016,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-3.7475242614746094,-4.249088764190674,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-2.8881001472473145,-4.894853591918945,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-3.738952159881592,-4.743284702301025,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-3.988952159881592,-3.4959216117858887,No,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-3.5088043212890625,-4.528696060180664,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-3.6027634143829346,-4.091350555419922,Yes,False
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-3.513110399246216,-3.5146992206573486,Yes,False
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-3.6957459449768066,-4.826153755187988,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-3.3682847023010254,-4.370921611785889,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-3.5198535919189453,-4.527042388916016,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-4.27479362487793,-5.332000732421875,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-3.7277634143829346,-3.482476234436035,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-3.5451626777648926,-5.075029373168945,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-5.258711814880371,-4.274740695953369,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-2.3995347023010254,-5.402296543121338,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-3.462240695953369,-4.464796543121338,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-3.5359976291656494,-5.055784702301025,Yes,False
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-3.061523199081421,-5.595249652862549,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-2.9794580936431885,-4.367393970489502,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-4.103729724884033,-4.397054195404053,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-4.461958408355713,-4.738952159881592,Yes,False
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-4.368284702301025,-4.372524261474609,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-3.5483365058898926,-4.055784702301025,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-4.08729362487793,-5.0288543701171875,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-4.426452159881592,-3.9178595542907715,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-4.226754665374756,-4.488952159881592,Yes,False
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-3.86249041557312,-4.245921611785889,Yes,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-3.713676929473877,-4.091196060180664,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-3.098154306411743,-5.583040237426758,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-2.4307847023010254,-5.430784702301025,Yes,False
can be fair,a piano,'',Can a piano be fair?,No,random,-4.370921611785889,-4.123497486114502,No,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-4.025850296020508,-4.278696060180664,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-3.442580461502075,-4.182582378387451,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-3.372191905975342,-3.6338043212890625,Yes,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-5.399458408355713,-5.4193501472473145,Yes,False
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-3.39374041557312,-4.2751336097717285,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-3.3682847023010254,-4.371822357177734,Yes,False
can be fished,a herring,'',Can a herring be fished?,Yes,random,-4.089542388916016,-3.716993808746338,No,False
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-3.2902634143829346,-4.810024261474609,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,-4.207353591918945,-4.714542388916016,Yes,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-3.0600242614746094,-4.060997486114502,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-2.4334216117858887,-4.933421611785889,Yes,False
can be folded,a finger,'',Can a finger be folded?,No,random,-3.6660380363464355,-4.059695243835449,Yes,False
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-3.1451661586761475,-3.9122695922851562,Yes,True
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,-5.621822357177734,-4.373497486114502,No,True
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,-3.756875514984131,-3.513110399246216,No,False
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,-4.29918909072876,-4.4322662353515625,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,-3.590941905975342,-4.085399627685547,Yes,False
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,-3.7732677459716797,-3.4122695922851562,No,False
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,-5.153696060180664,-2.6553096771240234,No,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,-3.2639126777648926,-4.289254665374756,Yes,True
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,-3.551452159881592,-3.5584216117858887,Yes,False
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,-3.2824902534484863,-4.522899627685547,Yes,False
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-3.2050790786743164,-4.238952159881592,Yes,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-3.376499652862549,-3.26874041557312,No,True
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-3.1262402534484863,-3.1353089809417725,Yes,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-4.805784702301025,-3.5605714321136475,No,True
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-4.245921611785889,-4.247524261474609,Yes,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-3.4350411891937256,-5.439901828765869,Yes,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,-4.470249652862549,-4.613952159881592,Yes,False
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,-3.160654306411743,-3.666722059249878,Yes,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,-3.5119683742523193,-3.63909912109375,Yes,False
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,-3.8326661586761475,-4.455019474029541,Yes,True
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,-4.310024261474609,-3.5617902278900146,No,True
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,-2.7318501472473145,-3.7432847023010254,Yes,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,-4.313032150268555,-3.5864858627319336,No,True
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,-3.836958646774292,-4.110836505889893,Yes,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-4.771792888641357,-3.7937464714050293,No,False
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-4.051452159881592,-3.6673262119293213,No,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-6.645540237426758,-4.901176929473877,No,True
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-4.202360153198242,-4.251499652862549,Yes,False
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-3.3295865058898926,-3.4642715454101562,Yes,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-4.387529373168945,-4.399322032928467,Yes,False
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-4.245921611785889,-4.248497486114502,Yes,False
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-4.443248748779297,-3.587240695953369,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-4.180708408355713,-4.458040237426758,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-3.7427358627319336,-4.394853591918945,Yes,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-2.5131001472473145,-4.519853591918945,Yes,True
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-2.457702159881592,-4.958040237426758,Yes,False
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-4.541958332061768,-3.0410380363464355,No,True
