property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.13247448205947876,-2.3904995918273926,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.4587765038013458,-1.2108391523361206,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-0.7770753502845764,-0.7772449254989624,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-1.7420302629470825,-0.24212968349456787,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-1.7263637781143188,-0.22453641891479492,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-0.429354727268219,-1.6795650720596313,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-0.960594117641449,-0.7107292413711548,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-0.37878239154815674,-1.3827537298202515,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-0.09648194164037704,-2.8436570167541504,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-1.062341570854187,-0.5624417066574097,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-0.613186240196228,-0.8632463216781616,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-1.328027367591858,-0.3280891180038452,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.043789755553007126,-5.531130313873291,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.4021346867084503,-1.9060865640640259,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.024193530902266502,-5.531172752380371,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-0.3415873348712921,-1.5936508178710938,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-0.7459708452224731,-0.7460485696792603,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-0.6990584135055542,-1.1952370405197144,Yes,False
