Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,spatial-relations,,antonym,1.0,The nail is to the right of the wheel.,Is the wheel to the left of the nail?,Yes,0,-0.15753939747810364,-2.154372453689575,-0.5058355306050387,-1.80607632056264,0.3482961331269351,Yes,True
2.0,1.0,spatial-relations,,antonym,1.0,The nail is to the right of the wheel.,Is the wheel to the right of the nail?,No,0,-2.1645445823669434,-0.1629803478717804,-2.5128407154938786,0.18531578525515469,0.3482961331269351,No,True
3.0,1.0,spatial-relations,,antonym,2.0,The nail is to the left of the wheel.,Is the wheel to the left of the nail?,No,0,-2.1602256298065186,-0.15830281376838684,-2.5085217629334537,0.18999331935854824,0.3482961331269351,No,True
4.0,1.0,spatial-relations,,antonym,2.0,The nail is to the left of the wheel.,Is the wheel to the right of the nail?,Yes,0,-0.5191606283187866,-1.018187403678894,-0.8674567614457217,-0.669891270551959,0.3482961331269351,No,False
5.0,2.0,spatial-relations,,antonym,1.0,The nail is next to the right side of the wheel.,Is the wheel to the left of the nail?,Yes,0,-0.5141022801399231,-1.0115262269973755,-0.8623984132668582,-0.6632300938704404,0.3482961331269351,No,False
6.0,2.0,spatial-relations,,antonym,1.0,The nail is next to the right side of the wheel.,Is the wheel to the right of the nail?,No,0,-0.5205312967300415,-1.019558072090149,-0.8688274298569766,-0.6712619389632138,0.3482961331269351,No,True
7.0,2.0,spatial-relations,,antonym,2.0,The nail is next to the left side of the wheel.,Is the wheel to the left of the nail?,No,0,-0.508059561252594,-1.0054835081100464,-0.8563556943795291,-0.6571873749831113,0.3482961331269351,No,True
8.0,2.0,spatial-relations,,antonym,2.0,The nail is next to the left side of the wheel.,Is the wheel to the right of the nail?,Yes,0,-0.7433351278305054,-0.7423617839813232,-1.0916312609574406,-0.39406565085438816,0.3482961331269351,No,False
10.0,2.0,spatial-relations,,antonym,1.0,The nail is next to the right side of the wheel.,Is the nail to the left of the wheel?,No,0,-1.3374043703079224,-0.3368135392665863,-1.6857005034348576,0.011482593860348778,0.3482961331269351,No,True
12.0,2.0,spatial-relations,,antonym,2.0,The nail is next to the left side of the wheel.,Is the nail to the left of the wheel?,Yes,0,-0.054686740040779114,-3.5521106719970703,-0.4029828731677142,-3.203814538870135,0.3482961331269351,Yes,True
13.0,2.0,spatial-relations,,antonym,1.0,The nail is next to the right side of the wheel.,Is the nail to the right of the wheel?,Yes,0,-0.05626582354307175,-3.5510528087615967,-0.40456195667000683,-3.2027566756346615,0.3482961331269351,Yes,True
15.0,2.0,spatial-relations,,antonym,2.0,The nail is next to the left side of the wheel.,Is the nail to the right of the wheel?,No,0,-2.151418924331665,-0.1508280634880066,-2.4997150574586002,0.1974680696389285,0.3482961331269351,No,True
17.0,3.0,spatial-relations,,antonym,1.0,The wheel is in front of Chao. Chao turns right.,Is the wheel to the left of Chao?,Yes,0,-0.3277184069156647,-1.326115608215332,-0.6760145400425998,-0.977819475088397,0.3482961331269351,Yes,True
18.0,3.0,spatial-relations,,antonym,1.0,The wheel is in front of Chao. Chao turns right.,Is the wheel to the right of Chao?,No,0,-0.3317241668701172,-1.3274844884872437,-0.6800202999970523,-0.9791883553603086,0.3482961331269351,Yes,False
19.0,3.0,spatial-relations,,antonym,2.0,The wheel is in front of Chao. Chao turns left.,Is the wheel to the left of Chao?,No,0,-0.49608084559440613,-0.9934439063072205,-0.8443769787213412,-0.6451477731802854,0.3482961331269351,No,True
20.0,3.0,spatial-relations,,antonym,2.0,The wheel is in front of Chao. Chao turns left.,Is the wheel to the right of Chao?,Yes,0,-0.7145020365715027,-0.7128993272781372,-1.0627981696984379,-0.3646031941512021,0.3482961331269351,No,False
21.0,4.0,spatial-relations,,antonym,1.0,The wheel is to the right of Chao. Chao turns around.,Is the wheel to the left of Chao?,Yes,0,-0.2348032146692276,-1.7305635213851929,-0.5830993477961627,-1.3822673882582577,0.3482961331269351,Yes,True
22.0,4.0,spatial-relations,,antonym,1.0,The wheel is to the right of Chao. Chao turns around.,Is the wheel to the right of Chao?,No,0,-1.7431992292404175,-0.24159649014472961,-2.0914953623673527,0.10669964298220547,0.3482961331269351,No,True
23.0,4.0,spatial-relations,,antonym,2.0,The wheel is to the left of Chao. Chao turns around.,Is the wheel to the left of Chao?,No,0,-1.0261716842651367,-0.5219319462776184,-1.374467817392072,-0.17363581315068333,0.3482961331269351,No,True
24.0,4.0,spatial-relations,,antonym,2.0,The wheel is to the left of Chao. Chao turns around.,Is the wheel to the right of Chao?,Yes,0,-0.5004662871360779,-0.9988635778427124,-0.848762420263013,-0.6505674447157773,0.3482961331269351,No,False
25.0,5.0,spatial-relations,,antonym,1.0,"The shop is in front of Chao, and the zoo is behind. Chao turns right.",Is the shop to the left of Chao?,Yes,0,-0.714893639087677,-0.7106539607048035,-1.0631897722146122,-0.3623578275778684,0.3482961331269351,No,False
26.0,5.0,spatial-relations,,antonym,1.0,"The shop is in front of Chao, and the zoo is behind. Chao turns right.",Is the shop to the right of Chao?,No,0,-0.7074174284934998,-0.7031777501106262,-1.055713561620435,-0.35488161698369114,0.3482961331269351,No,True
27.0,5.0,spatial-relations,,antonym,2.0,"The shop is in front of Chao, and the zoo is behind. Chao turns left.",Is the shop to the left of Chao?,No,0,-0.7062264084815979,-0.7019867300987244,-1.054522541608533,-0.3536905969717893,0.3482961331269351,No,True
