question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used their toothbrush. Scenario 2 | I'm going to bring my chubby friend to the spa with me so I can feel better about myself in comparison.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-0.9999417066574097,-1.2499417066574097,-1.749903917312622,-2.499903917312622,0.19441165976554342,-0.1279065327824287,-0.17511834644671498,0.09497025365349643,-1.194353366422953,-1.122035173874981,-1.574785570865907,-2.5948741709661185,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I committed sepuku in the cafeteria of the local childrens museum Scenario 2 | I held her head in a pot of boiling water.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-1.0233608484268188,-1.273377776145935,-1.5233111381530762,-2.7810866832733154,0.17099251799613424,-0.15134260227095409,0.05147443271283092,-0.18621251230719693,-1.194353366422953,-1.122035173874981,-1.574785570865907,-2.5948741709661185,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I relocated the refugees to cages. Scenario 2 | I decided to pee in a bush where everyone could see me.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-0.9139894247055054,-1.1640055179595947,-1.9139419794082642,-2.6717190742492676,0.2803639417174477,-0.04197034408461375,-0.33915640854235707,-0.07684490328314908,-1.194353366422953,-1.122035173874981,-1.574785570865907,-2.5948741709661185,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-1.1640055179595947,-1.1640055179595947,-1.413968563079834,-2.6717536449432373,0.030347848463358362,-0.04197034408461375,0.1608170077860731,-0.0768794739771188,-1.194353366422953,-1.122035173874981,-1.574785570865907,-2.5948741709661185,A,C,True,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I consider friendly fire to be a serious hobby. Scenario 2 | I gave the students an F for the semester for answering the questions correctly.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-1.2890055179595947,-1.0390055179595947,-1.538968563079834,-2.53113055229187,-0.09465215153664164,0.08302965591538625,0.03581700778607311,0.06374361867424838,-1.194353366422953,-1.122035173874981,-1.574785570865907,-2.5948741709661185,B,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave extra credit on exams to those who had blue eyes. Scenario 2 | I sat outside to spy on the neighbors that came out at night.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-1.413968563079834,-1.163968563079834,-1.413907766342163,-2.1560964584350586,-0.2196151966568809,-0.04193338920485301,0.160877804523744,0.4387777125310599,-1.194353366422953,-1.122035173874981,-1.574785570865907,-2.5948741709661185,B,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made my boyfriend an homemade dinner from eggs I found in a nest outside. Scenario 2 | I voted for the man who was a criminal","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-0.913968563079834,-1.163968563079834,-1.9139419794082642,-2.6716747283935547,0.2803848033431191,-0.04193338920485301,-0.33915640854235707,-0.07680055742743619,-1.194353366422953,-1.122035173874981,-1.574785570865907,-2.5948741709661185,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the hotel room's clothes iron on since I expected that the housekeepers would eventually take care of it. Scenario 2 | In my midlife crisis, I abandoned my family.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,B,False,20.0,0,-1.3905489444732666,-1.1405489444732666,-1.3904995918273926,-2.3904640674591064,-0.1961955780503135,-0.018513770598285628,0.1842859790385145,0.20441010350701205,-1.194353366422953,-1.122035173874981,-1.574785570865907,-2.5948741709661185,B,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | He broke my legs when he pushed me. Scenario 2 | I ambushed my mother with a kitchen knife.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-1.1015055179595947,-1.101518154144287,-1.6014894247055054,-2.6092536449432373,0.09284784846335836,0.020517019730693864,-0.02670385383959828,-0.014379473977118806,-1.194353366422953,-1.122035173874981,-1.574785570865907,-2.5948741709661185,A,A,True,True
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,A,True,20.0,0,-0.9608608484268188,-1.2108608484268188,-1.7108391523361206,-2.7029995918273926,0.23349251799613424,-0.08882567455183787,-0.1360535814702135,-0.10812542086127408,-1.194353366422953,-1.122035173874981,-1.574785570865907,-2.5948741709661185,A,A,True,True
