Type,Digits,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
Arithmetic,1_digit_addition,'',Is 8 plus 3 equal to 17?,No,20.0,0,-4.805784702301025,-0.6203797459602356,-2.2223674030043186,2.7453558620065452,-2.583417299296707,-3.365735607966781,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 6 equal to 5?,No,20.0,3,-3.5744683742523193,-1.388335108757019,-0.989166143257171,1.9841690815053878,-2.5853022309951483,-3.372504190262407,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 4?,No,20.0,4,-4.248754501342773,-0.8821809887886047,-1.6513191629511614,2.4949049158021808,-2.597435338391612,-3.3770859045907855,No,True,False,True
Arithmetic,1_digit_addition,'',Is 7 plus 0 equal to 6?,No,20.0,0,-3.0728089809417725,-1.823851227760315,-0.48939168164506563,1.541884380206466,-2.583417299296707,-3.365735607966781,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 4?,No,20.0,1,-2.385472059249878,-2.135932207107544,0.218678679037839,1.2265820381231607,-2.604150738287717,-3.3625142452307046,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 1 equal to 9?,No,20.0,2,-4.682582378387451,-0.7392252683639526,-2.0936006338646016,2.6367858790482086,-2.5889817445228496,-3.3760111474121612,No,True,False,True
Arithmetic,1_digit_addition,'',Is 4 plus 0 equal to 6?,No,20.0,0,-4.213676929473877,-1.0983598232269287,-1.6302596301771701,2.267375784739852,-2.583417299296707,-3.365735607966781,No,True,False,True
Arithmetic,1_digit_addition,'',Is 6 plus 6 equal to 70?,No,20.0,3,-3.399740695953369,-1.7146716117858887,-0.8144384649582208,1.6578325784765182,-2.5853022309951483,-3.372504190262407,No,True,False,True
Arithmetic,1_digit_addition,'',Is 3 plus 8 equal to 77?,No,20.0,0,-3.9122695922851562,-1.3542221784591675,-1.3288522929884494,2.0115134295076134,-2.583417299296707,-3.365735607966781,No,True,False,True
Arithmetic,1_digit_addition,'',Is 8 plus 1 equal to 8?,No,20.0,2,-2.963676929473877,-1.7846875190734863,-0.3746951849510274,1.591323628338675,-2.5889817445228496,-3.3760111474121612,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 7 equal to 76?,No,20.0,0,-3.4160380363464355,-1.042601227760315,-0.8326207370497287,2.323134380206466,-2.583417299296707,-3.365735607966781,No,True,False,True
Arithmetic,1_digit_addition,'',Is 2 plus 3 equal to 3?,No,20.0,0,-2.7142715454101562,-2.5264835357666016,-0.13085424611344942,0.8392520722001793,-2.583417299296707,-3.365735607966781,No,True,False,True
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 89?,No,20.0,0,-4.427743911743164,-1.1822662353515625,-1.8443266124464572,2.1834693726152183,-2.583417299296707,-3.365735607966781,No,True,False,True
Arithmetic,1_digit_addition,'',Is 5 plus 4 equal to 7?,No,20.0,4,-2.793102502822876,-1.2856537103652954,-0.19566716443126397,2.09143219422549,-2.597435338391612,-3.3770859045907855,No,True,False,True
Arithmetic,1_digit_addition,'',Is 1 plus 4 equal to 8?,No,20.0,3,-3.885932207107544,-1.0120806694030762,-1.3006299761123956,2.3604235208593307,-2.5853022309951483,-3.372504190262407,No,True,False,True
