property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-0.33769649267196655,-1.3367232084274292,-0.13136270200623024,-1.5430569990931655,-0.20633379066573632,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.10168091207742691,-2.600707530975342,0.1046528785883094,-2.807041321641078,-0.20633379066573632,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-0.2298491895198822,-1.7288758754730225,-0.023515398854145886,-1.9352096661387588,-0.20633379066573632,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-2.151165723800659,-0.14960166811943054,-1.9448319331349229,-0.35593545878516686,-0.20633379066573632,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-4.053309440612793,-0.05233612284064293,-3.8469756499470567,-0.25866991350637925,-0.20633379066573632,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-2.632324457168579,-0.13173365592956543,-2.425990666502843,-0.33806744659530175,-0.20633379066573632,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-0.3476425111293793,-1.3466691970825195,-0.14130872046364296,-1.5530029877482558,-0.20633379066573632,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-1.3643485307693481,-0.36337533593177795,-1.1580147401036118,-0.5697091265975143,-0.20633379066573632,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-1.0591456890106201,-0.5581724047660828,-0.8528118983448838,-0.7645061954318191,-0.20633379066573632,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-2.168586015701294,-0.16761267185211182,-1.9622522250355576,-0.37394646251784813,-0.20633379066573632,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-1.3924270868301392,-0.38985103368759155,-1.1860932961644028,-0.5961848243533279,-0.20633379066573632,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-4.042985916137695,-0.042012784630060196,-3.836652125471959,-0.2483465752957965,-0.20633379066573632,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-0.17025156319141388,-2.168687343597412,0.03608222747432244,-2.3750211342631484,-0.20633379066573632,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-0.7972865700721741,-0.7963132262229919,-0.5909527794064378,-1.0026470168887283,-0.20633379066573632,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-0.08010449260473251,-3.077528476715088,0.1262292980610038,-3.283862267380824,-0.20633379066573632,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-1.100063681602478,-0.5984609723091125,-0.8937298909367417,-0.8047947629748489,-0.20633379066573632,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-1.4370218515396118,-0.43604862689971924,-1.2306880608738755,-0.6423824175654556,-0.20633379066573632,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-3.1022250652313232,-0.10125172138214111,-2.895891274565587,-0.30758551204787743,-0.20633379066573632,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-1.7640340328216553,-0.26145797967910767,-1.557700242155919,-0.467791770344844,-0.20633379066573632,No,True
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-3.0873286724090576,-0.08475252985954285,-2.8809948817433213,-0.29108632052527916,-0.20633379066573632,No,True
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-2.6186180114746094,-0.11764465272426605,-2.412284220808873,-0.32397844339000237,-0.20633379066573632,No,True
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-0.7835057973861694,-0.7809297442436218,-0.5771720067204331,-0.9872635349093581,-0.20633379066573632,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-2.681090831756592,-0.1794881522655487,-2.4747570410908555,-0.385821942931285,-0.20633379066573632,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-2.6174631118774414,-0.11648977547883987,-2.411129321211705,-0.3228235661445762,-0.20633379066573632,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-2.179169178009033,-0.17659306526184082,-1.9728353873432969,-0.38292685592757714,-0.20633379066573632,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-0.23727019131183624,-1.736679196357727,-0.030936400646099926,-1.9430129870234634,-0.20633379066573632,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-0.5245967507362366,-1.023032546043396,-0.31826296007050026,-1.2293663367091323,-0.20633379066573632,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-1.394437551498413,-0.39186155796051025,-1.1881037608326768,-0.5981953486262466,-0.20633379066573632,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,0,-0.5286142826080322,-1.02764093875885,-0.3222804919422959,-1.2339747294245864,-0.20633379066573632,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,0,-0.34372058510780334,-1.3421564102172852,-0.13738679444206703,-1.5484902008830215,-0.20633379066573632,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,0,-0.35860714316368103,-1.3576338291168213,-0.15227335249794471,-1.5639676197825576,-0.20633379066573632,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,0,-1.025354266166687,-0.5243809223175049,-0.8190204755009507,-0.7307147129832412,-0.20633379066573632,No,True
