property,prefix,Context,Question,Correct Answer,negative_sample_type,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,0,-0.0006121397018432617,-7.437499046325684,0.2518692198708088,-7.689980405898336,-0.25248135957265205,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,0,-0.00021600723266601562,-8.5,0.25226535233998604,-8.752481359572652,-0.25248135957265205,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,0,-6.499978542327881,-0.001554250717163086,-6.247497182755229,-0.25403561028981514,-0.25248135957265205,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,0,-3.890613317489624,-0.021236181259155273,-3.638131957916972,-0.2737175408318073,-0.25248135957265205,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,0,-10.68746280670166,-9.29833113332279e-05,-10.434981447129008,-0.2525743428839853,-0.25248135957265205,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,0,-3.7187423706054688,-0.02477705478668213,-3.4662610110328167,-0.2772584143593342,-0.25248135957265205,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,0,-11.687438011169434,-0.0001634360960451886,-11.434956651596782,-0.25264479566869724,-0.25248135957265205,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,0,-7.87499475479126,-0.00040733814239501953,-7.622513395218608,-0.2528886977150471,-0.25248135957265205,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,0,-7.624997615814209,-0.0004953145980834961,-7.372516256241557,-0.25297667417073555,-0.25248135957265205,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,0,-12.124998092651367,-1.1920928955078125e-05,-11.872516733078715,-0.25249328050160713,-0.25248135957265205,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,0,-11.37497615814209,-0.00016129016876220703,-11.122494798569438,-0.25264264974141426,-0.25248135957265205,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,0,-13.124993324279785,-2.110004425048828e-05,-12.872511964707133,-0.25250245961690254,-0.25248135957265205,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,0,-3.731250762939453e-05,-12.0625,0.25244404706502266,-12.314981359572652,-0.25248135957265205,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,0,-0.38671672344207764,-1.1406244039535522,-0.13423536386942558,-1.3931057635262043,-0.25248135957265205,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,0,-8.118152618408203e-05,-9.8125,0.25240017804646797,-10.064981359572652,-0.25248135957265205,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,0,-4.156248092651367,-0.015990734100341797,-3.903766733078715,-0.26847209367299385,-0.25248135957265205,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,0,-6.312498569488525,-0.0018155574798583984,-6.060017209915873,-0.25429691705251045,-0.25248135957265205,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,0,-11.499985694885254,-7.677079702261835e-05,-11.247504335312602,-0.25255813036967467,-0.25248135957265205,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,0,-0.146478533744812,-1.9921860694885254,0.10600282582784004,-2.2446674290611774,-0.25248135957265205,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,0,-0.22558307647705078,-1.6015619039535522,0.026898283095601272,-1.8540432635262043,-0.25248135957265205,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,0,-0.023679614067077637,-3.765624523162842,0.22880174550557442,-4.018105882735494,-0.25248135957265205,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,0,-7.374995231628418,-0.0006668567657470703,-7.122513872055766,-0.2531482163383991,-0.25248135957265205,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,0,-5.1562418937683105,-0.0057659149169921875,-4.9037605341956585,-0.25824727448964424,-0.25248135957265205,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,0,-5.99999475479126,-0.0025163888931274414,-5.747513395218608,-0.2549977484657795,-0.25248135957265205,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,0,-0.03222167491912842,-3.4531235694885254,0.22025968465352364,-3.7056049290611774,-0.25248135957265205,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,0,-0.0031424760818481445,-5.78125,0.2493388834908039,-6.033731359572652,-0.25248135957265205,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,0,-7.700920104980469e-05,-9.8125,0.25240435037160225,-10.064981359572652,-0.25248135957265205,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,0,-5.718737602233887,-0.0033551454544067383,-5.466256242661235,-0.2558365050270588,-0.25248135957265205,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,0,-0.006835341453552246,-5.031249523162842,0.2456460181190998,-5.283730882735494,-0.25248135957265205,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,0,-0.00018072128295898438,-8.6875,0.25230063828969307,-8.939981359572652,-0.25248135957265205,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,0,-0.0010895729064941406,-6.874999523162842,0.2513917866661579,-7.127480882735494,-0.25248135957265205,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,0,-0.13085734844207764,-2.0937492847442627,0.12162401113057442,-2.3462306443169147,-0.25248135957265205,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,0,-9.749999046325684,-7.295608520507812e-05,-9.497517686753032,-0.25255431565785713,-0.25248135957265205,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,0,-0.1000971794128418,-2.343749761581421,0.15238418015981026,-2.596231121154073,-0.25248135957265205,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,0,-0.00040209293365478516,-8.062499046325684,0.25207926663899727,-8.314980405898336,-0.25248135957265205,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,0,-8.12499713897705,-0.00037491321563720703,-7.872515779404399,-0.25285627278828926,-0.25248135957265205,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,0,-0.050775885581970215,-3.0781235694885254,0.20170547399068184,-3.3306049290611774,-0.25248135957265205,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,0,-0.005461215972900391,-5.937499046325684,0.24702014359975166,-6.189980405898336,-0.25248135957265205,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,0,-14.312498092651367,-4.410743713378906e-06,-14.060016733078715,-0.25248577031636543,-0.25248135957265205,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,0,-3.499998092651367,-0.0371088981628418,-3.247516733078715,-0.28959025773549385,-0.25248135957265205,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,0,-0.5742154121398926,-0.824217677116394,-0.3217340525672405,-1.076699036689046,-0.25248135957265205,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,0,-0.00021266937255859375,-9.437499046325684,0.25226869020009346,-9.689980405898336,-0.25248135957265205,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,0,-0.0007081031799316406,-7.374999523162842,0.2517732563927204,-7.627480882735494,-0.25248135957265205,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,0,-0.012145280838012695,-4.40625,0.24033607873463936,-4.658731359572652,-0.25248135957265205,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,0,-0.16015219688415527,-1.9140609502792358,0.09232916268849678,-2.166542309851888,-0.25248135957265205,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,0,-8.749980926513672,-0.33592498302459717,-8.49749956694102,-0.5884063425972492,-0.25248135957265205,No,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,0,-0.0051555633544921875,-5.281249046325684,0.24732579621815987,-5.533730405898336,-0.25248135957265205,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,0,-0.022823095321655273,-3.7968733310699463,0.22965826425099678,-4.049354690642598,-0.25248135957265205,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,0,-1.2421871423721313,-0.33984363079071045,-0.9897057827994793,-0.5923249903633625,-0.25248135957265205,No,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,0,-5.435943603515625e-05,-10.375,0.2524270001366169,-10.627481359572652,-0.25248135957265205,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,0,-1.4999991655349731,-0.2519528865814209,-1.247517805962321,-0.504434246154073,-0.25248135957265205,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,0,-14.124994277954102,-6.914139248692663e-06,-13.87251291838145,-0.25248827371190075,-0.25248135957265205,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,0,-0.0003230571746826172,-8.187499046325684,0.25215830239796944,-8.439980405898336,-0.25248135957265205,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,0,-0.018309950828552246,-4.031249523162842,0.2341714087440998,-4.283730882735494,-0.25248135957265205,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,0,-0.04418504238128662,-6.781249046325684,0.20829631719136543,-7.033730405898336,-0.25248135957265205,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,0,-0.0011104345321655273,-6.843748569488525,0.2513709250404865,-7.096229929061177,-0.25248135957265205,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,0,-0.4296865463256836,-1.054687261581421,-0.17720518675303154,-1.307168621154073,-0.25248135957265205,Yes,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,0,-0.005094051361083984,-5.312499046325684,0.24738730821156807,-5.564980405898336,-0.25248135957265205,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,0,-13.937498092651367,-3.814697265625e-06,-13.685016733078715,-0.2524851742699177,-0.25248135957265205,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,0,-0.0004671812057495117,-7.6875,0.25201417836690254,-7.939981359572652,-0.25248135957265205,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,0,-0.0002459287643432617,-9.874999046325684,0.2522354308083088,-10.127480405898336,-0.25248135957265205,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,0,-1.992184042930603,-0.14648354053497314,-1.739702683357951,-0.3989649001076252,-0.25248135957265205,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,0,-0.0017516613006591797,-6.374998569488525,0.2507296982719929,-6.627479929061177,-0.25248135957265205,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,0,-0.0006691217422485352,-7.374999046325684,0.2518122378304035,-7.627480405898336,-0.25248135957265205,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,0,-0.0009186267852783203,-7.124998569488525,0.25156273278737373,-7.377479929061177,-0.25248135957265205,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,0,-11.812474250793457,-9.42945625865832e-05,-11.559992891220805,-0.25257565413523864,-0.25248135957265205,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,0,-0.007353663444519043,-4.906249523162842,0.245127696128133,-5.158730882735494,-0.25248135957265205,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,0,-0.004790306091308594,-5.343749523162842,0.24769105348134346,-5.596230882735494,-0.25248135957265205,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,0,-0.000700831413269043,-7.437499523162842,0.251780528159383,-7.689980882735494,-0.25248135957265205,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,0,-9.93749713897705,-6.628036499023438e-05,-9.685015779404399,-0.2525476399376423,-0.25248135957265205,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,0,-4.468747138977051,-0.011412620544433594,-4.216265779404399,-0.26389398011708565,-0.25248135957265205,No,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,0,-4.749998092651367,-0.008605360984802246,-4.497516733078715,-0.2610867205574543,-0.25248135957265205,No,True
