question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
Earth's seasons are caused by which of the following?,(A) The tilt of Earth's axis of rotation relative to the ecliptic as Earth revolves around the Sun,(B) The varying amount of sunspot activity,(C) Earth's orbit about the Sun as an ellipse rather than a circle,(D) The rotation of Earth during a 24-hour day,A,A,True,20.0,0,-1.438544750213623,-2.9307847023010254,-2.9307847023010254,-2.9307847023010254,1.780485663563013,-0.468339047456781,-0.6133078001439571,-0.29477698405583697,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,A,A,True,True
The atmospheric concentration of which of the following gases is most likely to be directly affected by widespread deforestation?,(A) Carbon dioxide,(B) Ozone,(C) Nitrous oxide,(D) Argon,A,B,False,20.0,0,-2.8709216117858887,-2.3709216117858887,-2.3709216117858887,-2.863952159881592,0.34810880199074745,0.09152404305835571,-0.05344470962882042,-0.22794444163640337,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,B,A,False,True
What was the name of Huey Lewis band?,(A) The News,(B) The Attractions,(C) The Silver Bullet Band,(D) Louie and Dewey,A,C,False,20.0,0,-3.7944376468658447,-2.7928595542907715,-1.2943603992462158,-2.7928595542907715,-0.5754072330892086,-0.3304138994465271,1.0231165029108524,-0.15685183604558306,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,C,C,False,False
Backgammon is a how many player game?,(A) Two,(B) Three,(C) Four,(D) Six,A,C,False,20.0,0,-3.1053595542907715,-2.1069376468658447,-2.1053595542907715,-2.6053595542907715,0.11367085948586464,0.35550800797839965,0.21211734786629677,0.03064816395441694,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,C,B,False,False
In what state is the 1999 movie Magnolia' set?,(A) California,(B) South Carolina,(C) Georgia,(D) Texas,A,B,False,20.0,0,-3.4307847023010254,-1.4307847023010254,-2.4334216117858887,-2.9307847023010254,-0.21175428852438927,1.031660952543219,-0.11594470962882042,-0.29477698405583697,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,B,B,False,False
Who wrote 'A Tale of Two Cities'?,(A) Charles Dickens,(B) Nathaniel Hawthorne,(C) Washington Irving,(D) Mark Twain,A,C,False,20.0,0,-2.153695821762085,-2.653695821762085,-2.1521716117858887,-2.1547000408172607,1.0653345920145512,-0.19125016691784058,0.16530529037117958,0.4813076774279277,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,C,A,False,True
What exercise apparatus is used during a 'Spinning' class?,(A) stationary bicycle,(B) treadmill,(C) rowing machine,(D) barbells,A,C,False,20.0,0,-2.2319376468658447,-2.7303595542907715,-2.2302324771881104,-2.7303595542907715,0.9870927669107914,-0.2679138994465271,0.0872444249689579,-0.09435183604558306,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,C,A,False,True
When FDR carried states in the presidential election of 1932 how many states did he not carry?,(A) six,(B) seven,(C) eight,(D) ten,A,B,False,20.0,0,-3.024322271347046,-2.0245347023010254,-2.520202159881592,-2.0271716117858887,0.19470814242959023,0.437910952543219,-0.20272525772452354,0.6088361064592998,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,B,D,False,False
To ward off bad luck what do many people do to wood?,(A) knock on it,(B) kiss it,(C) thank it,(D) scratch it,A,C,False,20.0,0,-1.917859673500061,-2.4152634143829346,-1.9152634143829346,-2.4178595542907715,1.301170740276575,0.04718224046130981,0.4022134877741337,0.21814816395441694,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,C,A,False,True
What day of the week is sometimes called 'hump day'?,(A) Wednesday,(B) Thursday,(C) Friday,(D) Saturday,A,B,False,20.0,0,-2.7944376468658447,-2.2927324771881104,-2.2927324771881104,-2.7928595542907715,0.4245927669107914,0.16971317765613403,0.0247444249689579,-0.15685183604558306,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,B,A,False,True
What was the first American college to become coeducational?,(A) Oberlin College,(B) Dartmouth College,(C) Grinnell College,(D) Antioch College,A,B,False,20.0,0,-2.0600242614746094,-2.0584216117858887,-2.0600242614746094,-2.5557847023010254,1.1590061523020267,0.4040240430583557,0.2574526406824589,0.08022301594416303,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,B,A,False,True
Which of these is a slang term for 'police'?,(A) fuzz,(B) shrinks,(C) bean counters,(D) aardvarks,A,A,True,20.0,0,-1.8022310733795166,-2.2944376468658447,-2.2944376468658447,-2.7944376468658447,1.4167993403971195,0.16800800797839965,0.023039255291223526,-0.1584299286206563,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,A,A,True,True
How much more electrical energy will the United States need to generate if everyone drives electric cars?,(A) 2*10^19 J,(B) 2*10^21 J,(C) 2*10^23 J,(D) 2*10^25 J,A,C,False,20.0,0,-3.2588043212890625,-2.263110399246216,-2.2590134143829346,-2.2616095542907715,-0.039773907512426376,0.19933525559802856,0.05846348777413368,0.37439816395441694,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,C,D,False,False
Who was the first First Lady to run for political office?,(A) Hillary Clinton,(B) Rosalynn Carter,(C) Bess Truman,(D) Eleanor Roosevelt,A,B,False,20.0,0,-3.0584216117858887,-1.5584216117858887,-3.0557847023010254,-3.0584216117858887,0.16060880199074745,0.9040240430583557,-0.7383078001439571,-0.42241389354070025,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,B,B,False,False
Girls of what religious community traditionally wear bonnets?,(A) Amish,(B) Sikh,(C) Roman Catholic,(D) Christian,A,C,False,20.0,0,-2.6678595542907715,-2.6650543212890625,-2.1650543212890625,-3.1652634143829346,0.5511708594858646,-0.20260866644481812,0.15242258086800575,-0.5292556961377461,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,C,A,False,True
What is your astrological sign if you were born on Halloween?,(A) Scorpio,(B) Capricorn,(C) Libra,(D) Cancer,A,B,False,20.0,0,-2.841195821762085,-2.341195821762085,-2.341195821762085,-2.341195821762085,0.37783459201455116,0.12124983308215942,-0.02371891960501671,0.29481189648310346,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,B,A,False,True
Which part of the electromagnetic spectrum has the shortest wavelength?,(A) Gamma rays,(B) X-rays,(C) Radio waves,(D) Microwaves,A,C,False,20.0,0,-3.0114824771881104,-2.0114824771881104,-1.503702163696289,-3.0088043212890625,0.20754793658852577,0.45096317765613403,0.8137747384607792,-0.3727966030438741,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,C,C,False,False
According to the proverb necessity is the mother of what?,(A) Invention,(B) Luck,(C) Problems,(D) Procrastination,A,C,False,20.0,0,-2.7590134143829346,-2.2547476291656494,-1.7624752521514893,-3.2547476291656494,0.46001699939370155,0.20769802567859497,0.555001650005579,-0.618739910920461,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,C,C,False,False
"A research report states that a special education program for children aged 3-5 under study increases their chances of success in future schooling. Therefore, implementing a similar education program for all children will improve them in the future opportunities for success in school education. Which of the following best illustrates the logical loopholes summarized above?",(A) Children's cognitive abilities are constantly changing at the age of 3-5,(B) Establishing such education and training programs on a national basis requires a special public expenditure,(C) Many parents mistakenly believe that early formal education will occupy the time that children would have been able to better explore the world independently,(D) Investigators are unaware that they include a large group of children who have previously received another education,A,B,False,20.0,0,-3.1381001472473145,-2.145202159881592,-2.145202159881592,-2.6381001472473145,0.08093026652932167,0.3172434949626526,0.17227474227547646,-0.0020924290021260283,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,B,B,False,False
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,(A) were living in the areas still in rebellion,(B) were serving in the Union armies,(C) were living in the border states,(D) had escaped to Northern states,A,B,False,20.0,0,-2.5584216117858887,-2.0557847023010254,-2.5557847023010254,-2.0557847023010254,0.6606088019907475,0.406660952543219,-0.23830780014395714,0.580223015944163,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,B,A,False,True
What is the function of mitochondria in the cell?,(A) To generate energy,(B) To process waste,(C) To kill viruses or other antigens,(D) To repair damage,A,A,True,20.0,0,-1.9581544399261475,-2.465035915374756,-3.215035915374756,-2.716195821762085,1.2608759738504887,-0.002590260530511479,-0.8975590132176876,-0.08018810351689654,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,A,A,True,True
Which of these vitamins was the first to be named?,(A) Vitamin A,(B) Vitamin-12,(C) Vitamin E,(D) Vitameat avegimen,A,A,True,20.0,0,-2.2771716117858887,-3.274740695953369,-2.7745347023010254,-3.274740695953369,0.9418588019907475,-0.8122950411091248,-0.45705780014395714,-0.6387329777081807,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,A,A,True,True
A knish is traditionally stuffed with what filling?,(A) potato,(B) creamed corn,(C) lemon custard,(D) raspberry jelly,A,A,True,20.0,0,-1.5209810733795166,-2.528695821762085,-2.528695821762085,-2.0297000408172607,1.6980493403971195,-0.06625016691784058,-0.2112189196050167,0.6063076774279277,-3.219030413776636,-2.4624456548442444,-2.3174769021570683,-2.6360077182451884,A,A,True,True
