task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-1.1948784589767456,-0.4431547224521637,No,False
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-1.562119960784912,-0.3083780109882355,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-1.2651593685150146,-0.3943103849887848,No,False
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-1.3745416402816772,-0.3767072260379791,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-1.0229966640472412,-0.5193363428115845,No,False
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-1.7573784589767456,-0.2595469057559967,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-1.17926025390625,-0.4314253628253937,No,False
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-1.74176025390625,-0.24488773941993713,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-1.1011912822723389,-0.4783286154270172,No,False
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-1.2729966640472412,-0.4021592438220978,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-1.1870694160461426,-0.4372965395450592,No,False
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-1.6714236736297607,-0.30053868889808655,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-1.1011912822723389,-0.47831645607948303,No,False
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-1.6714767217636108,-0.2966867983341217,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-1.2651593685150146,-0.39429619908332825,No,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-1.7495416402816772,-0.24781683087348938,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-1.1870694160461426,-0.4372965395450592,No,False
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-1.8667032718658447,-0.24388089776039124,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-1.1011673212051392,-0.4744110405445099,No,False
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-1.4604681730270386,-0.33374884724617004,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-1.1011147499084473,-0.47635093331336975,No,False
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-1.8745416402816772,-0.24685433506965637,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-1.17926025390625,-0.42947259545326233,No,False
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-1.3667032718658447,-0.3630533516407013,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-1.1090009212493896,-0.48220911622047424,No,False
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-1.7651876211166382,-0.2634381353855133,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-1.1870694160461426,-0.43535616993904114,No,False
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-1.1870694160461426,-0.4412020742893219,No,True
