property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-3.224731206893921,-4.518078804016113,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-3.3489127159118652,-5.248220920562744,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-4.43460750579834,-1.9279944896697998,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-3.3677573204040527,-1.2236469984054565,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-3.9036314487457275,-1.7772643566131592,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-4.664852142333984,-6.0535359382629395,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-3.3133275508880615,-2.091465473175049,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-5.9932756423950195,-3.9517152309417725,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-4.350925922393799,-3.694200277328491,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-3.675811767578125,-3.1024138927459717,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-3.6908388137817383,-2.5184643268585205,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-3.6359550952911377,-3.868666648864746,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-3.032855272293091,-8.290507316589355,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-4.04955530166626,-6.381078243255615,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-3.70719313621521,-9.155220031738281,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-3.6672348976135254,-8.306565284729004,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-2.892137289047241,-4.621163845062256,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.5533552169799805,-5.325164794921875,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-3.001329183578491,-5.301543235778809,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-4.561497688293457,-8.360603332519531,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-3.975318193435669,-8.138311386108398,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-3.2493109703063965,-4.964908599853516,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-5.141423225402832,-3.186674118041992,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-3.7122371196746826,-3.8392984867095947,Yes,False
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-5.889089107513428,-7.679295063018799,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-3.8769967555999756,-6.376125335693359,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-4.7056145668029785,-6.976974010467529,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-3.383566379547119,-3.999126672744751,Yes,False
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-3.719689130783081,-7.151741027832031,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-1.9491400718688965,-6.176522254943848,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-2.4294509887695312,-9.097688674926758,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-3.628732442855835,-2.941814422607422,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-6.3998894691467285,-8.546908378601074,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-3.821362018585205,-7.025259017944336,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-3.8479254245758057,-4.1683502197265625,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-5.471694469451904,-5.733218669891357,Yes,False
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-4.788371562957764,-8.794323921203613,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-3.4475862979888916,-6.29095458984375,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-2.716384172439575,-5.9014153480529785,Yes,False
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-5.373146057128906,-5.710080623626709,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-3.1098830699920654,-5.801864147186279,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-5.013014793395996,-6.404888153076172,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-2.4258666038513184,-7.384206295013428,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-3.2027833461761475,-3.5871331691741943,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-3.379884958267212,-4.851438045501709,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-2.6305203437805176,-3.8152425289154053,Yes,False
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-2.6100785732269287,-7.465323448181152,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-2.968454599380493,-5.515312194824219,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-3.2100396156311035,-4.495776653289795,Yes,False
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-3.543217182159424,-4.320470333099365,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-3.4866714477539062,-2.009039878845215,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-4.234204292297363,-4.946477890014648,Yes,False
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-3.33560848236084,-6.096486568450928,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-3.2514991760253906,-4.181995391845703,Yes,False
can be curly,hair,'',Can hair be curly?,Yes,random,-3.7231435775756836,-6.142850399017334,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-3.640165328979492,-7.172733783721924,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-4.59097146987915,-6.1917195320129395,Yes,False
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-5.182470798492432,-4.895196437835693,No,True
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-3.5370068550109863,-5.005698204040527,Yes,False
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-2.642578363418579,-7.177399635314941,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-4.078632354736328,-6.580814838409424,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-3.754999876022339,-5.8012614250183105,Yes,False
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-3.0180065631866455,-6.951224327087402,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-2.2185616493225098,-5.7002716064453125,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-4.121300220489502,-5.081399917602539,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-4.822981357574463,-4.435553550720215,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-4.66525411605835,-7.5453925132751465,Yes,True
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-2.7724571228027344,-4.197762966156006,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-2.8345565795898438,-9.000566482543945,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-3.285264492034912,-5.9095306396484375,Yes,False
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-3.6186492443084717,-2.854030132293701,No,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-3.6574480533599854,-3.7119362354278564,Yes,False
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-4.33378267288208,-6.128947734832764,Yes,True
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-2.7496337890625,-7.8216705322265625,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-3.1890997886657715,-4.747211456298828,Yes,False
can be fair,a piano,'',Can a piano be fair?,No,random,-4.643740177154541,-4.495797634124756,No,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-2.814117670059204,-4.151724815368652,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-3.334477663040161,-4.329171180725098,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-3.0241129398345947,-7.2760515213012695,Yes,False
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-5.854837417602539,-6.915669918060303,Yes,False
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-3.3479981422424316,-7.197066307067871,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-4.827424049377441,-3.7910752296447754,No,True
can be fished,a herring,'',Can a herring be fished?,Yes,random,-3.58237361907959,-5.554584503173828,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-2.236711025238037,-5.747564315795898,Yes,True
can be flavored,a camel,'',Can a camel be flavored?,No,random,-3.6466498374938965,-6.867442607879639,Yes,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-3.9164271354675293,-6.751999378204346,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-3.4410572052001953,-4.1650776863098145,Yes,False
can be folded,a finger,'',Can a finger be folded?,No,random,-4.680944919586182,-4.547375202178955,No,True
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-4.16363000869751,-3.7759206295013428,No,False
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,-3.9780330657958984,-3.2420132160186768,No,True
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,-3.4959075450897217,-4.802345275878906,Yes,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,-3.945908308029175,-5.839129447937012,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,-3.934730052947998,-5.075263023376465,Yes,False
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,-3.5815978050231934,-5.0084147453308105,Yes,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,-4.247096538543701,-4.167993545532227,No,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,-4.109095573425293,-7.463103771209717,Yes,True
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,-3.548703193664551,-4.101668357849121,Yes,False
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,-3.4079511165618896,-5.525854110717773,Yes,False
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-4.518017292022705,-4.826740264892578,Yes,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-4.18980073928833,-4.797347068786621,Yes,False
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-3.1937544345855713,-5.840404510498047,Yes,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-3.5306854248046875,-5.319850921630859,Yes,False
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-3.958672285079956,-6.651230335235596,Yes,False
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-4.250758171081543,-9.92524528503418,Yes,True
can be found in hot climate,a bomb,'',Can a bomb be found in hot climate?,No,random,-3.986556053161621,-7.54250431060791,Yes,False
can be found in houses,a peeler,'',Can a peeler be found in houses?,Yes,random,-3.9942429065704346,-5.429301738739014,Yes,True
can be found in houses,a thumb,'',Can a thumb be found in houses?,No,random,-3.4293212890625,-4.200664043426514,Yes,False
can be found in nests,a termite,'',Can a termite be found in nests?,Yes,random,-4.204197406768799,-3.9503746032714844,No,False
can be found in nests,an organ,'',Can an organ be found in nests?,No,random,-2.7605624198913574,-3.7039248943328857,Yes,False
can be found in offices,a coffee maker,'',Can a coffee maker be found in offices?,Yes,random,-3.814019203186035,-7.6040778160095215,Yes,True
can be found in pet shops,a toad,'',Can a toad be found in pet shops?,No,random,-4.677024841308594,-5.242452144622803,Yes,False
can be found in rock pools,a crab,'',Can a crab be found in rock pools?,Yes,random,-3.4345619678497314,-5.118484973907471,Yes,True
can be found in seas,a speedboat,'',Can a speedboat be found in seas?,Yes,random,-4.516717910766602,-7.046542167663574,Yes,True
can be found in seas,a spatula,'',Can a spatula be found in seas?,No,random,-5.5627031326293945,-4.986058235168457,No,True
can be found in sheds,a cradle,'',Can a cradle be found in sheds?,No,random,-3.0877208709716797,-4.767013072967529,Yes,False
can be found in shops,a willow tree,'',Can a willow tree be found in shops?,No,random,-4.718094348907471,-3.6896188259124756,No,True
can be found in swamps,a crocodile,'',Can a crocodile be found in swamps?,Yes,random,-3.9942092895507812,-6.396267890930176,Yes,True
can be found in the pubic region,a bikini,'',Can a bikini be found in the pubic region?,No,random,-3.110180616378784,-3.606778621673584,Yes,False
can be found in the study,a scythe,'',Can a scythe be found in the study?,No,random,-5.048316478729248,-6.275946140289307,Yes,False
can be found in the tool box,a television,'',Can a television be found in the tool box?,No,random,-4.263769149780273,-4.042914390563965,No,True
can be found in the wild,a wren,'',Can a wren be found in the wild?,Yes,random,-3.4160945415496826,-6.77000093460083,Yes,True
can be found in utility rooms,a coffee maker,'',Can a coffee maker be found in utility rooms?,Yes,random,-4.969241142272949,-7.903996467590332,Yes,True
can be found in vanity cabinets,a mirror,'',Can a mirror be found in vanity cabinets?,Yes,random,-3.6739301681518555,-3.1844451427459717,No,False
can be found in vanity cabinets,a drum,'',Can a drum be found in vanity cabinets?,No,random,-3.678457498550415,-3.9473702907562256,Yes,False
can be found in zoos,a speedboat,'',Can a speedboat be found in zoos?,No,random,-3.877924680709839,-4.348244667053223,Yes,False
can be found living in large groups,a hippo,'',Can a hippo be found living in large groups?,No,random,-3.189809799194336,-6.645421028137207,Yes,False
can be found near the toilet,a scorpion,'',Can a scorpion be found near the toilet?,No,random,-3.3786797523498535,-4.769444465637207,Yes,False
can be found on beaches,a clam,'',Can a clam be found on beaches?,Yes,random,-3.8249075412750244,-5.188331127166748,Yes,True
can be found on canals,a tugboat,'',Can a tugboat be found on canals?,Yes,random,-4.2484049797058105,-4.888988494873047,Yes,True
can be found on cupboards,a plate,'',Can a plate be found on cupboards?,Yes,random,-3.3814942836761475,-5.923888206481934,Yes,True
can be found on cupboards,a buttercup,'',Can a buttercup be found on cupboards?,No,random,-4.456761360168457,-1.95468008518219,No,True
can be found on driveways,a caravan,'',Can a caravan be found on driveways?,Yes,random,-3.033034324645996,-3.7908878326416016,Yes,True
can be found on farms,a pig,'',Can a pig be found on farms?,Yes,random,-3.2858405113220215,-6.752354145050049,Yes,True
can be found on farms,a shrimp,'',Can a shrimp be found on farms?,No,random,-3.977736473083496,-4.651035785675049,Yes,False
can be found on furry animals,a flea,'',Can a flea be found on furry animals?,Yes,random,-3.7841601371765137,-8.659436225891113,Yes,True
can be found on lakes,a bench,'',Can a bench be found on lakes?,No,random,-3.8533453941345215,-4.7114763259887695,Yes,False
can be found on land,a buffalo,'',Can a buffalo be found on land?,Yes,random,-4.528419494628906,-5.2152323722839355,Yes,True
can be found on legs,sweet potato,'',Can sweet potato be found on legs?,No,random,-3.959609270095825,-4.340010166168213,Yes,False
can be found on plants,a cricket,'',Can a cricket be found on plants?,Yes,random,-2.8801708221435547,-3.63737416267395,Yes,True
can be found on ponds,a goose,'',Can a goose be found on ponds?,Yes,random,-3.3238418102264404,-5.184983730316162,Yes,True
can be found on ponds,a hoe,'',Can a hoe be found on ponds?,No,random,-4.012572765350342,-4.5773396492004395,Yes,False
can be found on rivers,a cake,'',Can a cake be found on rivers?,No,random,-3.9917404651641846,-4.362470626831055,Yes,False
can be found on tables,a bottle,'',Can a bottle be found on tables?,Yes,random,-2.6234681606292725,-6.020352840423584,Yes,True
can be found on tables,a porcupine,'',Can a porcupine be found on tables?,No,random,-4.598424434661865,-5.248934745788574,Yes,False
can be found underground,milk,'',Can milk be found underground?,No,random,-2.5879123210906982,-4.668278694152832,Yes,False
can be found underwater,a strainer,'',Can a strainer be found underwater?,No,random,-3.796996831893921,-7.557940483093262,Yes,False
can be fried,a wren,'',Can a wren be fried?,No,random,-2.258928060531616,-3.83974552154541,Yes,False
can be gifted,an orchid,'',Can an orchid be gifted?,Yes,random,-2.427152156829834,-5.913511753082275,Yes,True
can be gifted,a screwdriver,'',Can a screwdriver be gifted?,No,random,-3.039999485015869,-5.323528289794922,Yes,False
can be grated,a drill,'',Can a drill be grated?,No,random,-3.935427188873291,-4.792965888977051,Yes,False
can be grown,lemon,'',Can lemon be grown?,Yes,random,-3.7219953536987305,-6.877147197723389,Yes,True
can be hard to clean,a jar,'',Can a jar be hard to clean?,No,random,-3.9557931423187256,-7.067402362823486,Yes,False
can be healed,a bone,'',Can a bone be healed?,Yes,random,-3.2453548908233643,-6.2741594314575195,Yes,True
can be healed,a scallop,'',Can a scallop be healed?,No,random,-3.3198580741882324,-4.625662803649902,Yes,False
can be held in the palm,ketchup,'',Can ketchup be held in the palm?,No,random,-3.68084454536438,-4.9152398109436035,Yes,False
can be high definition,a television,'',Can a television be high definition?,Yes,random,-3.3280136585235596,-6.222570419311523,Yes,True
can be high definition,peach,'',Can peach be high definition?,No,random,-6.028364181518555,-6.561588764190674,Yes,False
