property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-3.8134560585021973,-4.8181328773498535,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-3.3550236225128174,-4.552745819091797,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-4.183050155639648,-3.526460886001587,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-3.6308884620666504,-3.0761404037475586,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-4.107706069946289,-3.468198537826538,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-4.364295482635498,-5.557174205780029,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-4.113464832305908,-4.670628547668457,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-4.848817825317383,-5.084592819213867,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-4.430666446685791,-5.888955593109131,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-3.767516851425171,-4.412203788757324,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-3.978300094604492,-5.199825763702393,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-4.256402492523193,-4.906610012054443,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-3.12345814704895,-6.525875091552734,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-3.6205153465270996,-5.600735664367676,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-3.146433115005493,-6.735640525817871,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-3.4678831100463867,-5.537208557128906,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-4.0541605949401855,-5.597878456115723,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-3.8831632137298584,-5.704255104064941,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-4.369490146636963,-6.659134864807129,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-3.94446063041687,-6.0891218185424805,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-3.967038631439209,-6.578845500946045,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-4.055225849151611,-6.023709774017334,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-5.017019271850586,-4.923438549041748,No,True
