property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.5067434310913086,-1.8801567554473877,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.5928710699081421,-1.7159451246261597,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-1.1288284063339233,-0.8173961043357849,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-1.0345491170883179,-0.9776308536529541,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-2.042983055114746,-0.5445125699043274,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-1.1199268102645874,-0.9959216117858887,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-1.1169053316116333,-1.1186901330947876,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-1.1889533996582031,-0.6917957067489624,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-0.8748119473457336,-1.060510277748108,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-1.057733416557312,-0.930224597454071,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-0.853115439414978,-1.0373469591140747,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-2.199233055114746,-0.38573840260505676,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.4672357439994812,-1.6602007150650024,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.6357836127281189,-1.5756103992462158,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.2764747440814972,-2.9017715454101562,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-0.8385162353515625,-1.0905722379684448,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-1.573851227760315,-0.5126857161521912,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-0.7195805311203003,-1.3459484577178955,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-0.5749964714050293,-1.450973629951477,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-0.8014345765113831,-1.0532426834106445,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-0.48814067244529724,-1.7404985427856445,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-0.8496187925338745,-0.9750003814697266,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-1.2264052629470825,-0.8585700988769531,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-1.0737159252166748,-0.8294268250465393,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-0.8065714240074158,-1.246919870376587,Yes,False
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.4080069959163666,-1.9744279384613037,Yes,True
