question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
What size of cannula would you use in a patient who needed a rapid blood transfusion (as of 2020 medical knowledge)?,(A) 18 gauge.,(B) 20 gauge.,(C) 22 gauge.,(D) 24 gauge.,A,A,True,20.0,0,-3.017519235610962,-3.569023609161377,-3.7600629329681396,-3.948833703994751,0.11943454259917852,0.3624577479703084,-0.015938111713954317,0.01578921576341008,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,B,True,False
"Once a prescribed unit of blood product has been obtained from the blood bank and is out of refrigeration, the transfusion should commence within what period of time before it starts to deteriorate (as of 2020 medical knowledge)?",(A) 30 minutes.,(B) 90 minutes.,(C) 4 hours.,(D) 12 hours.,A,B,False,20.0,0,-3.375319480895996,-3.0439584255218506,-3.1780142784118652,-3.247191905975342,-0.23836570268585566,0.8875229316098348,0.5661105428423201,0.7174310137828193,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,B,B,False,False
Which of the following is true about rectal bleeding?,(A) A painful digital examination suggests an anal fissure,(B) Bright red blood on the finger usually signifies a caecal lesion,(C) Proctoscopy is of no value in the assessment of rectal bleeding,(D) Rectal cancer is the commonest cause of rectal bleeding,A,A,True,20.0,0,-2.2224349975585938,-3.8698740005493164,-4.235540390014648,-4.9869160652160645,0.9145187806515467,0.06160735658236893,-0.4914155687604631,-1.0222931454579034,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,A,True,True
Wound drainage should be assessed for volume and consistency:,(A) each time post-operative observations are undertaken.,(B) daily.,(C) every hour.,(D) only when the wound dressing is changed.,A,A,True,20.0,0,-2.8538906574249268,-3.9122695922851562,-4.055353164672852,-3.85188627243042,0.2830631207852137,0.01921176484652909,-0.31122834341866623,0.11273664732774114,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,A,True,True
A change in blood pressure is detected by the:,(A) baroreceptors.,(B) chemoreceptors.,(C) vasomotor centre.,(D) cardiovascular centre.,A,A,True,20.0,0,-3.0331079959869385,-3.6232080459594727,-3.6633756160736084,-4.02479362487793,0.10384578222320195,0.3082733111722127,0.08074920518057693,-0.06017070511976863,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,B,True,False
When you are taking a musculoskeletal history which of the following is true?,(A) Drugs may be implicated in the causation of gout,(B) A history of diarrhoea is not relevant,(C) Difficulty rising from a chair is diagnostic of polymyalgic rheumatica,(D) Joint stiffness of 5 minutes duration suggests an arthropathy,A,A,True,20.0,0,-2.284558057785034,-3.953218936920166,-3.833477258682251,-3.030590295791626,0.8523957204251063,-0.021737579788480677,-0.08935243742806565,0.9340326239665351,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,D,True,False
Which of these combinations of clinical features is most suggestive of mixed mitral valve disease with a predominance of mitral regurgitation?,(A) Displaced apex beat; soft first heart sound; pan-systolic murmur; short mid-diastolic murmur,"(B) Irregularly, irregular pulse; displaced apex beat; ejection systolic murmur; short mid-diastolic murmur",(C) Displaced apex beat; normal first heart sound; pan-systolic murmur; long mid-diastolic murmur,(D) Tapping apex beat; loud first heart sound; pan-systolic murmur; long mid-diastolic murmur,A,A,True,20.0,0,-2.8929390907287598,-3.6671085357666016,-3.5750293731689453,-3.446211814880371,0.24401468748138067,0.2643728213650838,0.16909544808524002,0.51841110487779,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,D,True,False
Which of the following nucleotide bases is not found in RNA?,(A) Thymine,(B) Adenine,(C) Uracil,(D) Guanine,A,A,True,20.0,0,-2.457000970840454,-4.830273151397705,-3.57796573638916,-5.023600101470947,0.6799528073696863,-0.8987917942660197,0.16615908486502518,-1.0589771817127862,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,A,True,True
An action potential arriving at the motor endplate causes release of:,(A) acetylcholine which traverses the neuromuscular junction.,(B) sodium ions which binds to sodium receptors on the muscle membrane.,(C) calcium ions which initiate an action potential along the muscle fibre.,(D) noradrenaline which increases muscle metabolic activity.,A,A,True,20.0,0,-3.583296775817871,-4.411285877227783,-3.6821441650390625,-4.117563724517822,-0.44634299760773066,-0.47980452009609786,0.06198065621512283,-0.1529408047596612,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,C,True,False
Name the bones of the middle finger in the correct order from the hand.,"(A) Proximal phalynx, middle phalynx, distal phalynx.","(B) Distal phalynx, middle phalynx, proximal phalynx.","(C) Middle phalynx, distal phalynx, proximal phalynx.","(D) Distal phalynx, proximal phalynx, middle phalynx.",A,A,True,20.0,0,-3.567028522491455,-3.860839366912842,-4.215414524078369,-4.215414524078369,-0.43007474428131465,0.07064199021884354,-0.4712897028241838,-0.2507916043202081,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,B,True,False
Which of the following is true about the carpal tunnel syndrome?,(A) It can be caused by rheumatoid arthritis,(B) It is caused by compression of the ulna nerve,(C) It causes pain and tingling in the medial three and half digits,(D) Paraesthesia is worse during the day,A,C,False,20.0,0,-3.827711582183838,-3.9110605716705322,-3.140211582183838,-4.968087196350098,-0.6907578039736975,0.020420785461153113,0.6039132390703474,-1.0034642765919366,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,C,C,False,False
Codons are composed of:,(A) triplet sequences of nucleotide bases in mRNA or DNA .,(B) quadruplet sequences of nucleotide bases in mRNA or DNA.,(C) triplet sequences of amino acids in polypeptide chains.,(D) triplet sequences of deoxyribose sugars in DNA.,A,C,False,20.0,0,-3.4855401515960693,-4.509979724884033,-2.7229294776916504,-5.061837196350098,-0.3485863733859289,-0.5784983677523479,1.021195343562535,-1.0972142765919366,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,C,C,False,False
Your first action following confirmation of cardiac arrest is to:,(A) ensure the emergency team/services are called.,(B) give two rescue breaths.,(C) give 30 chest compressions.,(D) check the notes to see if the patient has a DNAR order.,A,A,True,20.0,0,-3.312819480895996,-4.393345832824707,-3.696716070175171,-3.9411849975585938,-0.17586570268585566,-0.4618644756930217,0.04740875107901443,0.023437922199567307,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,C,True,False
What type of covalent bonds link the amino acids in a protein?,(A) Peptide bonds,(B) Hydrogen bonds,(C) Ionic bonds,(D) Glycosidic bonds,A,A,True,20.0,0,-2.7862024307250977,-4.464776039123535,-3.6296029090881348,-4.89979362487793,0.3507513474850428,-0.5332946819918498,0.11452191216605057,-0.9351707051197686,-3.1369537782101404,-3.9314813571316853,-3.7441248212541853,-3.964622919758161,A,A,True,True
Performance enhancing synthetic steroids are based on the structure of the hormone:,(A) testosterone.,(B) cortisol.,(C) progesterone.,(D) aldosterone.,A,A,True,20.0,1,-3.225273609161377,-3.9017226696014404,-3.8982744216918945,-3.349498748779297,-0.08721737137862595,-0.00904940849258784,-0.16968963259742376,0.6178773031348275,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,A,D,True,False
An allele that is masked is referred to as:,(A) recessive.,(B) redundant.,(C) repressed.,(D) reclusive.,A,A,True,20.0,1,-3.5896081924438477,-4.765059947967529,-4.484416961669922,-4.976297378540039,-0.45155195466109666,-0.8723866868586767,-0.7558321725754511,-1.0089213266259147,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,A,A,True,True
Which of these features suggest that a crackling sound is more likely due to a pleural friction rub than crackles?,(A) More prominent in expiration,(B) Alters with coughing,(C) No pain over the area,(D) Clubbing,A,A,True,20.0,1,-2.6835145950317383,-3.412055015563965,-3.5406625270843506,-3.4209954738616943,0.4545416427510127,0.48061824554488775,0.1879222620101202,0.54638057805243,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,A,D,True,False
"If a transfusion reaction is suspected, you should:","(A) turn off the transfusion, inform medical staff immediately, and follow transfusion policy advice on dealing with acute transfusion reactions.",(B) leave the transfusion running and contact the medical staff immediately.,(C) disconnect and dispose of the blood bag immediately.,(D) leave the transfusion running and record a set of observations on the patient.,A,A,True,20.0,1,-3.1807847023010254,-4.107940196990967,-3.988243818283081,-4.673336505889893,-0.04272846451827439,-0.2152669358821142,-0.2596590291886103,-0.7059604539757682,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,A,A,True,True
Complete the following: A variation of serial peak flow readings over a two week period are considered diagnostic in . . .,(A) . . . asthma.,(B) . . . COPD.,(C) . . . pneumonia.,(D) . . . tuberculosis.,A,A,True,20.0,1,-2.2625293731689453,-3.131523609161377,-2.5791401863098145,-2.951690435409546,0.8755268646138057,0.7611496519474756,1.1494446027846563,1.0156856165045784,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,A,C,True,False
Which of the following tools is the first choice for cleaning the mouth?,"(A) Small, soft toothbrush.",(B) Gloved finger wrapped in gauze.,(C) Forceps wrapped in gauze.,(D) Foam stick.,A,A,True,20.0,1,-2.6686582565307617,-5.90799617767334,-3.884979724884033,-4.141790390014648,0.4693979812519893,-2.0153229165644873,-0.15639493578956243,-0.1744143381005241,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,A,A,True,True
Which products of ADP degradation increase in concentration in the blood during multiple sprint sports?,"(A) Ammonia, hypoxanthine and uric acid.","(B) Ammonia, urea and uric acid.","(C) Ammonia, urea and creatinine.","(D) Ammonia, urea and creatine.",A,A,True,20.0,1,-3.4996109008789062,-4.033362865447998,-4.229608535766602,-4.155587196350098,-0.36155466309615525,-0.14068960433914546,-0.5010237466721308,-0.1882111444359733,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,A,B,True,False
"Which potential complication of IV therapy is described thus: 'Leakage of vesicant (irritant) medication or fluid into surrounding tissues, causing tissue damage'?",(A) Extravasation.,(B) Phlebitis.,(C) Inflammation.,(D) Infiltration.,A,D,False,20.0,1,-3.4132938385009766,-3.8842365741729736,-3.4132938385009766,-3.107492446899414,-0.27523760071822556,0.008436686935878956,0.3152909505934942,0.8598836050147103,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,D,D,False,False
A hypertonic solution is:,(A) a solution that has a higher concentration of solutes than the normal human cell.,(B) a solution that blocks off enteral tubes easily.,(C) a solution that has a lower concentration of solutes than the normal human cell.,(D) a solution with a high fibre content.,A,A,True,20.0,1,-2.046461582183838,-4.805837154388428,-4.549023151397705,-4.74354362487793,1.091594655598913,-0.9131638932795751,-0.8204383623032343,-0.7761675729638053,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,A,A,True,True
Why should the short-acting bronchodilator be taken first?,"(A) It works to dilate the airways quickly, allowing better deposition of other medications.",(B) They are colour-coded.,(C) It is warmer than the others.,(D) It is less moist than the others.,A,A,True,20.0,1,-3.6193578243255615,-3.7966227531433105,-4.379126071929932,-4.318248748779297,-0.4813015865428105,0.09605050796554204,-0.6505412828354609,-0.35087269686517253,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,A,B,True,False
Which of the following is true in spastic paraplegia?,(A) Multiple Sclerosis can cause this neurological pattern,(B) Proprioceptive loss is a common feature,(C) Coordination in the legs is affected,(D) The tone is normal or flaccid,A,A,True,20.0,1,-3.1924498081207275,-4.2671966552734375,-3.7994158267974854,-4.043658256530762,-0.05439357033797654,-0.3745233941645849,-0.07083103770301458,-0.07628220461663737,-3.138056237782751,-3.8926732611088526,-3.7285847890944708,-3.9673760519141243,A,A,True,True
