task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-0.006828224752098322,-14.81246280670166,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-0.9528757929801941,-0.9530987739562988,Yes,False
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.005308452527970076,-14.249948501586914,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-9.124876976013184,-0.003091335529461503,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-0.00469744298607111,-14.812457084655762,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-11.499796867370605,-0.002902031410485506,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-0.006876071915030479,-14.749948501586914,Yes,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-11.81235122680664,-0.0051954989321529865,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-0.005389230325818062,-13.749948501586914,Yes,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-2.0934250354766846,-0.21187996864318848,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.003656183835119009,-14.812445640563965,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-11.874903678894043,-0.002609729766845703,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.006036256439983845,-14.687457084655762,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-12.31235122680664,-0.005015134811401367,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-0.005369368940591812,-14.562420845031738,Yes,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-12.874859809875488,-0.0024377109948545694,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.003656183835119009,-14.812445640563965,Yes,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-11.687368392944336,-0.0020104649011045694,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-0.0032511635217815638,-14.562438011169434,Yes,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-13.187309265136719,-0.0015869142953306437,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-0.0032656805124133825,-14.2499418258667,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-11.562397956848145,-0.0020890238229185343,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-0.005999105516821146,-14.812429428100586,Yes,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-3.5466480255126953,-0.04220759868621826,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-0.00416597630828619,-14.687438011169434,Yes,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-11.87489128112793,-0.0032627584878355265,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-0.003997387830168009,-11.999948501586914,Yes,True
