property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.22698119282722473,-10.312368392944336,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.4778829514980316,-9.56235122680664,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-7.906040191650391,-0.2948646545410156,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-5.343512058258057,-0.4081465005874634,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-8.249820709228516,-0.6444903612136841,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-2.1712183952331543,-2.04663348197937,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-0.5653026103973389,-3.3122386932373047,Yes,True
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-4.9059038162231445,-0.7147799730300903,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-0.7138773202896118,-4.46861457824707,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-6.031053066253662,-1.4139742851257324,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-2.5934250354766846,-0.7225567102432251,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-9.87476921081543,-0.5819849967956543,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.3883318305015564,-12.124820709228516,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.2535478472709656,-9.562331199645996,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.3492613434791565,-12.68735122680664,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-0.3511147201061249,-7.406086444854736,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-7.312296390533447,-1.0780693292617798,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-0.5541720390319824,-3.6717374324798584,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-0.23846204578876495,-4.6248602867126465,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-0.2573784291744232,-6.562429904937744,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-0.3528829514980316,-7.906105995178223,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-0.5346814393997192,-2.406144618988037,Yes,False
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-7.281026363372803,-0.5350995063781738,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-2.827713966369629,-1.203053593635559,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-2.1869804859161377,-1.9295978546142578,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.22710463404655457,-10.74989128112793,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-0.5269767642021179,-5.906137466430664,Yes,True
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-3.5465235710144043,-0.7967965602874756,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.22694534063339233,-10.437309265136719,Yes,True
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.23487067222595215,-5.12489128112793,Yes,True
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.28274381160736084,-9.81235122680664,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-0.7452408075332642,-1.7420201301574707,Yes,False
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-1.2262547016143799,-1.9764419794082642,Yes,False
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-1.4211310148239136,-1.4217373132705688,Yes,True
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.28274381160736084,-11.249903678894043,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-5.406086444854736,-0.6562060117721558,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-0.1441313773393631,-8.937409400939941,Yes,True
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.2825349271297455,-11.874820709228516,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-2.4682140350341797,-1.0936226844787598,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-0.3180219531059265,-2.812368631362915,Yes,True
can be broken,a sweater,'',Can a sweater be broken?,No,random,-0.14798270165920258,-7.093586444854736,Yes,False
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-0.39351049065589905,-3.3904309272766113,Yes,True
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.4758470356464386,-10.874876976013184,Yes,True
