property,prefix,Context,Question,Correct Answer,negative_sample_type,yes_logprob,no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-0.6127989292144775,-0.863092303276062,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-0.5581371784210205,-1.0622386932373047,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-2.0619804859161377,-0.19206611812114716,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-2.265213966369629,-0.1433718353509903,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-2.9526593685150146,-0.07839324325323105,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-1.4522552490234375,-0.32764458656311035,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-1.1781967878341675,-0.43040233850479126,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-1.44475519657135,-0.31814149022102356,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-0.9796290397644043,-0.6051185727119446,No,True
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-1.397663950920105,-0.33357104659080505,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-1.4449048042297363,-0.3181275427341461,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-2.608830690383911,-0.11689381301403046,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-0.2730484902858734,-1.6482536792755127,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-0.5619470477104187,-0.9997694492340088,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.14391203224658966,-2.2653050422668457,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-0.8390671610832214,-0.6519012451171875,No,True
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-1.7884504795074463,-0.2262733429670334,No,True
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-0.7331097722053528,-0.7335052490234375,Yes,False
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-0.6202408075332642,-0.8705762624740601,Yes,False
can be added to cake,cabbage,'',Can cabbage be added to cake?,No,random,-0.6866165995597839,-0.8121646046638489,Yes,False
can be added to cereal,cabbage,'',Can cabbage be added to cereal?,No,random,-0.4619557559490204,-1.2104966640472412,Yes,False
can be airborne,chocolate,'',Can chocolate be airborne?,No,random,-0.8863094449043274,-0.6365370750427246,No,True
can be attached to a DVD player,a caterpillar,'',Can a caterpillar be attached to a dvd player?,No,random,-2.014575958251953,-0.20053669810295105,No,True
can be attached to a car,an ear,'',Can an ear be attached to a car?,No,random,-1.6321403980255127,-0.2555219531059265,No,True
can be attached to a tractor,hair,'',Can hair be attached to a tractor?,No,random,-1.1710319519042969,-0.4234033524990082,No,True
can be attached to a tree,a swing,'',Can a swing be attached to a tree?,Yes,random,-0.49752846360206604,-1.124754548072815,Yes,True
can be attached to an oven,a stove,'',Can a stove be attached to an oven?,Yes,random,-0.936911404132843,-0.5621848702430725,No,False
can be attached to bicycles,a toad,'',Can a toad be attached to bicycles?,No,random,-1.1398574113845825,-0.4507617652416229,No,True
can be bad for the teeth,lemonade,'',Can lemonade be bad for the teeth?,Yes,random,-0.8081371784210205,-0.683425784111023,No,False
can be baked,a bean,'',Can a bean be baked?,Yes,random,-0.8080762624740601,-0.6833779811859131,No,False
can be baked,broccoli,'',Can broccoli be baked?,No,random,-0.47028490900993347,-1.0936226844787598,Yes,False
can be bald,an owl,'',Can an owl be bald?,No,random,-1.0229681730270386,-0.5232752561569214,No,True
can be banned in a drought,a boomerang,'',Can a boomerang be banned in a drought?,No,random,-0.9135550260543823,-0.6012908816337585,No,True
can be bass,a guitar,'',Can a guitar be bass?,Yes,random,-1.3584197759628296,-0.36279892921447754,No,False
can be bent,a leg,'',Can a leg be bent?,Yes,random,-0.34726259112358093,-1.3435264825820923,Yes,True
can be bent,an owl,'',Can an owl be bent?,No,random,-1.3667861223220825,-0.36501994729042053,No,True
can be bitter in taste,cider,'',Can cider be bitter in taste?,Yes,random,-0.8080762624740601,-0.6834149360656738,No,False
can be blonde,hair,'',Can hair be blonde?,Yes,random,-0.13921138644218445,-2.577918291091919,Yes,True
can be blonde,an ambulance,'',Can an ambulance be blonde?,No,random,-1.0462955236434937,-0.5465647578239441,No,True
can be blunt,a bayonet,'',Can a bayonet be blunt?,Yes,random,-1.0073206424713135,-0.5036440491676331,No,False
can be broken,a sweater,'',Can a sweater be broken?,No,random,-1.0933326482772827,-0.4646592438220978,No,True
can be button shaped,mushroom,'',Can mushroom be button shaped?,Yes,random,-0.7915847301483154,-0.7299593687057495,No,False
can be carbonated,lemonade,'',Can lemonade be carbonated?,Yes,random,-0.5660000443458557,-0.9412260055541992,Yes,True
can be claustrophobic,a squirrel,'',Can a squirrel be claustrophobic?,No,random,-0.7181036472320557,-0.8434039950370789,Yes,False
can be coated with flavor,a donut,'',Can a donut be coated with flavor?,Yes,random,-0.18037013709545135,-2.0623204708099365,Yes,True
can be cold,a plow,'',Can a plow be cold?,No,random,-1.26535964012146,-0.3885387182235718,No,True
can be cooked,cheese,'',Can cheese be cooked?,Yes,random,-0.43502846360206604,-1.1872965097427368,Yes,True
can be covered,butter,'',Can butter be covered?,No,random,-0.6205074191093445,-0.9333493113517761,Yes,False
can be covered in chocolate,a seagull,'',Can a seagull be covered in chocolate?,No,random,-0.7885550260543823,-0.7262733578681946,No,True
can be covered in lip gloss,a lip,'',Can a lip be covered in lip gloss?,Yes,random,-0.26713988184928894,-1.6403049230575562,Yes,True
can be covered in lip gloss,a harpsichord,'',Can a harpsichord be covered in lip gloss?,No,random,-1.3196403980255127,-0.3823784291744232,No,True
can be crumbly,a bagpipe,'',Can a bagpipe be crumbly?,No,random,-2.6088945865631104,-0.11015107482671738,No,True
can be crushed,garlic,'',Can garlic be crushed?,Yes,random,-0.5657772421836853,-0.9410695433616638,Yes,True
can be crushed,a bikini,'',Can a bikini be crushed?,No,random,-0.8626221418380737,-0.6129055619239807,No,True
can be curly,hair,'',Can hair be curly?,Yes,random,-0.22707663476467133,-2.0466983318328857,Yes,True
can be cut into slices,mango,'',Can mango be cut into slices?,Yes,random,-0.5422940254211426,-0.9801785349845886,Yes,True
can be cut into slices,a spider,'',Can a spider be cut into slices?,No,random,-1.21817946434021,-0.4079330265522003,No,True
can be dangerous,a centipede,'',Can a centipede be dangerous?,No,random,-0.4291035532951355,-1.30441153049469,Yes,False
can be decaffeinated,a trombone,'',Can a trombone be decaffeinated?,No,random,-1.6089767217636108,-0.29666176438331604,No,True
can be decorative,a corkscrew,'',Can a corkscrew be decorative?,No,random,-0.44490477442741394,-1.1951074600219727,Yes,False
can be deflated,a balloon,'',Can a balloon be deflated?,Yes,random,-0.41549113392829895,-1.1638509035110474,Yes,True
can be deflated,flour,'',Can flour be deflated?,No,random,-1.8900632858276367,-0.20584739744663239,No,True
can be difficult to digest,corn,'',Can corn be difficult to digest?,Yes,random,-0.5622040629386902,-0.9373977184295654,Yes,True
can be dressed up,a doll,'',Can a doll be dressed up?,Yes,random,-0.1558193862438202,-2.2184250354766846,Yes,True
can be driven,a motorcycle,'',Can a motorcycle be driven?,Yes,random,-0.2210894227027893,-1.8434967994689941,Yes,True
can be driven,satsuma,'',Can satsuma be driven?,No,random,-1.6006721258163452,-0.2886417806148529,No,True
can be eaten cold,a date,'',Can a date be eaten cold?,Yes,random,-0.8588635921478271,-0.6091012358665466,No,False
can be eaten dried,an apricot,'',Can an apricot be eaten dried?,Yes,random,-0.6205762624740601,-0.8708335757255554,Yes,True
can be eaten raw,tomato,'',Can tomato be eaten raw?,Yes,random,-0.6203410029411316,-0.8708335757255554,Yes,True
can be eaten raw,a caravan,'',Can a caravan be eaten raw?,No,random,-1.842748999595642,-0.21626201272010803,No,True
can be eaten with chips,a deer,'',Can a deer be eaten with chips?,No,random,-1.4132260084152222,-0.35309407114982605,No,True
can be emptied,a bolt,'',Can a bolt be emptied?,No,random,-0.7728349566459656,-0.7106700539588928,No,True
can be empty,a barrel,'',Can a barrel be empty?,Yes,random,-1.093381643295288,-0.4705393314361572,No,False
can be environmentally friendly,a coach,'',Can a coach be environmentally friendly?,Yes,random,-0.49191156029701233,-1.117079496383667,Yes,True
can be environmentally friendly,a trumpet,'',Can a trumpet be environmentally friendly?,No,random,-1.6402842998504639,-0.26354682445526123,No,True
can be fair,a piano,'',Can a piano be fair?,No,random,-1.3746429681777954,-0.37092578411102295,No,True
can be fastened,a caravan,'',Can a caravan be fastened?,No,random,-0.7298915982246399,-0.7301960587501526,Yes,False
can be filled,a bathtub,'',Can a bathtub be filled?,Yes,random,-0.431124210357666,-1.241958737373352,Yes,True
can be filled with custard,cucumber,'',Can cucumber be filled with custard?,No,random,-1.5071403980255127,-0.316089928150177,No,True
can be filled with helium,a lorry,'',Can a lorry be filled with helium?,No,random,-1.444788932800293,-0.3239704668521881,No,True
can be filled with jam,a donut,'',Can a donut be filled with jam?,Yes,random,-0.3531436324119568,-1.4763871431350708,Yes,True
can be filling,a houseboat,'',Can a houseboat be filling?,No,random,-0.971920907497406,-0.5972864031791687,No,True
can be fished,a herring,'',Can a herring be fished?,Yes,random,-0.5035000443458557,-1.0701074600219727,Yes,True
can be flared,a trouser,'',Can a trouser be flared?,Yes,random,-0.8038893342018127,-0.6792860627174377,No,False
can be flavored,a camel,'',Can a camel be flavored?,No,random,-0.7533511519432068,-0.7536599040031433,Yes,False
can be flavored with lemon,lettuce,'',Can lettuce be flavored with lemon?,No,random,-0.4761672914028168,-1.1013871431350708,Yes,False
can be fluffy,a banjo,'',Can a banjo be fluffy?,No,random,-1.8588945865631104,-0.23315706849098206,No,True
can be folded,a finger,'',Can a finger be folded?,No,random,-0.8629698157310486,-0.6131144762039185,No,True
can be found at orchestras,a flute,'',Can a flute be found at orchestras?,Yes,random,-0.8623804450035095,-0.6128813624382019,No,False
can be found by the fire,an onion,'',Can an onion be found by the fire?,No,random,-1.1162830591201782,-0.4878281056880951,No,True
can be found in a kitchen drawer,a peeler,'',Can a peeler be found in a kitchen drawer?,Yes,random,-0.22096766531467438,-1.8434630632400513,Yes,True
can be found in bedrooms,a bed,'',Can a bed be found in bedrooms?,Yes,random,-0.10058462619781494,-2.7181036472320557,Yes,True
can be found in bedrooms,a squirrel,'',Can a squirrel be found in bedrooms?,No,random,-0.7883242964744568,-0.7887137532234192,Yes,False
can be found in boats or ships,a deckchair,'',Can a deckchair be found in boats or ships?,Yes,random,-0.36448997259140015,-1.803100824356079,Yes,True
can be found in boats or ships,a trout,'',Can a trout be found in boats or ships?,No,random,-0.9010230898857117,-0.7765424847602844,No,True
can be found in cars,a clamp,'',Can a clamp be found in cars?,Yes,random,-1.0146394968032837,-0.5151593685150146,No,False
can be found in cars,a soup,'',Can a soup be found in cars?,No,random,-0.9090526103973389,-0.5972864031791687,No,True
can be found in cold climate,a pie,'',Can a pie be found in cold climate?,No,random,-0.8002347350120544,-0.6755231022834778,No,True
can be found in dark places,a millipede,'',Can a millipede be found in dark places?,Yes,random,-0.5109542012214661,-1.0776876211166382,Yes,True
can be found in factories,a spoon,'',Can a spoon be found in factories?,No,random,-0.948659360408783,-0.5739704966545105,No,True
can be found in forests,a skunk,'',Can a skunk be found in forests?,Yes,random,-0.5266366004943848,-1.0230720043182373,Yes,True
can be found in forests,a strainer,'',Can a strainer be found in forests?,No,random,-1.093017578125,-0.46654418110847473,No,True
can be found in gardens,a bowl,'',Can a bowl be found in gardens?,No,random,-0.811911404132843,-0.6872965097427368,No,True
can be found in hot climate,an iguana,'',Can an iguana be found in hot climate?,Yes,random,-0.19726145267486572,-1.9446403980255127,Yes,True
