Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,physical-interactions,,variable_swap,1.0,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the wheel heating the nail?,Yes,-2.4517781734466553,-1.6707926988601685,-8.687457084655762,-7.1562347412109375,6.2356789112091064,5.485442042350769,Yes,True
2.0,1.0,physical-interactions,,variable_swap,1.0,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the wheel cooling the nail?,No,-2.57659912109375,-1.6551845073699951,-8.687457084655762,-7.1562347412109375,6.110857963562012,5.501050233840942,Yes,False
3.0,1.0,physical-interactions,,variable_swap,2.0,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the wheel heating the nail?,No,-2.5923819541931152,-1.5458581447601318,-8.687457084655762,-7.1562347412109375,6.0950751304626465,5.610376596450806,Yes,False
4.0,1.0,physical-interactions,,variable_swap,2.0,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the wheel cooling the nail?,Yes,-2.435997724533081,-1.5536627769470215,-8.687457084655762,-7.1562347412109375,6.251459360122681,5.602571964263916,Yes,True
6.0,1.0,physical-interactions,,variable_swap,1.0,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the nail heating the wheel?,No,-2.6548819541931152,-1.4209197759628296,-8.687457084655762,-7.1562347412109375,6.0325751304626465,5.735314965248108,Yes,False
8.0,1.0,physical-interactions,,variable_swap,2.0,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the nail heating the wheel?,Yes,-2.5924649238586426,-1.4990297555923462,-8.687457084655762,-7.1562347412109375,6.094992160797119,5.657204985618591,Yes,True
9.0,1.0,physical-interactions,,variable_swap,1.0,The wheel and the nail are touching. Heat is flowing from the wheel to the nail.,Is the nail cooling the wheel?,Yes,-2.529600143432617,-1.444204568862915,-8.687457084655762,-7.1562347412109375,6.1578569412231445,5.7120301723480225,Yes,True
11.0,1.0,physical-interactions,,variable_swap,2.0,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the nail cooling the wheel?,No,-2.5141913890838623,-1.5848803520202637,-8.687457084655762,-7.1562347412109375,6.173265695571899,5.571354389190674,Yes,False
13.0,2.0,physical-interactions,,antonym,1.0,The wheel and the nail are touching. The wheel is much hotter than the nail.,Is the wheel heating the nail?,Yes,-2.8725242614746094,-2.169853925704956,-8.687457084655762,-7.1562347412109375,5.814932823181152,4.9863808155059814,Yes,True
14.0,2.0,physical-interactions,,antonym,1.0,The wheel and the nail are touching. The wheel is much hotter than the nail.,Is the wheel cooling the nail?,No,-2.8101742267608643,-2.185688018798828,-8.687457084655762,-7.1562347412109375,5.8772828578948975,4.970546722412109,Yes,False
15.0,2.0,physical-interactions,,antonym,2.0,The wheel and the nail are touching. The wheel is much colder than the nail.,Is the wheel heating the nail?,No,-3.1223649978637695,-2.1542601585388184,-8.687457084655762,-7.1562347412109375,5.565092086791992,5.001974582672119,Yes,False
