Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,quantitative-properties,,antonym,1,There are fewer keychains than staplers.,Are there more staplers than keychains?,Yes,20.0,0,-1.7555404901504517,-1.9442716836929321,-0.2184243643725361,0.10546867494229906,-1.5371161257779156,-2.049740358635231,Yes,True,False,False
2,1,quantitative-properties,,antonym,1,There are fewer keychains than staplers.,Are there fewer staplers than keychains?,No,20.0,0,-1.6931779384613037,-1.8192716836929321,-0.15606181268338815,0.23046867494229906,-1.5371161257779156,-2.049740358635231,Yes,False,False,True
3,1,quantitative-properties,,antonym,2,There are more keychains than staplers.,Are there more staplers than keychains?,No,20.0,0,-1.67751944065094,-2.045858144760132,-0.14040331487302438,0.0038822138750993496,-1.5371161257779156,-2.049740358635231,Yes,False,False,True
4,1,quantitative-properties,,antonym,2,There are more keychains than staplers.,Are there fewer staplers than keychains?,Yes,20.0,0,-1.6776505708694458,-1.9911627769470215,-0.14053444509153024,0.0585775816882097,-1.5371161257779156,-2.049740358635231,Yes,True,False,False
5,2,quantitative-properties,,antonym,1,There are many staplers relative to keychains.,Are there more staplers than keychains?,Yes,20.0,0,-1.6230714321136475,-2.4990885257720947,-0.0859553063357319,-0.44934816713686354,-1.5371161257779156,-2.049740358635231,Yes,True,True,True
6,2,quantitative-properties,,antonym,1,There are many staplers relative to keychains.,Are there fewer staplers than keychains?,No,20.0,0,-1.58396315574646,-2.2178096771240234,-0.046847029968544396,-0.16806931848879225,-1.5371161257779156,-2.049740358635231,Yes,False,True,False
7,2,quantitative-properties,,antonym,2,There are few staplers relative to keychains.,Are there more staplers than keychains?,No,20.0,0,-1.6774506568908691,-2.295792579650879,-0.14033453111295358,-0.24605222101564772,-1.5371161257779156,-2.049740358635231,Yes,False,True,False
8,2,quantitative-properties,,antonym,2,There are few staplers relative to keychains.,Are there fewer staplers than keychains?,Yes,20.0,0,-1.5914956331253052,-2.217684507369995,-0.05437950734738961,-0.16794414873476393,-1.5371161257779156,-2.049740358635231,Yes,True,True,True
12,2,quantitative-properties,,variable swap,2,There are many keychains relative to staplers.,Are there fewer staplers than keychains?,Yes,20.0,0,-1.7245571613311768,-2.1552491188049316,-0.1874410355532612,-0.10550876016970046,-1.5371161257779156,-2.049740358635231,Yes,True,False,False
13,2,quantitative-properties,,variable swap,1,There are few keychains relative to staplers.,Are there more staplers than keychains?,Yes,20.0,0,-1.8414242267608643,-2.280184507369995,-0.3043081009829487,-0.23044414873476393,-1.5371161257779156,-2.049740358635231,Yes,True,False,False
