task,QID,AnsRefIDs,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,20.0,0,-1.1948784589767456,-0.4431547224521637,0.2974370747804642,-0.10911787590011957,-1.4923155337572098,-0.33403684655204413,No,False,True,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,20.0,0,-1.562119960784912,-0.3083780109882355,-0.06980442702770229,0.025658835563808657,-1.4923155337572098,-0.33403684655204413,No,True,False,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,20.0,3,-1.2651593685150146,-0.3943103849887848,0.2310111197953424,-0.06086685938450198,-1.496170488310357,-0.3334435256042828,No,False,True,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,20.0,2,-1.3745416402816772,-0.3767072260379791,0.11944785037388406,-0.042167731234803774,-1.4939894906555613,-0.33453949480317535,No,True,True,False
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,20.0,4,-1.0229966640472412,-0.5193363428115845,0.47237638657291736,-0.18525142039482795,-1.4953730506201586,-0.3340849224167565,No,False,True,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,20.0,4,-1.7573784589767456,-0.2595469057559967,-0.26200540835658703,0.07453801666075982,-1.4953730506201586,-0.3340849224167565,No,True,False,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-1.17926025390625,-0.4314253628253937,0.3130552798509598,-0.09738851627334955,-1.4923155337572098,-0.33403684655204413,No,False,True,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,20.0,2,-1.74176025390625,-0.24488773941993713,-0.2477707632506887,0.08965175538323822,-1.4939894906555613,-0.33453949480317535,No,True,False,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,20.0,1,-1.1011912822723389,-0.4783286154270172,0.3886295157174269,-0.1426670336474975,-1.4898207979897657,-0.3356615817795197,No,False,True,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,20.0,1,-1.2729966640472412,-0.4021592438220978,0.21682413394252453,-0.06649766204257807,-1.4898207979897657,-0.3356615817795197,No,True,True,False
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,20.0,2,-1.1870694160461426,-0.4372965395450592,0.3069200746094187,-0.10275704474188385,-1.4939894906555613,-0.33453949480317535,No,False,True,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,20.0,1,-1.6714236736297607,-0.30053868889808655,-0.181602875639995,0.035122892881433165,-1.4898207979897657,-0.3356615817795197,No,True,False,True
