task,QID,AnsRefIDs,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,20.0,0,-0.08957532793283463,-2.468552827835083,2.541106794650568,-0.9868619448424927,-2.6306821225834027,-1.4816908829925903,Yes,True,True,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,20.0,0,-4.031040191650391,-0.018382802605628967,-1.400358069066988,1.4633080803869614,-2.6306821225834027,-1.4816908829925903,No,True,False,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,20.0,3,-0.010255591943860054,-4.624868869781494,2.5754982693526474,-3.131785902053836,-2.5857538612965074,-1.4930829677276583,Yes,True,True,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,20.0,2,-2.57785964012146,-0.07939543575048447,0.011866832973221886,1.422188387077525,-2.589726473094682,-1.5015838228280094,No,True,False,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,20.0,4,-0.0004164032870903611,-10.062420845031738,2.5934076197165874,-8.549128655072453,-2.5938240230036778,-1.5132921899592853,Yes,True,True,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,20.0,4,-8.624704360961914,-0.0003382019931450486,-6.030880337958236,1.5129539879661402,-2.5938240230036778,-1.5132921899592853,No,True,False,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,20.0,0,-0.6951074600219727,-0.6952027082443237,1.93557466256143,0.7864881747482666,-2.6306821225834027,-1.4816908829925903,Yes,True,True,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,20.0,2,-2.9373090267181396,-0.055496588349342346,-0.3475825536234578,1.446087234478667,-2.589726473094682,-1.5015838228280094,No,True,False,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,20.0,1,-0.0798577293753624,-2.577953815460205,2.440688189001988,-1.0553618126702,-2.5205459183773504,-1.522592002790005,Yes,True,True,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,20.0,1,-1.8122965097427368,-0.1863202005624771,0.7082494086346136,1.336271802227528,-2.5205459183773504,-1.522592002790005,No,True,False,True
