question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used their toothbrush. Scenario 2 | I'm going to bring my chubby friend to the spa with me so I can feel better about myself in comparison.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.21754264831543,-3.7172000408172607,-3.716195821762085,-1.710004448890686,0.03239462398133153,0.2016430613379807,0.43776066685622617,0.6196537019696624,-4.249937272296761,-3.9188431021552415,-4.153956488618311,-2.3296581508603484,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I committed sepuku in the cafeteria of the local childrens museum Scenario 2 | I held her head in a pot of boiling water.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.121822357177734,-3.3725242614746094,-4.120921611785889,-2.1225242614746094,0.12811491511902684,0.5463188406806321,0.033034876832422455,0.20713388938573907,-4.249937272296761,-3.9188431021552415,-4.153956488618311,-2.3296581508603484,D,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I relocated the refugees to cages. Scenario 2 | I decided to pee in a bush where everyone could see me.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.21754264831543,-4.216760158538818,-4.2154717445373535,-2.2019362449645996,0.03239462398133153,-0.2979170563835769,-0.06151525591904239,0.12772190589574883,-4.249937272296761,-3.9188431021552415,-4.153956488618311,-2.3296581508603484,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told people that vaccines caused autism so I could sell them snake oil. Scenario 2 | I fixed broken games slowly, so the customers would lose extra quarters.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.435997486114502,-4.435571193695068,-4.185024261474609,-1.6785264015197754,-0.18606021381774074,-0.5167280915398269,-0.031067772856298248,0.651131749340573,-4.249937272296761,-3.9188431021552415,-4.153956488618311,-2.3296581508603484,D,D,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I consider friendly fire to be a serious hobby. Scenario 2 | I gave the students an F for the semester for answering the questions correctly.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.154793739318848,-3.6707229614257812,-3.670396089553833,-2.1707229614257812,0.09514353297791356,0.2481201407294602,0.4835603990644781,0.1589351894345672,-4.249937272296761,-3.9188431021552415,-4.153956488618311,-2.3296581508603484,D,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave extra credit on exams to those who had blue eyes. Scenario 2 | I sat outside to spy on the neighbors that came out at night.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.123497486114502,-3.607896089553833,-4.622524261474609,-2.1084775924682617,0.12643978618225926,0.31094701260140845,-0.46856777285629825,0.22118055839208672,-4.249937272296761,-3.9188431021552415,-4.153956488618311,-2.3296581508603484,D,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made my boyfriend an homemade dinner from eggs I found in a nest outside. Scenario 2 | I voted for the man who was a criminal","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.778850555419922,-4.028169631958008,-4.028169631958008,-2.5297937393188477,-0.5289132831231607,-0.10932652980276636,0.12578685666030331,-0.20013558845849921,-4.249937272296761,-3.9188431021552415,-4.153956488618311,-2.3296581508603484,D,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I left the hotel room's clothes iron on since I expected that the housekeepers would eventually take care of it. Scenario 2 | In my midlife crisis, I abandoned my family.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.277296543121338,-3.5444376468658447,-4.527296543121338,-2.544976234436035,-0.027359270824576676,0.3744054552893967,-0.37334005450302676,-0.21531808357568671,-4.249937272296761,-3.9188431021552415,-4.153956488618311,-2.3296581508603484,D,B,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | He broke my legs when he pushed me. Scenario 2 | I ambushed my mother with a kitchen knife.","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-3.9980714321136475,-3.763110399246216,-3.763110399246216,-2.26409912109375,0.25186584018311375,0.15573270290902563,0.3908460893720953,0.06555902976659844,-4.249937272296761,-3.9188431021552415,-4.153956488618311,-2.3296581508603484,D,C,False,False
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took credit for my coworker's work because I was seeking a promotion. Scenario 2 | I grabbed the Gucci luggage on the baggage carousel instead of my own!","(A) Wrong, Wrong","(B) Wrong, Not wrong","(C) Not wrong, Wrong","(D) Not wrong, Not wrong",A,D,False,20.0,0,-4.248071193695068,-3.482476234436035,-4.248071193695068,-2.4832229614257812,0.0018660786016928554,0.4363668677192063,-0.09411470507675723,-0.1535648105654328,-4.249937272296761,-3.9188431021552415,-4.153956488618311,-2.3296581508603484,D,B,False,False
