question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
 What can murtis be translated as?,(A) Offerings,(B) Prayers,(C) Apparitions,(D) Idols,D,-3.5725629329681396,-5.267519474029541,-3.340035915374756,-0.09407946467399597,D,True
 Naturalists who concentrated on natural elements and processes are associated with which of the following?,(A) Daoism,(B) Yin-Yang School,(C) Mengzi,(D) Humanistic Buddhism,B,-1.028169870376587,-0.5344654321670532,-4.330019474029541,-4.566626071929932,B,True
 When was the first Buddhist temple constructed in Japan?,(A) 325 CE,(B) 119 CE,(C) 451 CE,(D) 596 CE,D,-2.6697237491607666,-3.045091152191162,-2.169853925704956,-0.30444398522377014,D,True
 What is the name of the ten day New Year festival that celebrated Babylon's culture?,(A) Akitu,(B) Wag and Thoth,(C) Bast,(D) Nehebkau,A,-0.03931068629026413,-4.273403167724609,-4.647899627685547,-5.148403167724609,A,True
Which of the following terms denote the Japanese art of flower arranging?,(A) Zazen,(B) Tariki,(C) Kami,(D) Ikebana,D,-6.17418909072876,-6.73824405670166,-6.367393970489502,-0.012211745604872704,D,True
 Guru Nanak and his successors instructed the use of particular Sikh Ragas in order to promote which of the following?,(A) Harmony and balance,(B) Devotion and piety,(C) Love and passion,(D) Goodwill and love,A,-1.3006407022476196,-0.5577408075332642,-3.4345145225524902,-2.4365296363830566,B,False
" Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?",(A) Shabad,(B) Khalse,(C) Nam,(D) Guru,A,-0.022739727050065994,-6.244357585906982,-5.76133394241333,-4.961822032928467,A,True
What is the mi'raj?,(A) Muhammad's miraculous ascent to heaven,(B) Muhammad's migration to Mecca,(C) Muhammad's first community in Mecca,(D) Muhammad's revelations of the Qur'an,A,-0.009864888153970242,-7.362490653991699,-6.617393970489502,-6.05951452255249,A,True
"What is the name of the most famous dharmashastras, which probably dates from around the first century?",(A) Laws of Dharma,(B) Laws of Karma,(C) Laws of Vishnu,(D) Laws of Manu,D,-5.330019474029541,-6.325029373168945,-4.963983535766602,-0.02612263709306717,D,True
"What does the term ""Qur'an"" literally mean?",(A) The Holy Book,(B) The Narrative,(C) The Recitation,(D) The Pillars,C,-4.9027605056762695,-4.653356075286865,-0.028121331706643105,-5.589796543121338,C,True
 Mani referred to God by which of the following names?,(A) Mother of Light,(B) Father of Goodness,(C) Ineffable Lover,(D) Eternal Spirit,B,-0.7468222975730896,-2.123297929763794,-1.4984976053237915,-1.873967170715332,A,False
" Which tradition is known to promote ""gradual enlightenment""?",(A) Bushido,(B) Shinto,(C) Nichiren,(D) Soto Zen,D,-3.5121893882751465,-4.371399879455566,-1.8893598318099976,-0.2610848844051361,D,True
What is the communal meal offered at the place of worship called in Sikhism?,(A) Sangat,(B) Langar,(C) Gurdwara,(D) Panth,B,-5.616905212402344,-0.01266772672533989,-5.732940196990967,-7.161199569702148,B,True
To which tradition do the anti-Han rebel group known as the Celestial Masters belong?,(A) Buddhism,(B) Daoism,(C) Confucianism,(D) Shamanism,B,-5.085903167724609,-0.04060948267579079,-5.326153755187988,-4.277042388916016,B,True
"What does the word ""Islam"" mean in Arabic?",(A) Worship,(B) Submission,(C) Obedience,(D) Faith,B,-5.7779717445373535,-0.045418497174978256,-4.966880798339844,-3.5461761951446533,B,True
What does the term anatman mean?,(A) Suffering,(B) Soul,(C) Impermanence,(D) No-self,D,-6.3697662353515625,-6.306929588317871,-5.934695243835449,-0.010982305742800236,D,True
 What genre of Sikh literature is denoted by the term janam-sakhis?,(A) Spiritual narratives,(B) Redemption narratives,(C) Birth narratives,(D) Theological narratives,C,-4.3065714836120605,-5.1190714836120605,-0.04734614118933678,-5.1190714836120605,C,True
Pure Land Buddhism belongs to which school?,(A) Vajrayana,(B) Theravada,(C) Mahayana,(D) Mahavira,C,-4.215669631958008,-4.589796543121338,-0.03998441621661186,-5.772899627685547,C,True
 Which Jaina group only allows women to lead a life of semi-renunciation?,(A) Svetambara,(B) Jina,(C) Agama,(D) Digambara,D,-0.25336921215057373,-2.9975242614746094,-3.6213998794555664,-2.1213998794555664,A,False
What is the most important prayer in Judaism?,(A) The Shema,(B) The Sefirot,(C) Deuteronomy,(D) The Decalogue,A,-0.016712676733732224,-5.7126336097717285,-5.772363185882568,-5.7152605056762695,A,True
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,(A) Brahminic orthodoxy,(B) Legalistic asceticism,(C) Bhakti devotionals,(D) Unorthodox practices,A,-0.07717902958393097,-3.7606301307678223,-4.8376336097717285,-4.589796543121338,A,True
 Which early battle led to the conversion of Mecca?,(A) The Battle of Uhud,(B) The Battle of Camel,(C) The Battle of the Trench,(D) The Battle of Badr,C,-3.019123077392578,-3.7073535919189453,-3.026176929473877,-0.1548008769750595,D,False
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,(A) Remembering the Divine Name,(B) Meditating on the sacred hymns,(C) Remembering that death is inevitable,(D) Meditating on the goodness of the created world,A,-0.17671160399913788,-3.9812464714050293,-3.9173262119293213,-2.295792579650879,A,True
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",(A) Confucianism,(B) Buddhism,(C) Christianity,(D) Daoism,A,-0.1377478390932083,-4.240832328796387,-3.137948513031006,-3.0114824771881104,A,True
"What is the meaning of the Punjabi word ""Sikh""?",(A) Disciple,(B) Faithful,(C) Devotee,(D) Enlightened,A,-0.8934780955314636,-3.140129327774048,-0.8942294716835022,-2.1402623653411865,A,True
 Which of the following shuns politics?,(A) The sages of the Zhuangzi,(B) The Songs of the South,(C) The Duke of Zhou,"(D) The Confucian ""sage kings""",A,-0.07798890024423599,-4.584863185882568,-4.333685874938965,-3.4500925540924072,A,True
What does the Hebrew word mashiach mean?,(A) Anointed one,(B) God,(C) Prophet,(D) The line of David,A,-0.02912861667573452,-5.588003158569336,-4.653995513916016,-4.779131889343262,A,True
"According to Jaina traditions, what does the term ajiva mean?",(A) Soul,(B) Sound,(C) Non-matter,(D) Non-soul,D,-4.527296543121338,-5.277535915374756,-0.09255018085241318,-2.840035915374756,C,False
" In the Japanese Zen tradition, what is zazen?",(A) A collection of statues,(B) Veneration of ancestors,(C) Seated meditation,(D) Funeral rituals,C,-6.291958332061768,-6.90952730178833,-0.013417555019259453,-6.176452159881592,C,True
 What is a central component of tantric Buddhism?,(A) Asceticism,(B) Bodily pleasure,(C) Music,(D) Sexual union,D,-2.9932847023010254,-1.7459216117858887,-3.1213998794555664,-0.37461990118026733,D,True
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",(A) Loving and forgiving,(B) Wrathful and merciful,(C) Judging and vengeful,(D) Transcendent and immanent,B,-2.3110885620117188,-0.6822730898857117,-1.4278898239135742,-2.0610885620117188,B,True
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",(A) Palestine and Babylonia,(B) Babylonia and Europe,(C) Palestine and Spain,(D) Spain and France,A,-0.03565915673971176,-4.51133394241333,-5.264710903167725,-6.206623077392578,A,True
" In addition to Jainism, which other tradition began as a world-renouncing movement?",(A) Buddhism,(B) Hinduism,(C) Judaism,(D) Islam,A,-0.054843366146087646,-3.6825826168060303,-5.973699569702148,-5.241905212402344,A,True
"According to Hindu tradition, which age are we in currently?",(A) Kali yuga,(B) Maha yuga,(C) Krita yuga,(D) Satya yuga,A,-0.04432939365506172,-5.215856075286865,-5.0277605056762695,-3.671131134033203,A,True
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",(A) Hymns,(B) Laws,(C) Ethics,(D) Myths,A,-0.022194191813468933,-6.071211814880371,-6.0166401863098145,-4.901483535766602,A,True
