question,A,B,C,D,answer,oa_logprob,ob_logprob,oc_logprob,od_logprob,predicted_answer,is_correct
How many human polyomaviruses are known at present?,(A) 100,(B) 1,(C) 10,(D) unknown,A,-3.0437464714050293,-3.044976234436035,-2.7944376468658447,-3.0444376468658447,C,False
AIDS activism in the U.S. resulted in:,(A) Food and Drug Administration reforms,(B) Easier access to investigational drugs,(C) Changes in the way medicine was practiced in the U.S.,(D) All of the above,D,-2.3413503170013428,-2.3418805599212646,-2.0905723571777344,-2.0913503170013428,C,False
"Globally, the most deaths are caused by:",(A) Respiratory infections,(B) Diarrheal diseases,(C) Malaria,(D) Tuberculosis,B,-2.638110399246216,-2.888110399246216,-2.8864824771881104,-2.887397289276123,A,False
What happens during the 'incubation period'?,(A) The virus is cleared from the body by the immune system,(B) Virus replication happens at an intracellular level,(C) This period commonly lasts for a few days,(D) This period commonly lasts for a few hours,B,-2.2459216117858887,-2.2459216117858887,-2.2432847023010254,-2.2459216117858887,C,False
Newborn infants in countries with limited access to safe water and low levels of education should be:,(A) Exclusively formula fed for six months,(B) Exclusively breast fed for six months,(C) Should receive both breast milk and other foods as tolerated in the first 6,(D) months,B,-2.5428595542907715,-2.2927324771881104,-2.2915589809417725,-2.2927324771881104,C,False
Achieving effective change in a community is usually dependent on which of the following segments of society?,(A) Innovators,(B) Early adapters,(C) Middle adapters,(D) Late adapters,A,-2.357476234436035,-2.6069376468658447,-2.3569376468658447,-2.6069376468658447,C,False
“Contingency management” is”:,(A) A strategy of last resort for reducing high-risk behaviors,(B) Paying drug users for negative urine specimens,(C) Paying sex workers to use condoms,(D) Paying drug users to use condoms,B,-2.3093223571777344,-2.0600242614746094,-2.3072662353515625,-2.0593223571777344,D,False
Typical clinical symptoms following infection with astroviruses include which of the following?,(A) Acute pneumonia,(B) Gastroenteritis in children,(C) Hepatitis,(D) rashes,B,-2.4968223571777344,-2.4975242614746094,-2.4968223571777344,-2.4968223571777344,A,False
Which of the following is the most special characteristic of the adaptive immune system?,(A) Antibodies,(B) T cells,(C) Memory T cells,(D) Clonal expansion of pre-existing antibodies and/or T cells,D,-2.5444376468658447,-2.295396089553833,-2.044976234436035,-2.295396089553833,C,False
Chemotherapy is now an option for clinical care of patients. Typical drug regimens now include which of the following?,(A) Interferon and ribavirin,(B) Lamivudine and ribavirin,(C) Combinations of adefovir and entecavir and/or tenofovir (DAA),(D) Interferons alone,B,-2.324897289276123,-2.574897289276123,-2.3228089809417725,-2.5739824771881104,C,False
