Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,eval_split_ratio,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,calib_yes_mean,calib_no_mean,raw_predicted_answer,raw_is_correct,kfold_predicted_answer,kfold_is_correct
1,1,agent-properties,1,negation,1,Chao is looking at the wheel.,Does Chao see the wheel?,Yes,20.0,0,-4.072519779205322,-4.788443565368652,1.8154472922667475,0.4261047870684891,-5.88796707147207,-5.214548352437141,Yes,True,True,True
2,1,agent-properties,1,negation,2,Chao is not looking at the wheel.,Does Chao see the wheel?,No,20.0,0,-5.591921806335449,-4.276168346405029,0.29604526513662055,0.9383800060321121,-5.88796707147207,-5.214548352437141,No,True,False,True
3,1,agent-properties,1,negation,1,Chao is looking at the wheel.,Does Chao not see the wheel?,No,20.0,0,-5.982255458831787,-5.040633678436279,-0.09428838735971734,0.17391467400086214,-5.88796707147207,-5.214548352437141,No,True,False,True
4,1,agent-properties,1,negation,2,Chao is not looking at the wheel.,Does Chao not see the wheel?,Yes,20.0,0,-5.782718181610107,-5.024050712585449,0.10524888986196235,0.1904976398516922,-5.88796707147207,-5.214548352437141,No,False,False,False
5,2,agent-properties,2,antonym,1,The wheel is in front of Chao. Chao is awake.,Does Chao see the wheel?,Yes,20.0,0,-8.018799781799316,-6.625288963317871,-2.1308327103272466,-1.4107406108807297,-5.88796707147207,-5.214548352437141,No,False,False,False
6,2,agent-properties,2,antonym,2,The wheel is in front of Chao. Chao is asleep.,Does Chao see the wheel?,No,20.0,0,-9.97039794921875,-5.012636184692383,-4.08243087774668,0.20191216774475862,-5.88796707147207,-5.214548352437141,No,True,False,True
7,2,agent-properties,2,antonym,1,The wheel is in front of Chao. Chao is awake.,Does Chao not see the wheel?,No,20.0,0,-8.407621383666992,-7.155874729156494,-2.5196543121949224,-1.9413263767193527,-5.88796707147207,-5.214548352437141,No,True,False,True
8,2,agent-properties,2,antonym,2,The wheel is in front of Chao. Chao is asleep.,Does Chao not see the wheel?,Yes,20.0,0,-5.172458171844482,-5.501520156860352,0.7155088996275873,-0.28697180442321013,-5.88796707147207,-5.214548352437141,Yes,True,True,True
9,3,agent-properties,3,antonym,1,The wheel is in front of Chao. Chao's eyes are open.,Does Chao see the wheel?,Yes,20.0,0,-10.7859525680542,-9.55859375,-4.8979854965821294,-4.344045397562859,-5.88796707147207,-5.214548352437141,No,False,False,False
10,3,agent-properties,3,antonym,2,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao see the wheel?,No,20.0,0,-11.78265380859375,-8.357726097106934,-5.89468673712168,-3.143177744669792,-5.88796707147207,-5.214548352437141,No,True,False,True
11,3,agent-properties,3,antonym,1,The wheel is in front of Chao. Chao's eyes are open.,Does Chao not see the wheel?,No,20.0,0,-8.20182991027832,-7.850012302398682,-2.3138628388062505,-2.63546394996154,-5.88796707147207,-5.214548352437141,No,True,True,False
12,3,agent-properties,3,antonym,2,The wheel is in front of Chao. Chao's eyes are closed.,Does Chao not see the wheel?,Yes,20.0,0,-5.2236456871032715,-6.115990161895752,0.6643213843687983,-0.9014418094586105,-5.88796707147207,-5.214548352437141,Yes,True,True,True
13,4,agent-properties,4,antonym,1,The wheel is in front of Chao.,Does Chao see the wheel?,Yes,20.0,0,-6.4666571617126465,-5.815528392791748,-0.5786900902405767,-0.6009800403546066,-5.88796707147207,-5.214548352437141,No,False,True,True
14,4,agent-properties,4,antonym,2,The wheel is behind Chao.,Does Chao see the wheel?,No,20.0,0,-7.051977634429932,-5.31627082824707,-1.1640105629578619,-0.10172247580992888,-5.88796707147207,-5.214548352437141,No,True,False,True
15,4,agent-properties,4,antonym,1,The wheel is in front of Chao.,Does Chao not see the wheel?,No,20.0,0,-6.307623386383057,-5.538202285766602,-0.41965631491098687,-0.32365393332946013,-5.88796707147207,-5.214548352437141,No,True,False,True
16,4,agent-properties,4,antonym,2,The wheel is behind Chao.,Does Chao not see the wheel?,Yes,20.0,0,-5.241605758666992,-5.056309223175049,0.6463613128050776,0.1582391292620926,-5.88796707147207,-5.214548352437141,No,False,True,True
17,6,agent-properties,5,antonym,1,The bed is in the same room as Chao. The door is closed.,Does Chao see the bed?,Yes,20.0,0,-6.582542419433594,-6.0264692306518555,-0.694575347961524,-0.811920878214714,-5.88796707147207,-5.214548352437141,No,False,True,True
18,6,agent-properties,5,antonym,2,The bed is in a different room than Chao. The door is closed.,Does Chao see the bed?,No,20.0,0,-9.2185697555542,-6.058942794799805,-3.3306026840821294,-0.8443944423626633,-5.88796707147207,-5.214548352437141,No,True,False,True
19,6,agent-properties,5,antonym,1,The bed is in the same room as Chao. The door is closed.,Does Chao not see the bed?,No,20.0,0,-5.651402950286865,-5.880874156951904,0.23656412118520453,-0.6663258045147629,-5.88796707147207,-5.214548352437141,Yes,False,True,False
20,6,agent-properties,5,antonym,2,The bed is in a different room than Chao. The door is closed.,Does Chao not see the bed?,Yes,20.0,0,-5.290669918060303,-5.001632213592529,0.597297153411767,0.21291613884461214,-5.88796707147207,-5.214548352437141,No,False,True,True
21,7,agent-properties,6,antonym,1,The airplane is making sounds. The airplane is within earshot of Chao.,Does Chao hear the airplane?,Yes,20.0,0,-7.351973056793213,-9.217822074890137,-1.4640059853211431,-4.003273722452995,-5.88796707147207,-5.214548352437141,Yes,True,True,True
22,7,agent-properties,6,antonym,2,The airplane is making sounds. The airplane is out of earshot of Chao.,Does Chao hear the airplane?,No,20.0,0,-10.895855903625488,-6.9432692527771,-5.0078888321534185,-1.7287209003399582,-5.88796707147207,-5.214548352437141,No,True,False,True
23,7,agent-properties,6,antonym,1,The airplane is making sounds. The airplane is within earshot of Chao.,Does Chao not hear the airplane?,No,20.0,0,-8.300186157226562,-6.795107841491699,-2.4122190857544927,-1.5805594890545578,-5.88796707147207,-5.214548352437141,No,True,False,True
24,7,agent-properties,6,antonym,2,The airplane is making sounds. The airplane is out of earshot of Chao.,Does Chao not hear the airplane?,Yes,20.0,0,-5.936304569244385,-6.366789817810059,-0.048337497772315,-1.1522414653729172,-5.88796707147207,-5.214548352437141,Yes,True,True,True
25,8,agent-properties,7,antonym,1,The airplane is making sounds. The airplane is in front of Chao. Chao is awake.,Does Chao hear the airplane?,Yes,20.0,0,-8.086674690246582,-8.615775108337402,-2.1987076187745123,-3.401226755900261,-5.88796707147207,-5.214548352437141,Yes,True,True,True
26,8,agent-properties,7,antonym,2,The airplane is making sounds. The airplane is in front of Chao. Chao is asleep.,Does Chao hear the airplane?,No,20.0,0,-6.564326286315918,-5.05009126663208,-0.6763592148438482,0.16445708580506135,-5.88796707147207,-5.214548352437141,No,True,False,True
27,8,agent-properties,7,antonym,1,The airplane is making sounds. The airplane is in front of Chao. Chao is awake.,Does Chao not hear the airplane?,No,20.0,0,-10.29315185546875,-6.765834331512451,-4.40518478399668,-1.5512859790753097,-5.88796707147207,-5.214548352437141,No,True,False,True
