Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
1.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel transparent?,Yes,-0.6872694492340088,-0.7499203681945801,-8.374619483947754,-7.187296390533447,7.687350034713745,6.437376022338867,Yes,True
2.0,1.0,material-properties,,negation,1.0,Chao can see through the wheel.,Is the wheel opaque?,No,-2.968552827835083,-0.06388986110687256,-8.374619483947754,-7.187296390533447,5.406066656112671,7.123406529426575,No,True
3.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel transparent?,No,-2.843463182449341,-0.06875098496675491,-8.374619483947754,-7.187296390533447,5.531156301498413,7.118545405566692,No,True
4.0,1.0,material-properties,,negation,2.0,Chao cannot see through the wheel.,Is the wheel opaque?,Yes,-0.10869862139225006,-2.43741512298584,-8.374619483947754,-7.187296390533447,8.265920862555504,4.749881267547607,Yes,True
5.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel transparent?,Yes,-0.7886417508125305,-0.6404829025268555,-8.374619483947754,-7.187296390533447,7.585977733135223,6.546813488006592,Yes,True
6.0,2.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the wheel opaque?,No,-0.5622040629386902,-0.8827093839645386,-8.374619483947754,-7.187296390533447,7.812415421009064,6.304587006568909,Yes,False
7.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel transparent?,No,-3.4684250354766846,-0.0367591455578804,-8.374619483947754,-7.187296390533447,4.906194448471069,7.150537244975567,No,True
8.0,2.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel opaque?,Yes,-0.45477694272994995,-1.0311375856399536,-8.374619483947754,-7.187296390533447,7.919842541217804,6.156158804893494,Yes,True
9.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel smooth?,Yes,-0.4939383566379547,-0.988207221031189,-8.374619483947754,-7.187296390533447,7.880681127309799,6.199089169502258,Yes,True
10.0,3.0,material-properties,,antonym,1.0,The surface of the wheel is completely flat.,Is the surface of the wheel rough?,No,-4.062376499176025,-0.022546887397766113,-8.374619483947754,-7.187296390533447,4.3122429847717285,7.164749503135681,No,True
11.0,3.0,material-properties,,antonym,2.0,The surface of the wheel is somewhat bumpy.,Is the surface of the wheel smooth?,No,-3.4373204708099365,-0.03973424434661865,-8.374619483947754,-7.187296390533447,4.937299013137817,7.147562146186829,No,True
12.0,3.0,material-properties,,antonym,2.0,The surface of the wheel is somewhat bumpy.,Is the surface of the wheel rough?,Yes,-0.22641707956790924,-1.7577606439590454,-8.374619483947754,-7.187296390533447,8.148202404379845,5.429535746574402,Yes,True
13.0,4.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the surface of the wheel smooth?,Yes,-0.3824949860572815,-1.1951881647109985,-8.374619483947754,-7.187296390533447,7.992124497890472,5.992108225822449,Yes,True
14.0,4.0,material-properties,,material,1.0,The wheel is made of polyethylene.,Is the surface of the wheel rough?,No,-1.398134469985962,-0.30262649059295654,-8.374619483947754,-7.187296390533447,6.976485013961792,6.884669899940491,Yes,False
15.0,4.0,material-properties,,material,2.0,The wheel is made of concrete.,Is the surface of the wheel smooth?,No,-2.827875852584839,-0.06876230239868164,-8.374619483947754,-7.187296390533447,5.546743631362915,7.118534088134766,No,True
16.0,4.0,material-properties,,material,2.0,The wheel is made of concrete.,Is the surface of the wheel rough?,Yes,-0.29666176438331604,-1.390544056892395,-8.374619483947754,-7.187296390533447,8.077957719564438,5.796752333641052,Yes,True
17.0,5.0,material-properties,,antonym,1.0,Chao squeezed the wheel. It changed its shape.,Is the wheel soft?,Yes,-0.3220178186893463,-1.4139626026153564,-8.374619483947754,-7.187296390533447,8.052601665258408,5.773333787918091,Yes,True
18.0,5.0,material-properties,,antonym,1.0,Chao squeezed the wheel. It changed its shape.,Is the wheel hard?,No,-1.8980720043182373,-0.18148304522037506,-8.374619483947754,-7.187296390533447,6.476547479629517,7.005813345313072,No,True
19.0,5.0,material-properties,,antonym,2.0,Chao squeezed the wheel. It kept its shape.,Is the wheel soft?,No,-2.968526601791382,-0.06388509273529053,-8.374619483947754,-7.187296390533447,5.406092882156372,7.123411297798157,No,True
20.0,5.0,material-properties,,antonym,2.0,Chao squeezed the wheel. It kept its shape.,Is the wheel hard?,Yes,-0.569952666759491,-0.8670397996902466,-8.374619483947754,-7.187296390533447,7.804666817188263,6.320256590843201,Yes,True
21.0,6.0,material-properties,,material,1.0,The wheel is made of flannel.,Is the wheel soft?,Yes,-0.5622694492340088,-0.8709980249404907,-8.374619483947754,-7.187296390533447,7.812350034713745,6.3162983655929565,Yes,True
22.0,6.0,material-properties,,material,1.0,The wheel is made of flannel.,Is the wheel hard?,No,-3.6560401916503906,-0.03533614054322243,-8.374619483947754,-7.187296390533447,4.718579292297363,7.151960249990225,No,True
23.0,6.0,material-properties,,material,2.0,The wheel is made of bronze.,Is the wheel soft?,No,-2.718463182449341,-0.07705677300691605,-8.374619483947754,-7.187296390533447,5.656156301498413,7.110239617526531,No,True
