question,A,B,C,D,answer,predicted_answer,is_correct,eval_split_ratio,fold,raw_oa_logprob,raw_ob_logprob,raw_oc_logprob,raw_od_logprob,corrected_oa_logprob,corrected_ob_logprob,corrected_oc_logprob,corrected_od_logprob,calib_oa_mean,calib_ob_mean,calib_oc_mean,calib_od_mean,plain_predicted_answer,kfold_predicted_answer,plain_is_correct,kfold_is_correct
"The term ""sociology"" was coined in the early 1800s by which of the following?",(A) Auguste Comte,(B) Robert K. Merton,(C) Karl Marx,(D) Emile Durkheim,A,A,True,20.0,0,-0.007599763572216034,-10.544349670410156,-9.120658874511719,-9.061530113220215,5.7976136636150635,-3.5506285656140086,-3.5726636483612104,-2.9008357761130252,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
Goldthorpe identified the 'service class' as:,"(A) those in non-manual occupations, exercising authority on behalf of the state",(B) people working in consultancy firms who were recruited by big businesses,(C) the young men and women employed in domestic service in the nineteenth century,(D) those who had worked in the armed services,A,A,True,20.0,0,-0.021534914150834084,-7.714796543121338,-6.7807464599609375,-7.9057769775390625,5.783678513036445,-0.7210754383251903,-1.2327512338104292,-1.745082640431873,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
Durkheim defined social facts as:,"(A) ways of acting, thinking, and feeling that are collective and social in origin",(B) the way scientists construct knowledge in a social context,(C) data collected about social phenomena that are proven to be correct,"(D) ideas and theories that have no basis in the external, physical world",A,A,True,20.0,0,-0.003656183835119009,-11.457000732421875,-10.05842113494873,-10.248071670532227,5.8015572433521605,-4.463279627625727,-4.510425908798222,-4.087377333425037,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
Giselle graduated from college with high honors in management. She was recruited immediately following college by a large corporation and accepted a position in junior management. She quickly advanced to middle management. Ten years later Giselle was still in a middle-management position and had witnessed junior male colleagues promoted over her. Which of the following is a phenomenon that is most likely to explain Giselle's lack of promotion?,(A) Glass ceiling,(B) Gender constancy,(C) Underemployment,(D) Glass elevator,A,A,True,20.0,0,-0.01631220616400242,-9.74508285522461,-9.373588562011719,-8.749244689941406,5.788901221023277,-2.7513617504284618,-3.8255933358612104,-2.5885503528342166,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
The terms 'crisis of the 1970s' is used to refer to:,(A) declining profits and rising unemployment,(B) the eradication of the welfare state,(C) rising divorce rates and the decline of the traditional family,(D) an unfortunate twist in fashion sensibility,A,A,True,20.0,0,-0.020587585866451263,-9.793190956115723,-7.405309677124023,-8.686643600463867,5.784625841320828,-2.799469851319575,-1.857314450973515,-2.5259492633566776,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
Which of the following sociological perspectives views society as a system of interdependent and coordinated parts?,(A) Functionalism,(B) Conflict theory,(C) Symbolic interactionism,(D) Role theory,A,A,True,20.0,0,-0.002074017422273755,-12.22024917602539,-10.060900688171387,-10.12349796295166,5.803139409765006,-5.226528071229243,-4.512905462020878,-3.9628036258444705,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
The trend of decarceration involves:,(A) community alternatives to imprisonment and institutional care,(B) the increased use of imprisonment as the main form of punishment,(C) transferring the management of prisons to private companies,(D) decentralized organization due to the mobility of capital,A,A,True,20.0,0,-0.0167181808501482,-10.172430038452148,-8.498674392700195,-9.874195098876953,5.788495246337131,-3.178708933656001,-2.950679166549687,-3.7135007617697635,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
"Leroy visits his parents, who live in a primarily African American working-class neighborhood. During his visit, he notices that the community is changing. Several developments have been built to accommodate single-family homes, and upscale shopping centers have been added. While Leroy appreciates these changes, he is worried that his parents will not be able to afford to continue living in their neighborhood because property values are rising. Which of the following best explains what is happening to Leroy's old neighborhood?",(A) Gentrification,(B) Urbanization,(C) White flight,(D) The demographic transition,A,A,True,20.0,0,-0.004894862417131662,-12.040647506713867,-10.561254501342773,-10.686400413513184,5.800318564770148,-5.04692640191772,-5.013259275192265,-4.525706076405994,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
Booth's (1901) study revealed that the percentage of people in London who were living in poverty was:,(A) 30.70%,(B) 27.50%,(C) 18.60%,(D) 33.20%,A,A,True,20.0,0,-0.33932626247406006,-2.7810964584350586,-4.09362268447876,-1.5859012603759766,5.4658871647132194,4.212624646361089,1.4543725416717486,4.574793076731213,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
The 'new man' of the 1980s was alleged to be:,"(A) sensitive, caring, and emotional","(B) laddish, aggressive, and violent",(C) a strong and dependable breadwinner,(D) openly bisexual and proud of it,A,A,True,20.0,0,-0.02625090256333351,-6.841495513916016,-7.405309677124023,-7.7184038162231445,5.778962524623946,0.152225590880132,-1.857314450973515,-1.557709479115955,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
The 'third age' of the life course is said to involve:,(A) active non-work and independence after retirement,"(B) full time employment, family-building and adult responsibility","(C) illness, isolation and increasing dependence on others","(D) the transition from education to work, and distinctive youth cultures",A,A,True,20.0,0,-0.014622651971876621,-10.823358535766602,-8.31132984161377,-9.686530113220215,5.790590775215403,-3.829637430970454,-2.763334615463261,-3.5258357761130252,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
The term 'emotion work' (Hochschild 1983) refers to:,(A) the techniques used to consciously manage and present emotions that are deemed appropriate for public settings of interaction,"(B) the work done by psychologists, counselors and therapists to help clients with mental and emotional problems","(C) experiences such as grieving and falling in love, which demand a lot of emotional energy from a person",(D) the way in which increasing levels of risk and anxiety have made us think more reflexively about our self-identities,A,A,True,20.0,0,-0.1441960632801056,-10.582000732421875,-9.43366813659668,-10.681929588317871,5.661017363907174,-3.5882796276257274,-3.8856729104461714,-4.5212352512106815,-5.8052134271872795,-6.993721104796148,-5.547995226150508,-6.16069433710719,A,A,True,True
World-affirming religions:,(A) embrace conventional cultural values but offer new means of achieving them,(B) react against the loss of any meaningful religious content in the teachings of churches,(C) adopt an attitude of mild disapproval towards mainstream social values,(D) reject both the goals and means of conventional society and provide utopian alternatives,A,A,True,20.0,1,-0.01841159164905548,-8.370658874511719,-7.03071403503418,-6.030561923980713,5.701215208386809,-1.2405238230971412,-1.2866526980004789,0.017667624210137234,-5.719626800035864,-7.130135051414578,-5.744061337033701,-6.04822954819085,A,A,True,True
"After slavery was abolished in the USA and British Empire, policy makers claimed that former slaves migrating to these cities would experience:",(A) assimilation,(B) adaptation,(C) discrimination,(D) compensation,A,C,False,20.0,1,-5.028169631958008,-7.526176929473877,-0.03425981104373932,-6.342615604400635,0.6914571680778563,-0.39604187805929936,5.7098015259899615,-0.29438605620978464,-5.719626800035864,-7.130135051414578,-5.744061337033701,-6.04822954819085,C,C,False,False
"In contemporary societies, social institutions are:","(A) highly specialized, interrelated sets of social practices",(B) disorganized social relations in a postmodern world,(C) virtual communities in cyberspace,(D) no longer relevant to sociology,A,A,True,20.0,1,-0.0045807864516973495,-11.135858535766602,-10.367393493652344,-10.93366813659668,5.715046013584167,-4.005723484352024,-4.623332156618643,-4.88543858840583,-5.719626800035864,-7.130135051414578,-5.744061337033701,-6.04822954819085,A,A,True,True
"The four ideal types of social action that Weber identified were as follows: instrumentally-rational, value-rational, traditional, and...",(A) affectual,(B) affective,(C) effective,(D) infected,A,B,False,20.0,1,-1.225419282913208,-0.35342729091644287,-7.529493808746338,-8.749446868896484,4.494207517122656,6.776707760498135,-1.785432471712637,-2.7012173207056343,-5.719626800035864,-7.130135051414578,-5.744061337033701,-6.04822954819085,B,B,False,False
