Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer,fold,raw_yes_logprob,raw_no_logprob,corrected_yes_logprob,corrected_no_logprob,bias_correction,predicted_answer,is_correct
1.0,1.0,social-relations,1.0,negation,1.0,Chao knows Yan.,Are Chao and Yan friends?,Yes,0,-7.616390705108643,-8.373838424682617,-8.154333750903607,-7.835895378887653,0.5379430457949641,No,False
2.0,1.0,social-relations,1.0,negation,1.0,Chao knows Yan.,Are Chao and Yan strangers?,No,0,-5.14190673828125,-3.642608404159546,-5.6798497840762145,-3.104665358364582,0.5379430457949641,No,True
3.0,1.0,social-relations,1.0,negation,2.0,Chao doesn't know Yan.,Are Chao and Yan friends?,No,0,-7.87249755859375,-6.62587833404541,-8.410440604388715,-6.087935288250446,0.5379430457949641,No,True
4.0,1.0,social-relations,1.0,negation,2.0,Chao doesn't know Yan.,Are Chao and Yan strangers?,Yes,0,-4.651798248291016,-6.90089750289917,-5.18974129408598,-6.362954457104205,0.5379430457949641,Yes,True
5.0,2.0,social-relations,2.0,antonym,1.0,Chao is warm toward Yan.,Are Chao and Yan friends?,Yes,0,-8.1026029586792,-5.60420560836792,-8.640546004474164,-5.066262562572955,0.5379430457949641,No,False
6.0,2.0,social-relations,2.0,antonym,1.0,Chao is warm toward Yan.,Are Chao and Yan strangers?,No,0,-8.204776763916016,-2.4588401317596436,-8.74271980971098,-1.9208970859646795,0.5379430457949641,No,True
8.0,2.0,social-relations,2.0,antonym,2.0,Chao is indifferent toward Yan.,Are Chao and Yan strangers?,Yes,0,-7.202164649963379,-4.19706916809082,-7.7401076957583435,-3.659126122295856,0.5379430457949641,No,False
9.0,3.0,social-relations,3.0,other,1.0,Chao likes Yan.,Are Chao and Yan friends?,Yes,0,-7.765725612640381,-10.268841743469238,-8.303668658435345,-9.730898697674274,0.5379430457949641,Yes,True
10.0,3.0,social-relations,3.0,other,1.0,Chao likes Yan.,Are Chao and Yan strangers?,No,0,-8.136201858520508,-8.879098892211914,-8.674144904315472,-8.34115584641695,0.5379430457949641,No,True
13.0,4.0,social-relations,4.0,antonym,1.0,Chao enjoys spending time with Yan.,Are Chao and Yan friends?,Yes,0,-7.980171203613281,-9.73470687866211,-8.518114249408246,-9.196763832867145,0.5379430457949641,Yes,True
14.0,4.0,social-relations,4.0,antonym,1.0,Chao enjoys spending time with Yan.,Are Chao and Yan strangers?,No,0,-7.937800407409668,-5.687253475189209,-8.475743453204633,-5.149310429394244,0.5379430457949641,No,True
