task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-0.1000690683722496,-7.695380687713623,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-14.00468921661377,-0.0002523341099731624,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.003763375338166952,-8.031304359436035,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-8.488323211669922,-0.0004136897623538971,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-0.007304730359464884,-9.425105094909668,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-14.683051109313965,-4.0053513657767326e-05,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-0.004656183533370495,-8.874587059020996,Yes,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-2.382024049758911,-0.09913616627454758,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-0.015267602168023586,-4.258549690246582,Yes,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-11.040757179260254,-0.00010072670556837693,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.1801663339138031,-9.328968048095703,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-16.10486602783203,-0.00019417305884417146,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.010707405395805836,-7.455803871154785,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-17.51142692565918,-0.0024395007640123367,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-0.0046751671470701694,-8.64111328125,Yes,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-15.632991790771484,-0.0018334256019443274,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.1801663339138031,-9.328968048095703,Yes,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-15.91718578338623,-3.266280691605061e-05,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-0.06144892796874046,-8.080965995788574,Yes,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-12.132514953613281,-6.460933946073055e-05,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-0.027224373072385788,-9.671987533569336,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-12.527246475219727,-8.4158185927663e-05,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-0.003794612130150199,-5.782566547393799,Yes,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-8.630946159362793,-0.00029857465415261686,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-0.008380822837352753,-6.291605472564697,Yes,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-13.793676376342773,-0.0006374472286552191,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-0.003962401766330004,-5.903863906860352,Yes,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-10.430500030517578,-9.238292113877833e-05,No,True
