task,QID,AnsRefIDs,Context,Question,Correct Answer,yes_logprob,no_logprob,predicted_answer,is_correct
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the hallway?,Yes,-0.18332833051681519,-1.9130536317825317,Yes,True
qa1,15,[13],Sandra went to the hallway.,Is Sandra in the bathroom?,No,-4.405115604400635,-0.08472277969121933,No,True
qa1,6,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes,-0.546057939529419,-0.9875795841217041,Yes,True
qa1,6,[1],John travelled to the kitchen.,Is John in the hallway?,No,-3.764000654220581,-0.10344821959733963,No,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the kitchen?,Yes,-0.2087641954421997,-1.780248999595642,Yes,True
qa1,6,[2],Sandra moved to the kitchen.,Is Sandra in the garden?,No,-5.905470371246338,-0.012150615453720093,No,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes,-0.7493331432342529,-0.8120416402816772,Yes,True
qa1,6,[4],Sandra went to the bathroom.,Is Sandra in the bedroom?,No,-4.123967170715332,-0.07172444462776184,No,True
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the office?,Yes,-1.3040659427642822,-0.47999024391174316,No,False
qa1,6,[4],Sandra travelled to the office.,Is Sandra in the hallway?,No,-2.0460829734802246,-0.27489006519317627,No,True
qa1,15,[11],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.39750441908836365,-1.225824236869812,Yes,True
qa1,15,[11],John moved to the bathroom.,Is John in the office?,No,-5.092749118804932,-0.02077954076230526,No,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes,-0.5853349566459656,-0.9136912226676941,Yes,True
qa1,15,[11],Sandra went back to the bathroom.,Is Sandra in the kitchen?,No,-4.685997486114502,-0.03663922846317291,No,True
qa1,12,[10],Mary went to the bathroom.,Is Mary in the bathroom?,Yes,-0.9056426882743835,-0.6987549066543579,No,False
qa1,12,[10],Mary went to the bathroom.,Is Mary in the kitchen?,No,-4.217293739318848,-0.06996392458677292,No,True
qa1,3,[1],John moved to the bathroom.,Is John in the bathroom?,Yes,-0.39750441908836365,-1.225824236869812,Yes,True
qa1,3,[1],John moved to the bathroom.,Is John in the garden?,No,-5.467919826507568,-0.01631738804280758,No,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the bedroom?,Yes,-0.1837165355682373,-1.9602547883987427,Yes,True
qa1,3,[2],Mary moved to the bedroom.,Is Mary in the hallway?,No,-5.749195575714111,-0.014380556531250477,No,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the hallway?,Yes,-0.22384922206401825,-1.69475519657135,Yes,True
qa1,9,[7],Mary moved to the hallway.,Is Mary in the bedroom?,No,-6.030517578125,-0.01223715115338564,No,True
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the bathroom?,Yes,-0.9486931562423706,-0.6129055619239807,No,False
qa1,3,[2],Sandra travelled to the bathroom.,Is Sandra in the hallway?,No,-3.233358144760132,-0.17913880944252014,No,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes,-0.6518422365188599,-0.8512348532676697,Yes,True
qa1,15,[13],Mary went back to the bathroom.,Is Mary in the bedroom?,No,-4.436529636383057,-0.054172053933143616,No,True
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the office?,Yes,-1.4210319519042969,-0.4818613827228546,No,False
qa1,9,[5],Daniel journeyed to the office.,Is Daniel in the hallway?,No,-1.7878457307815552,-0.3429942727088928,No,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the garden?,Yes,-0.4849787652492523,-1.0378831624984741,Yes,True
qa1,15,[13],Daniel went to the garden.,Is Daniel in the bathroom?,No,-5.154793739318848,-0.021315263584256172,No,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the garden?,Yes,-0.19927223026752472,-1.8585319519042969,Yes,True
qa1,12,[8],Sandra moved to the garden.,Is Sandra in the bedroom?,No,-5.84286642074585,-0.012352247722446918,No,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the hallway?,Yes,-0.21897010505199432,-1.710405707359314,Yes,True
qa1,6,[1],Daniel went back to the hallway.,Is Daniel in the kitchen?,No,-5.21754264831543,-0.025947432965040207,No,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-0.4598803222179413,-1.0616955757141113,Yes,True
qa1,3,[2],Daniel journeyed to the hallway.,Is Daniel in the office?,No,-3.5615296363830566,-0.07900958508253098,No,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes,-0.4598803222179413,-1.0616955757141113,Yes,True
qa1,6,[2],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No,-5.092381954193115,-0.025371238589286804,No,True
