property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-3.4355714321136475,-6.499195575714111,-9.999373435974121,-9.249876976013184,6.563802003860474,2.7506814002990723,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-3.5761661529541016,-7.936254501342773,-9.999373435974121,-9.249876976013184,6.4232072830200195,1.3136224746704102,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-6.372195243835449,-6.873497486114502,-9.999373435974121,-9.249876976013184,3.627178192138672,2.3763794898986816,Yes,False
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-5.279380798339844,-3.9678666591644287,-9.999373435974121,-9.249876976013184,4.719992637634277,5.282010316848755,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-6.18287992477417,-3.4973649978637695,-9.999373435974121,-9.249876976013184,3.816493511199951,5.752511978149414,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-3.2145423889160156,-3.215669870376587,-9.999373435974121,-9.249876976013184,6.7848310470581055,6.034207105636597,Yes,False
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-4.592749118804932,-2.7800426483154297,-9.999373435974121,-9.249876976013184,5.4066243171691895,6.469834327697754,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-3.6678595542907715,-3.794280767440796,-9.999373435974121,-9.249876976013184,6.33151388168335,5.455596208572388,Yes,False
can affect urine,hair,'',Can hair affect urine?,No,random,-3.6707229614257812,-5.5307464599609375,-9.999373435974121,-9.249876976013184,6.32865047454834,3.719130516052246,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-4.277296543121338,-6.217100143432617,-9.999373435974121,-9.249876976013184,5.722076892852783,3.0327768325805664,Yes,False
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-3.529600143432617,-5.405642509460449,-9.999373435974121,-9.249876976013184,6.469773292541504,3.8442344665527344,Yes,False
can bark,an arrow,'',Can an arrow bark?,No,random,-3.841031312942505,-4.404881954193115,-9.999373435974121,-9.249876976013184,6.158342123031616,4.844995021820068,Yes,False
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-2.1963043212890625,-4.55951452255249,-9.999373435974121,-9.249876976013184,7.803069114685059,4.690362453460693,Yes,True
