property,prefix,Context,Question,Correct Answer,negative_sample_type,raw_yes_logprob,raw_no_logprob,base_yes_logprob,base_no_logprob,adjusted_yes_logprob,adjusted_no_logprob,predicted_answer,is_correct
allows movement,a finger,'',Does a finger allow movement?,Yes,random,-2.5614006519317627,-8.812383651733398,-12.992401123046875,-11.482041358947754,10.431000471115112,2.6696577072143555,Yes,True
basks in the sun,an iguana,'',Does an iguana bask in the sun?,Yes,random,-2.07659912109375,-9.43722152709961,-12.992401123046875,-11.482041358947754,10.915802001953125,2.0448198318481445,Yes,True
basks in the sun,a trolley,'',Does a trolley bask in the sun?,No,random,-10.685446739196777,-5.812331199645996,-12.992401123046875,-11.482041358947754,2.3069543838500977,5.669710159301758,No,True
beats its chest,a butterfly,'',Does a butterfly beat its chest?,No,random,-6.466880798339844,-2.421661853790283,-12.992401123046875,-11.482041358947754,6.525520324707031,9.06037950515747,No,True
belongs to the onion family,a monkey,'',Does a monkey belong to the onion family?,No,random,-7.9348649978637695,-1.49176025390625,-12.992401123046875,-11.482041358947754,5.0575361251831055,9.990281105041504,No,True
bruises over time,gloves,'',Does gloves bruise over time?,No,random,-5.027042388916016,-1.585163950920105,-12.992401123046875,-11.482041358947754,7.965358734130859,9.896877408027649,No,True
buries head in sand,an ostrich,'',Does an ostrich burie head in sand?,Yes,random,-6.155419826507568,-1.4529536962509155,-12.992401123046875,-11.482041358947754,6.836981296539307,10.029087662696838,No,False
can absorb shocks,a lion,'',Can a lion absorb shocks?,No,random,-4.590669631958008,-2.640129327774048,-12.992401123046875,-11.482041358947754,8.401731491088867,8.841912031173706,No,True
can affect urine,hair,'',Can hair affect urine?,No,random,-3.060688018798828,-4.686911582946777,-12.992401123046875,-11.482041358947754,9.931713104248047,6.795129776000977,Yes,False
can ambush its prey,a yacht,'',Can a yacht ambush its prey?,No,random,-6.3723649978637695,-3.5622966289520264,-12.992401123046875,-11.482041358947754,6.6200361251831055,7.9197447299957275,No,True
can attract insects,a lobster,'',Can a lobster attract insects?,No,random,-9.37382984161377,-4.437448501586914,-12.992401123046875,-11.482041358947754,3.6185712814331055,7.04459285736084,No,True
can bark,an arrow,'',Can an arrow bark?,No,random,-4.467809677124023,-2.3592090606689453,-12.992401123046875,-11.482041358947754,8.524591445922852,9.122832298278809,No,True
can be a distraction,a television,'',Can a television be a distraction?,Yes,random,-3.277535915374756,-6.843061923980713,-12.992401123046875,-11.482041358947754,9.71486520767212,4.638979434967041,Yes,True
can be a distraction,cider,'',Can cider be a distraction?,No,random,-2.1081488132476807,-6.781053066253662,-12.992401123046875,-11.482041358947754,10.884252309799194,4.700988292694092,Yes,False
can be a source of entertainment,a guitar,'',Can a guitar be a source of entertainment?,Yes,random,-0.8927405476570129,-7.9059247970581055,-12.992401123046875,-11.482041358947754,12.099660575389862,3.5761165618896484,Yes,True
can be a source of entertainment,an armor,'',Can an armor be a source of entertainment?,No,random,-3.1552491188049316,-7.0932769775390625,-12.992401123046875,-11.482041358947754,9.837152004241943,4.388764381408691,Yes,False
can be acoustic,a limousine,'',Can a limousine be acoustic?,No,random,-7.437119960784912,-6.249954700469971,-12.992401123046875,-11.482041358947754,5.555281162261963,5.232086658477783,Yes,False
can be added to a hot drink,a rollerskate,'',Can a rollerskate be added to a hot drink?,No,random,-8.93469524383545,-0.9530388116836548,-12.992401123046875,-11.482041358947754,4.057705879211426,10.5290025472641,No,True
can be added to alcoholic drinks,a buffalo,'',Can a buffalo be added to alcoholic drinks?,No,random,-6.177743911743164,-3.0615885257720947,-12.992401123046875,-11.482041358947754,6.814657211303711,8.42045283317566,No,True
